Contig	SRR5004093_1_trimmed_bowtie_bt2-counts.txt	SRR5004090_1_trimmed_bowtie_bt2-counts.txt	SRR5004097_1_trimmed_bowtie_bt2-counts.txt	SRR5004082_1_trimmed_bowtie_bt2-counts.txt	SRR5004083_1_trimmed_bowtie_bt2-counts.txt	SRR5004094_1_trimmed_bowtie_bt2-counts.txt	SRR5004078_1_trimmed_bowtie_bt2-counts.txt	SRR5004096_1_trimmed_bowtie_bt2-counts.txt	SRR5004080_1_trimmed_bowtie_bt2-counts.txt	SRR5004095_1_trimmed_bowtie_bt2-counts.txt	SRR5004091_1_trimmed_bowtie_bt2-counts.txt	SRR5004085_1_trimmed_bowtie_bt2-counts.txt
contig#53499	3	1	6	2	0	2	0	1	3	1	7	2
contig#535	3752	6135	1479	13800	12342	1786	3442	11095	2521	5963	2585	4557
contig#5350	12	4	32	4	1	23	2	11	22	6	30	5
contig#53500	57	2	5	5	2	33	3	8	1	11	7	5
contig#53501	7	0	14	8	0	13	3	3	11	2	8	0
contig#53502	143	42	207	46	16	179	57	75	100	40	332	40
contig#53503	10	3	10	1	1	11	3	3	10	2	12	4
contig#53504	8	1	8	3	0	8	4	3	0	3	6	3
contig#53505	43	21	34	23	2	36	18	26	31	12	59	26
contig#53506	8	3	7	3	1	2	3	4	2	1	6	1
contig#53507	2	2	4	0	0	1	0	1	5	1	6	2
contig#53508	7	8	4	2	2	11	10	8	3	4	13	7
contig#53509	10	2	6	1	1	4	1	3	2	4	8	6
contig#5351	460	27	332	39	18	388	31	42	206	30	335	61
contig#53510	2	1	2	0	0	3	6	0	4	2	2	1
contig#53511	12	0	1	2	1	11	1	0	1	3	3	4
contig#53512	12	0	5	0	0	1	0	0	4	0	1	0
contig#53513	24	3	6	6	2	13	11	2	3	2	25	14
contig#53514	10	4	6	0	0	1	0	0	3	0	2	8
contig#53515	7	2	7	9	1	6	5	10	1	3	24	2
contig#53516	5	2	6	2	0	6	2	0	2	0	9	2
contig#53517	2	2	6	0	0	5	1	2	2	0	7	0
contig#53518	6	2	12	0	0	5	2	5	1	3	4	1
contig#53519	159	3	25	14	11	35	32	167	9	104	22	11
contig#5352	1965	233	1187	409	106	1812	242	499	1472	236	1810	777
contig#53520	3	9	5	13	9	3	4	26	1	1	2	8
contig#53521	11	5	22	7	1	7	2	9	8	4	21	12
contig#53522	4	0	3	0	0	5	1	2	5	0	8	1
contig#53523	5	0	4	2	1	4	2	1	1	0	5	1
contig#53524	28	0	8	1	9	16	10	2	1	20	4	1
contig#53525	6	3	4	15	0	6	4	15	3	7	7	9
contig#53526	329	0	1	0	0	1	0	0	1	0	0	0
contig#53528	19	6	17	13	3	14	3	9	9	2	10	12
contig#53529	4	1	4	2	1	3	1	1	3	2	2	0
contig#5353	285	49	105	45	16	177	59	58	173	30	275	88
contig#53530	7	7	3	3	3	9	2	0	7	2	7	2
contig#53531	2	4	7	2	1	3	9	4	4	4	15	10
contig#53532	2	1	4	4	0	3	0	3	3	1	4	3
contig#53533	9	5	4	2	0	2	8	3	3	3	12	2
contig#53534	12	0	8	1	0	7	1	3	5	0	6	0
contig#53535	4	1	5	12	1	10	2	7	6	3	7	10
contig#53536	18	1	6	0	0	10	1	0	5	1	4	0
contig#53537	1	0	6	1	0	2	1	1	2	2	6	0
contig#53538	30	3	11	23	4	9	26	23	13	24	29	18
contig#53539	33	2	13	5	2	29	2	4	6	7	23	6
contig#5354	208	52	180	106	14	158	41	109	97	58	271	90
contig#53540	1	1	1	1	1	0	2	0	2	3	3	1
contig#53541	9	3	5	0	0	7	0	0	4	2	6	1
contig#53542	6	3	5	3	0	11	6	5	2	3	6	8
contig#53543	38	0	14	1	0	15	10	1	7	8	25	3
contig#53544	9	1	6	1	1	11	2	2	4	2	6	2
contig#53545	4	4	1	0	0	2	0	0	2	0	1	0
contig#53546	1	0	6	2	0	7	0	0	1	0	3	0
contig#53547	6	3	7	5	0	9	4	6	7	1	15	8
contig#53548	2	4	4	5	1	1	2	14	2	5	2	5
contig#53549	28	1	14	6	0	12	7	11	7	7	22	4
contig#5355	238	24	173	51	15	177	52	49	137	52	234	44
contig#53551	3	1	4	1	0	1	8	0	3	1	6	2
contig#53552	16	1	1	0	1	18	0	0	2	0	9	0
contig#53553	5	17	11	21	2	3	9	13	6	14	17	14
contig#53554	15	2	16	1	2	14	4	4	11	1	12	7
contig#53555	6	3	1	16	4	1	3	13	4	7	7	7
contig#53556	32	3	10	0	1	11	12	2	4	7	37	3
contig#53557	7	2	9	5	0	0	0	2	3	2	10	2
contig#53558	19	3	7	0	0	11	3	2	7	2	7	1
contig#53559	5	3	3	0	0	12	0	2	1	2	12	2
contig#5356	26	0	23	6	0	17	1	0	5	4	23	2
contig#53560	3	0	2	0	0	0	3	0	2	0	3	1
contig#53561	14	0	2	0	0	6	1	0	1	0	6	0
contig#53562	5	2	3	1	0	10	0	1	6	0	4	5
contig#53563	4	2	2	3	2	1	1	3	1	5	3	8
contig#53564	39	3	21	0	5	9	1	20	3	4	8	17
contig#53565	5	1	2	2	1	2	12	2	6	8	2	0
contig#53566	4	8	2	21	6	3	4	6	5	9	7	17
contig#53567	26	1	40	7	0	33	3	1	5	3	32	5
contig#53568	4	3	5	15	1	2	3	4	5	0	15	3
contig#53569	10	0	11	0	0	20	0	2	7	0	3	0
contig#5357	997	118	550	164	63	582	170	236	517	189	726	191
contig#53570	36	0	1	0	0	8	1	0	1	3	14	0
contig#53571	15	7	17	6	2	12	5	4	2	6	13	13
contig#53572	10	5	6	0	0	5	1	0	8	0	1	1
contig#53573	316	1806	249	1786	1791	192	936	1719	430	1089	637	1072
contig#53574	15	0	3	0	0	6	0	0	3	0	11	2
contig#53576	31	1	16	0	1	25	3	1	2	5	5	0
contig#53577	22	2	8	2	4	27	4	4	10	3	9	3
contig#53579	4	1	3	2	0	1	1	4	1	3	3	0
contig#5358	801	54	216	44	16	574	135	84	357	70	440	76
contig#53580	6	4	5	6	2	2	4	7	3	4	3	9
contig#53582	5	0	8	0	0	2	3	1	3	2	7	1
contig#53583	10	3	10	4	1	8	2	3	4	5	11	5
contig#53584	3	0	5	0	0	3	2	3	5	3	9	0
contig#53585	4	5	3	14	5	1	3	6	2	7	8	6
contig#53586	6	2	7	1	0	15	0	0	3	2	3	1
contig#53587	75	5	2	16	17	24	115	16	43	27	37	65
contig#53588	7	1	0	5	5	4	6	1	2	2	6	4
contig#53589	9	6	10	8	6	13	3	11	7	6	19	9
contig#5359	5238	29	2501	78	172	3271	505	258	757	909	4112	70
contig#53591	19	1	4	2	3	7	3	1	4	5	9	4
contig#53592	8	1	6	1	0	4	1	0	3	2	2	1
contig#53593	4	3	6	8	1	37	2	4	1	3	15	0
contig#53594	22	3	25	3	2	13	1	2	9	9	18	3
contig#53595	2	3	4	2	0	2	2	4	1	1	5	1
contig#53596	9	4	6	17	2	8	15	12	2	25	9	11
contig#53597	2	6	8	2	3	5	0	8	3	3	8	2
contig#53598	21	36	51	161	12	143	12	150	2	50	201	122
contig#53599	10	6	9	4	2	8	3	5	6	2	12	10
contig#536	6948	1424	4726	1421	1534	5470	3111	3367	4623	2276	8093	2292
contig#5360	100	13	71	15	10	105	17	40	99	12	91	28
contig#53600	11	0	2	0	0	8	0	0	2	1	8	0
contig#53601	3	1	7	1	1	9	7	2	4	2	8	0
contig#53602	7	0	3	5	4	3	0	6	1	2	4	6
contig#53603	7	0	1	3	0	8	13	3	2	3	3	1
contig#53604	1	7	1	4	4	1	1	1	3	9	3	1
contig#53605	6	4	1	6	0	8	4	8	3	3	5	17
contig#53606	13	3	13	5	2	19	4	7	13	5	20	2
contig#53607	13	3	2	1	2	10	2	1	1	8	0	4
contig#53608	14	3	7	6	7	7	10	8	4	4	17	8
contig#53609	3	3	6	4	0	4	2	5	2	4	7	1
contig#5361	17	2	21	6	2	23	3	5	11	1	18	1
contig#53610	7	7	20	5	3	20	4	14	18	18	20	4
contig#53611	3	1	6	4	0	5	1	3	5	1	7	1
contig#53612	130	8	29	10	7	37	18	13	3	15	52	17
contig#53613	7	5	7	11	2	5	2	6	1	4	13	6
contig#53614	2	0	2	0	0	7	1	0	6	0	0	0
contig#53615	6	0	3	0	0	1	2	1	0	1	6	0
contig#53616	28	0	21	0	0	9	0	1	5	1	14	0
contig#53617	7	0	3	1	0	3	0	0	2	0	4	0
contig#53618	13	0	1	1	0	1	0	0	2	0	0	0
contig#53619	6	0	3	0	0	3	1	0	0	2	1	0
contig#5362	136	8	87	20	1	86	8	6	51	6	78	18
contig#53620	33	1	10	3	0	41	6	0	2	0	154	0
contig#53621	63	0	2	3	2	39	4	2	2	9	0	4
contig#53622	2	1	2	0	0	5	1	4	1	3	1	1
contig#53623	10	3	15	4	1	5	3	1	4	6	7	4
contig#53624	3	0	9	4	0	1	1	0	5	1	3	1
contig#53625	10	6	7	0	0	6	0	2	3	0	9	3
contig#53626	10	4	11	1	4	6	3	5	8	3	17	5
contig#53627	6	1	13	0	0	8	0	1	0	1	2	1
contig#53629	7	0	8	2	1	7	6	6	2	4	13	13
contig#5363	476	39	345	44	35	310	74	98	215	109	337	85
contig#53630	9	0	10	0	0	2	1	0	3	1	1	2
contig#53631	5	4	21	19	10	21	5	13	11	7	31	14
contig#53632	12	1	4	1	0	7	2	11	4	2	0	5
contig#53633	3	0	3	4	2	9	0	2	2	0	5	2
contig#53635	2	10	3	11	9	1	3	7	2	7	1	25
contig#53636	13	2	2	3	2	9	12	2	2	7	11	3
contig#53637	15	3	5	36	7	8	11	8	4	7	33	15
contig#53638	1	4	1	0	4	2	4	25	1	4	12	4
contig#53639	2	3	4	10	0	2	2	1	1	0	8	8
contig#5364	51	2	5	5	0	24	15	5	25	1	42	16
contig#53640	2	6	2	7	3	3	1	6	1	8	6	7
contig#53641	19	1	8	7	0	16	1	2	1	1	9	1
contig#53642	2	11	3	8	1	1	4	3	1	2	0	7
contig#53643	2	0	1	0	3	0	0	1	2	3	0	1
contig#53644	16	1	7	3	0	15	1	0	1	1	20	0
contig#53645	1	2	0	1	1	2	1	7	2	1	3	4
contig#53646	14	0	9	5	0	13	2	4	5	2	7	2
contig#53647	8	0	6	1	0	2	6	4	3	3	3	6
contig#53648	8	0	6	0	0	18	0	0	1	0	4	1
contig#53649	45	1	5	1	10	15	10	5	10	8	25	1
contig#5365	12	1	16	1	2	14	4	2	15	7	10	1
contig#53650	9	5	10	12	2	5	15	10	3	2	12	7
contig#53651	14	1	7	3	2	9	2	1	2	1	3	3
contig#53652	12	2	12	3	1	4	7	4	2	5	10	6
contig#53653	8	2	5	5	1	7	10	18	1	1	10	5
contig#53654	4	4	10	1	0	6	3	0	3	1	1	1
contig#53655	63	7	5	8	3	23	13	33	10	4	31	13
contig#53656	181	4	28	3	0	17	3	9	7	10	21	8
contig#53657	1	1	0	1	0	0	0	1	1	0	0	8
contig#53658	34	5	9	3	2	18	11	6	9	9	22	1
contig#53659	7	2	1	7	2	5	5	6	9	3	7	12
contig#5366	7	4	14	3	0	10	2	4	3	1	11	7
contig#53660	10	6	5	11	2	5	5	9	4	11	8	7
contig#53661	2	0	0	0	0	3	2	0	3	2	1	2
contig#53662	3	7	3	6	1	2	3	13	3	3	10	5
contig#53663	8	0	6	0	2	12	0	2	3	0	9	0
contig#53664	20	4	3	6	3	2	5	7	4	2	9	6
contig#53665	9	0	1	0	0	4	7	3	3	1	5	1
contig#53666	7	1	5	0	0	4	2	2	2	2	8	5
contig#53667	6	7	4	18	2	2	1	5	3	6	6	3
contig#53668	21	5	14	9	0	10	0	0	1	4	5	0
contig#53669	3	1	4	4	1	4	2	4	1	3	6	8
contig#5367	1743	259	1329	351	133	1510	272	474	912	278	1840	435
contig#53670	28	3	8	6	2	20	32	12	6	18	20	11
contig#53671	10	0	12	18	1	5	3	2	4	7	10	3
contig#53672	2	0	2	0	0	3	2	5	1	4	7	1
contig#53673	2	11	7	23	16	5	12	14	3	11	10	6
contig#53674	1	0	3	2	0	16	0	0	2	0	2	0
contig#53675	93	0	41	1	1	31	1	2	10	3	54	4
contig#53676	11	11	10	7	1	5	3	8	2	6	8	7
contig#53677	2	2	5	0	0	10	0	0	5	1	4	0
contig#53678	1	10	1	7	0	1	4	4	3	0	4	5
contig#53679	9	4	5	2	3	2	3	2	1	0	3	4
contig#5368	28	5	10	3	1	16	3	2	13	7	21	5
contig#53681	8	2	4	3	0	6	2	0	1	1	5	4
contig#53682	7	1	1	3	0	11	4	1	3	3	7	5
contig#53683	2	0	9	6	0	4	2	6	3	3	4	4
contig#53684	7	1	3	9	2	0	6	7	2	5	9	8
contig#53685	4	4	3	6	3	4	4	8	1	7	3	6
contig#53686	42	1	2	9	1	14	9	31	4	13	6	10
contig#53687	17	2	5	2	2	19	0	0	5	2	13	6
contig#53688	3	0	5	0	0	4	0	1	1	0	4	0
contig#53689	5	2	5	3	0	4	2	0	4	1	8	0
contig#5369	58	8	50	13	2	80	8	9	33	26	59	15
contig#53690	2	6	4	6	2	0	2	13	6	10	4	7
contig#53691	47	5	17	8	0	58	13	1	19	11	33	8
contig#53692	3	0	4	0	0	6	0	0	2	4	6	1
contig#53693	17	12	18	6	1	3	3	13	3	16	23	14
contig#53694	2	0	2	1	2	9	1	0	2	2	3	4
contig#53695	6	0	7	0	0	13	1	0	3	0	6	0
contig#53696	4	1	4	5	0	1	3	2	6	2	6	6
contig#53697	9	14	7	18	1	1	9	8	5	13	10	6
contig#53698	12	1	1	1	0	7	1	0	2	0	6	1
contig#53699	1	0	6	2	0	4	0	4	4	2	7	2
contig#537	42397	117	15451	802	324	29919	1903	635	6472	3532	28005	396
contig#5370	3009	70	432	177	62	1116	333	136	818	186	1468	277
contig#53700	8	1	10	6	1	6	1	6	3	1	13	7
contig#53701	20	0	8	0	0	6	0	5	3	2	12	1
contig#53702	12	0	7	13	2	14	1	0	2	3	4	0
contig#53703	9	1	5	0	0	3	0	0	2	2	6	1
contig#53704	3	0	7	0	0	13	0	1	2	0	2	1
contig#53705	24	1	10	5	2	12	2	4	4	2	14	5
contig#53706	11	1	6	1	0	3	2	2	3	0	2	1
contig#53707	4	3	0	2	0	3	1	5	1	0	7	1
contig#53708	9	0	0	0	0	7	2	0	2	2	7	0
contig#53709	6	0	4	5	0	2	2	5	6	2	6	1
contig#5371	207	27	340	50	48	218	72	111	108	91	251	23
contig#53710	4	2	4	2	0	8	3	0	1	0	8	0
contig#53711	15	1	23	6	0	13	6	9	9	17	20	4
contig#53712	14	16	13	24	8	8	14	25	16	6	17	11
contig#53714	14	0	21	0	0	15	0	2	1	0	10	0
contig#53715	2	7	5	9	4	5	6	7	4	6	7	20
contig#53716	3	1	7	2	0	4	4	2	3	4	14	4
contig#53717	5	0	7	1	0	1	2	1	2	1	9	2
contig#53718	3	1	1	1	0	5	0	3	4	0	3	0
contig#53719	9	0	7	2	2	7	2	3	0	5	3	1
contig#5372	684	113	612	146	64	607	103	221	399	134	709	197
contig#53720	7	8	8	7	1	10	3	10	6	5	15	11
contig#53721	24	0	18	0	2	21	2	0	2	1	23	4
contig#53722	34	1	4	0	0	63	6	2	2	12	3	0
contig#53723	14	10	11	0	0	8	0	0	1	2	5	1
contig#53724	1	4	2	1	1	2	2	0	1	1	4	2
contig#53725	4	0	12	2	0	8	1	0	6	2	7	0
contig#53726	4	0	3	0	0	3	0	1	1	0	0	1
contig#53727	7	0	1	0	0	3	2	2	2	0	4	2
contig#53728	10	1	7	7	1	4	1	5	2	4	10	2
contig#53729	7	3	6	3	0	3	2	5	4	6	6	11
contig#5373	823	260	573	158	66	615	302	371	372	248	793	204
contig#53730	4	1	7	0	0	6	2	0	2	0	7	2
contig#53733	7	1	4	9	1	6	3	7	4	7	23	10
contig#53734	5	2	3	1	0	6	3	2	5	7	5	2
contig#53735	8	4	1	7	0	13	2	7	3	5	13	3
contig#53736	3	0	2	3	0	0	0	4	2	1	0	2
contig#53737	4	14	8	21	3	3	3	2	4	1	9	5
contig#53738	10	0	8	2	0	7	1	0	2	5	9	4
contig#53739	3	2	3	0	3	7	4	7	4	9	3	0
contig#5374	1897	305	1300	324	207	1480	423	625	998	352	1939	518
contig#53740	131	0	0	2	0	163	65	1	3	31	6	1
contig#53741	413	0	2	0	0	210	1	4	1	39	2	1
contig#53742	1	4	7	3	0	10	5	3	6	4	3	4
contig#53743	12	0	1	0	0	4	0	0	2	0	0	0
contig#53744	173	0	1	9	4	165	52	2	18	21	15	5
contig#53745	13	2	4	2	0	8	6	0	2	1	4	3
contig#53746	12	2	11	8	2	10	15	11	6	3	16	14
contig#53747	1	2	0	1	0	2	0	0	0	0	2	1
contig#53748	1	6	4	8	0	3	4	4	1	1	9	5
contig#53749	4	1	5	11	2	0	2	4	1	2	5	2
contig#5375	510	88	420	136	55	453	92	195	348	103	476	152
contig#53750	15	8	8	1	6	10	10	7	3	8	7	4
contig#53751	2	1	2	1	0	3	0	0	1	0	1	3
contig#53752	89	36	40	20	7	60	30	30	67	31	73	53
contig#53753	18	4	19	10	5	8	5	2	10	8	30	1
contig#53754	5	3	6	8	5	7	2	6	5	1	8	9
contig#53755	14	2	10	9	0	9	1	7	2	5	5	8
contig#53756	6	1	2	1	0	4	3	2	2	5	4	4
contig#53757	6	4	4	4	0	4	2	1	1	0	7	3
contig#53758	8	0	3	1	0	7	1	0	2	1	7	0
contig#53759	5	1	5	0	0	6	4	0	8	9	5	7
contig#5376	5064	89	448	266	44	4592	1257	334	554	1687	590	225
contig#53760	13	1	8	0	0	3	0	1	2	0	8	3
contig#53761	4	4	9	17	6	3	11	7	13	6	8	6
contig#53762	7	0	3	0	0	6	0	5	3	0	4	3
contig#53763	27	1	18	10	8	18	10	11	1	10	26	6
contig#53764	33	1	24	1	1	9	2	1	3	0	10	4
contig#53765	12	3	4	0	1	7	3	0	2	2	11	0
contig#53766	13	5	6	5	0	5	7	7	1	5	11	4
contig#53767	2	0	0	0	0	0	0	0	3	2	2	0
contig#53768	3	0	0	3	2	1	5	9	0	8	3	7
contig#53769	5	2	2	4	0	5	11	7	4	3	6	4
contig#5377	31	27	21	2	0	37	7	6	18	5	26	4
contig#53770	4	0	6	4	1	5	1	3	3	1	4	3
contig#53771	3	0	5	4	0	2	1	0	1	0	0	0
contig#53772	9	0	6	0	0	4	0	1	4	2	8	0
contig#53773	53	23	22	20	4	37	5	5	19	4	14	15
contig#53774	84	58	67	64	26	79	65	108	51	46	172	106
contig#53775	2	3	1	1	3	0	0	0	0	0	1	0
contig#53776	160	21	209	21	16	247	26	33	114	22	342	19
contig#53777	9	2	3	3	0	5	1	3	1	3	4	5
contig#53778	1	1	7	1	0	9	1	0	1	0	3	0
contig#5378	822	184	692	369	114	640	220	388	417	241	944	442
contig#53780	2	3	1	1	1	5	10	5	2	5	2	8
contig#53781	3	0	5	2	3	6	4	1	2	8	6	0
contig#53782	1	1	3	3	3	1	1	1	2	0	2	5
contig#53783	7	0	3	8	0	1	0	0	3	1	0	2
contig#53784	6	3	5	2	0	6	2	2	0	0	7	2
contig#53785	7	0	5	3	0	1	0	3	2	1	6	1
contig#53786	4	0	4	1	1	7	0	1	3	0	9	5
contig#53787	23	6	16	21	1	10	8	10	4	8	17	7
contig#53788	10	0	5	0	0	16	1	1	2	5	13	3
contig#53789	7	1	14	0	0	1	0	1	3	4	3	3
contig#5379	5856	306	2367	992	249	2955	636	775	1445	684	5025	1926
contig#53790	113	4	15	9	2	46	14	14	8	31	21	6
contig#53791	12	3	4	9	1	10	2	3	4	0	12	13
contig#53792	12	1	2	0	0	16	3	0	6	1	9	0
contig#53793	2	0	1	6	1	1	1	7	6	3	5	9
contig#53794	2	5	5	6	0	4	2	2	3	3	3	10
contig#53795	6	2	5	8	1	8	0	5	1	1	9	7
contig#53796	4	0	7	2	0	1	4	1	2	3	6	2
contig#53797	4	3	2	2	0	1	0	2	1	0	9	2
contig#53798	4	0	2	0	0	12	0	0	4	0	5	0
contig#53799	3	13	0	11	6	1	5	3	2	6	1	5
contig#538	3745	350	1891	284	527	2098	1379	1246	3177	1025	3504	527
contig#5380	356	30	61	31	22	229	83	68	94	63	181	44
contig#53800	19	1	11	7	1	21	1	2	9	4	14	2
contig#53801	1	1	2	3	1	2	1	6	3	0	3	1
contig#53802	25	0	17	0	0	22	0	1	2	2	19	0
contig#53803	9	2	2	0	1	3	1	3	4	4	3	1
contig#53804	54	3	45	3	15	59	50	33	31	31	63	0
contig#53805	16	0	5	0	0	20	2	0	2	2	12	1
contig#53807	1	0	0	0	0	0	0	0	2	0	0	0
contig#53808	6	0	3	2	0	5	0	0	3	1	4	0
contig#53809	10	5	14	8	2	5	2	4	5	3	14	5
contig#5381	46	5	36	3	6	32	10	7	12	10	35	7
contig#53810	9	0	2	4	0	2	0	2	5	0	3	4
contig#53812	10	0	5	0	0	4	0	1	4	2	6	1
contig#53813	22	0	10	1	0	12	3	2	3	1	11	3
contig#53814	61	12	13	5	0	40	11	17	4	11	12	8
contig#53816	8	1	3	5	4	10	7	12	2	10	7	14
contig#53817	5	0	3	0	0	4	0	0	3	3	6	0
contig#53818	5	0	10	2	1	4	8	3	2	4	6	0
contig#53819	13	5	10	4	0	9	2	7	9	3	19	8
contig#5382	523	96	452	209	42	450	163	324	241	192	595	271
contig#53820	11	7	5	11	1	6	3	4	5	2	8	7
contig#53821	5	3	8	2	0	10	2	1	4	2	7	1
contig#53822	8	1	14	1	0	13	2	3	5	1	20	0
contig#53823	3	0	5	6	2	2	0	2	1	3	1	1
contig#53824	17	0	11	2	0	26	2	5	2	7	23	0
contig#53825	16	0	10	1	0	2	1	1	2	0	14	0
contig#53826	7	5	7	2	1	6	4	13	4	7	35	3
contig#53828	5	2	8	3	0	7	0	0	0	1	14	1
contig#53829	2	0	0	8	4	0	4	6	1	6	2	11
contig#5383	261	93	209	22	2	323	102	16	234	244	476	101
contig#53830	11	10	8	14	0	3	8	8	4	17	7	17
contig#53831	2	0	6	1	2	6	1	1	0	5	10	2
contig#53832	7	1	3	1	0	3	0	1	2	0	5	7
contig#53833	7	0	5	0	0	4	0	0	1	0	4	1
contig#53834	10	2	3	5	4	5	2	4	6	1	11	3
contig#53835	4	0	3	0	1	1	2	1	3	0	4	0
contig#53836	21	2	20	2	2	15	3	0	5	0	12	1
contig#53837	1	0	0	6	2	0	0	1	2	1	0	0
contig#53838	9	0	3	3	0	6	1	0	1	0	6	0
contig#53839	8	0	0	4	2	4	3	5	3	3	3	5
contig#5384	518	142	467	226	102	455	140	323	326	185	595	344
contig#53840	161	1	50	6	9	102	12	13	48	4	147	13
contig#53841	8	0	4	0	0	4	1	0	1	2	3	0
contig#53842	18	0	6	1	0	24	1	1	4	3	4	1
contig#53843	4	1	14	0	0	11	0	1	9	0	6	0
contig#53844	2	1	2	2	7	0	1	9	1	3	6	4
contig#53845	12	0	5	0	1	10	0	1	2	3	9	0
contig#53846	5	1	2	0	0	3	1	1	4	0	1	0
contig#53847	7	0	5	0	0	9	0	0	6	1	4	2
contig#53848	8	2	1	0	0	2	1	0	1	1	3	0
contig#53849	4	1	7	2	0	9	0	4	1	3	2	1
contig#5385	267	28	107	28	1	149	34	21	121	26	140	18
contig#53850	39	4	5	4	1	26	36	6	2	15	3	2
contig#53851	4	0	1	3	0	8	1	0	2	1	2	0
contig#53852	22	0	33	4	0	24	2	2	23	1	41	0
contig#53853	32	1	37	1	0	24	0	1	4	1	30	1
contig#53854	19	0	15	0	0	14	0	0	4	0	9	0
contig#53855	10	0	1	0	0	12	2	0	1	0	2	0
contig#53857	21	0	10	1	0	9	1	0	3	0	12	0
contig#53858	3	6	1	0	1	4	2	4	2	4	3	0
contig#53859	4	1	4	0	0	4	1	5	5	4	2	0
contig#5386	1885	178	1488	259	83	1712	239	374	1139	242	1842	369
contig#53860	40	1	7	0	0	46	2	3	1	5	1	1
contig#53861	34	4	12	11	0	36	4	6	3	7	30	3
contig#53862	40	0	22	3	2	13	2	0	2	5	24	2
contig#53863	28	7	4	8	0	3	0	2	4	3	4	2
contig#53864	20	2	4	1	0	8	3	0	4	6	1	3
contig#53865	1	6	3	9	8	0	3	7	1	3	3	11
contig#53866	5	0	3	2	2	8	1	2	3	1	8	2
contig#53867	2	0	2	11	1	3	2	4	4	0	2	0
contig#53868	7	1	4	12	3	3	1	1	4	2	7	2
contig#53869	13	4	3	6	1	7	12	6	3	0	7	10
contig#5387	162	15	94	36	2	114	16	20	88	12	116	22
contig#53870	3	0	1	0	0	0	0	0	1	0	0	0
contig#53871	27	3	6	15	0	13	11	8	7	12	30	6
contig#53872	13	0	17	2	0	14	3	6	7	9	20	6
contig#53873	27	0	10	0	0	15	0	2	2	2	15	0
contig#53875	2	0	1	0	0	2	2	0	3	0	3	0
contig#53876	5	0	4	0	0	4	0	0	1	1	5	0
contig#53877	3	2	2	0	1	5	0	2	1	1	9	4
contig#53878	2	1	5	1	1	4	0	1	2	1	6	1
contig#53879	2	1	1	2	1	4	1	2	1	0	4	8
contig#5388	45	4	39	6	1	48	8	4	37	5	42	7
contig#53880	7	5	11	3	3	8	5	8	3	2	11	1
contig#53881	31	10	30	31	4	28	7	30	32	11	37	33
contig#53882	1	1	2	4	0	3	1	1	2	1	9	0
contig#53883	2	0	3	4	1	1	3	3	2	4	5	4
contig#53884	12	0	5	0	0	9	1	0	4	0	2	1
contig#53885	1	0	6	1	2	6	1	4	6	2	8	9
contig#53886	9	8	5	13	3	0	5	7	2	9	8	7
contig#53887	8	3	5	1	2	4	4	3	3	3	7	5
contig#53888	13	1	2	2	0	19	2	1	1	0	14	3
contig#5389	95	17	61	23	4	77	15	27	37	20	80	30
contig#53890	17	2	9	1	3	13	14	9	4	11	20	4
contig#53891	6	0	3	3	0	10	2	2	4	2	6	5
contig#53893	3	4	7	2	0	10	2	10	3	1	3	4
contig#53894	5	0	3	4	0	5	0	1	2	0	4	2
contig#53895	6	2	0	7	1	3	4	3	3	10	2	9
contig#53896	2	1	6	0	0	3	1	0	3	0	10	4
contig#53897	15	3	12	3	0	15	7	1	5	3	11	3
contig#53898	4	5	6	1	0	1	1	2	2	0	6	1
contig#53899	36	14	19	10	6	19	28	29	39	24	43	33
contig#539	2380	145	1405	176	92	2067	320	333	1177	234	2057	366
contig#5390	20	4	28	13	1	27	3	5	12	3	25	1
contig#53900	6	1	10	0	0	3	0	3	2	0	9	0
contig#53901	20	2	9	13	2	9	26	5	5	12	9	5
contig#53903	13	3	13	6	8	10	6	11	3	10	16	10
contig#53904	2	8	3	6	1	2	2	24	14	0	13	5
contig#53905	1	1	2	7	0	6	0	1	1	0	2	0
contig#53906	4	2	10	1	1	7	2	1	5	0	6	5
contig#53907	16	0	5	0	0	13	2	0	2	0	10	0
contig#53908	5	2	7	5	0	0	2	1	4	5	4	2
contig#53909	29	0	0	0	0	47	0	0	5	1	5	2
contig#5391	2141	317	1449	439	165	1645	380	632	1098	311	2266	709
contig#53910	8	6	5	2	0	8	2	4	6	1	13	1
contig#53911	2	1	2	1	0	5	0	5	4	0	4	1
contig#53912	7	0	10	0	0	13	0	1	4	1	17	2
contig#53913	8	4	2	1	0	10	1	1	3	1	1	1
contig#53914	9	7	10	8	0	5	11	11	5	15	14	13
contig#53915	14	1	22	4	1	12	7	4	2	2	15	4
contig#53916	3	4	4	2	1	6	5	9	8	1	10	7
contig#53918	5	13	3	4	0	9	1	1	2	1	9	0
contig#53919	5	2	14	6	2	6	2	4	2	2	5	2
contig#5392	124	9	53	17	1	101	13	9	56	6	106	12
contig#53921	11	2	5	2	0	4	0	2	1	1	14	3
contig#53922	104	1	16	1	1	53	0	5	9	0	50	2
contig#53923	6	8	1	4	1	6	3	2	0	3	4	1
contig#53924	25	1	18	4	0	14	1	1	7	2	17	8
contig#53925	1	0	0	24	1	0	0	0	3	0	0	0
contig#53926	1	0	2	1	1	5	13	3	4	3	0	9
