Contig	SRR5004095_bt2-counts.txt	SRR5004096_bt2-counts.txt	SRR5004097_bt2-counts.txt	SRR5004091_bt2-counts.txt	SRR5004078_bt2-counts.txt	SRR5004080_bt2-counts.txt	SRR5004093_bt2-counts.txt	SRR5004090_bt2-counts.txt	SRR5004082_bt2-counts.txt	SRR5004083_bt2-counts.txt	SRR5004085_bt2-counts.txt
contig#7275	6	8	19	42	4	75	77	32	11	0	6
contig#7276	8	19	15	33	2	5	17	9	17	7	7
contig#7277	8	6	42	54	2	17	54	3	8	0	3
contig#7278	29	5	27	5	0	61	3	0	0	6	0
contig#7279	23	28	206	244	31	222	284	22	26	6	29
contig#728	2063	1858	6837	9886	1919	4073	11771	721	1168	1052	1385
contig#7280	147	253	344	598	112	395	588	123	212	66	324
contig#7281	52	136	106	131	49	70	100	76	93	37	116
contig#7282	20	30	135	209	28	141	280	17	42	1	34
contig#7283	856	1972	542	878	647	973	441	1861	4401	2158	2275
contig#7284	137	139	298	393	102	171	398	44	92	35	161
contig#7285	71	73	215	192	32	114	191	21	39	7	61
contig#7286	19	33	36	52	14	25	26	27	17	6	36
contig#7287	5	0	15	12	4	11	33	0	2	0	0
contig#7288	48	172	113	119	25	76	62	112	129	47	159
contig#7289	51	64	66	132	43	76	113	29	47	30	57
contig#729	1149	1583	1751	2912	1171	1013	2496	652	798	563	1238
contig#7290	17	5	18	39	8	31	37	12	3	1	6
contig#7291	58	19	12	100	120	95	239	5	13	3	55
contig#7292	172	274	563	690	176	547	624	145	236	77	177
contig#7293	67	127	269	368	87	171	354	71	80	40	104
contig#7294	51	182	290	545	77	410	630	88	122	28	225
contig#7295	349	453	599	819	419	299	616	117	115	298	135
contig#7296	879	365	163	756	1873	985	1766	87	534	282	1188
contig#7297	134	106	308	479	91	121	434	30	51	41	79
contig#7298	9	19	149	309	9	76	230	0	16	1	43
contig#7299	357	582	1460	1720	252	824	1140	247	445	153	421
contig#73	28	60	144	209	37	127	216	28	20	12	51
contig#730	129	96	558	555	84	358	636	39	111	17	88
contig#7300	2	0	13	13	1	5	5	0	1	0	3
contig#7301	259	330	605	610	256	382	630	175	251	81	254
contig#7302	5	12	107	111	8	118	132	13	6	9	11
contig#7303	326	449	434	1310	484	743	2277	77	502	157	718
contig#7304	25	28	151	165	15	130	231	13	27	2	31
contig#7305	420	25	415	1203	199	643	640	106	17	10	149
contig#7306	132	58	201	342	80	141	563	34	36	11	88
contig#7307	46	54	85	147	57	37	125	20	38	20	38
contig#7308	31	72	68	93	40	46	75	35	41	19	46
contig#7309	33	31	61	108	45	64	103	18	25	4	39
contig#731	11	168	87	161	36	253	207	35	77	13	140
contig#7310	4	14	61	72	7	38	74	5	1	6	5
contig#7311	146	124	387	538	116	275	602	115	182	33	148
contig#7312	28	76	114	127	66	122	170	61	355	59	221
contig#7313	160	143	159	247	165	153	314	66	164	37	164
contig#7314	337	544	877	1203	179	715	840	388	517	122	450
contig#7315	175	226	634	885	189	400	980	116	219	45	323
contig#7316	52	81	363	534	57	345	434	88	58	13	79
contig#7317	112	23	108	241	87	198	514	17	9	18	16
contig#7318	21	20	182	206	23	118	269	16	29	6	33
contig#7319	203	142	384	602	257	285	747	79	110	48	155
contig#732	3307	2215	2188	922	1140	817	4126	252	396	355	377
contig#7320	205	298	874	1272	199	653	947	157	268	79	281
contig#7321	55	107	121	178	37	121	130	60	78	13	110
contig#7322	45	50	22	55	30	104	52	16	39	27	73
contig#7323	10	15	7	11	7	11	13	6	11	0	14
contig#7325	21	26	167	213	19	159	215	20	30	6	38
contig#7326	29	57	33	49	33	25	36	14	37	13	33
contig#7327	175	240	324	642	157	444	704	104	206	50	218
contig#7328	38	7	44	90	13	80	78	4	7	1	9
contig#7329	405	460	2128	2949	345	1582	3503	307	436	98	469
contig#733	87	59	347	525	105	203	615	31	43	39	56
contig#7330	98	152	362	431	91	243	418	47	99	19	124
contig#7332	189	252	773	1325	117	966	1279	157	149	48	159
contig#7333	205	320	765	1164	185	456	1045	175	222	75	328
contig#7334	175	418	179	325	179	412	467	43	249	55	459
contig#7335	35	7	55	87	11	134	149	35	19	1	20
contig#7336	27	53	284	531	45	420	863	14	59	9	140
contig#7337	51	72	127	158	61	243	285	20	49	9	50
contig#7338	64	94	174	298	60	133	266	54	68	35	64
contig#7339	124	228	405	544	76	410	483	79	153	34	265
contig#734	13	22	3	12	3	7	16	6	10	3	18
contig#7340	11	13	54	81	7	57	100	4	4	3	10
contig#7341	5	13	19	19	9	15	37	9	2	6	7
contig#7342	6	3	13	24	1	11	22	3	0	0	0
contig#7343	33	51	100	139	23	80	147	24	45	10	64
contig#7344	248	225	820	1291	319	903	1999	113	259	35	283
contig#7345	44	41	464	671	44	335	739	35	33	8	77
contig#7346	25	47	130	178	48	105	200	28	38	14	60
contig#7347	272	247	502	683	205	310	576	128	220	41	303
contig#7348	12	51	37	74	18	81	68	18	20	10	33
contig#7349	99	225	266	522	102	275	568	71	157	34	182
contig#735	105	240	287	364	90	158	288	86	95	57	133
contig#7350	9	49	47	63	14	25	29	41	32	13	40
contig#7352	302	472	691	958	206	516	846	246	320	97	396
contig#7353	138	409	198	525	186	391	527	123	295	62	405
contig#7354	266	311	336	617	348	642	580	70	26	148	34
contig#7355	70	104	352	473	84	210	440	67	78	30	120
contig#7356	229	160	513	688	155	533	850	118	213	48	112
contig#7357	45	55	73	129	26	78	90	26	55	17	45
contig#7358	206	348	612	844	197	343	692	117	158	69	237
contig#7359	59	104	79	101	57	53	99	36	61	15	65
contig#736	34	76	124	162	41	89	151	46	58	29	98
contig#7360	30	16	153	148	17	103	263	6	13	2	17
contig#7361	68	97	152	189	44	93	118	35	86	26	82
contig#7362	23	22	102	202	19	201	187	34	26	6	33
contig#7363	231	68	452	563	137	218	836	22	55	34	36
contig#7364	49	74	180	223	48	104	191	44	63	24	70
contig#7365	498	941	770	1271	564	528	972	511	620	331	811
contig#7366	197	283	316	622	190	231	543	140	165	93	220
contig#7367	62	50	227	260	82	126	282	47	78	15	79
contig#7368	112	91	640	903	90	520	1245	46	88	29	94
contig#7369	8	16	96	130	6	81	175	9	18	1	14
contig#737	656	828	1443	2447	620	1026	2523	379	434	322	594
contig#7370	24	46	133	216	34	41	286	24	51	11	114
contig#7371	132	221	342	475	138	205	364	103	146	55	189
contig#7372	57	57	668	669	23	658	844	38	48	7	93
contig#7373	783	1160	2821	3938	847	2602	4530	598	901	436	1150
contig#7374	198	295	1062	1423	160	801	1484	166	228	59	356
contig#7375	4	12	14	45	9	153	92	16	20	2	9
contig#7376	12	10	87	72	10	97	121	8	16	2	6
contig#7377	69	115	168	348	86	126	301	57	78	56	86
contig#7378	3	5	146	263	34	39	330	3	0	0	7
contig#7379	143	87	119	389	25	76	886	7	34	21	46
contig#738	240	248	525	837	195	368	888	103	206	69	197
contig#7380	103	118	124	235	124	132	208	28	23	64	34
contig#7381	1	6	26	46	5	22	50	5	7	1	12
contig#7382	2	1	23	46	3	46	71	4	10	1	6
contig#7383	4	11	17	15	10	9	12	6	12	0	7
contig#7384	2	1	6	15	3	2	13	0	1	0	1
contig#7385	55	94	161	264	44	106	241	53	64	26	102
contig#7386	44	105	111	172	39	94	124	53	43	26	82
contig#7387	296	278	629	904	230	595	1033	146	284	72	357
contig#7388	438	298	574	878	260	445	892	137	295	23	294
contig#7389	116	179	294	447	144	288	539	74	114	35	135
contig#739	66	74	250	316	33	118	298	46	39	23	42
contig#7390	20	26	224	261	19	120	262	20	25	5	37
contig#7391	7	7	26	23	10	12	16	3	13	2	10
contig#7392	62	56	322	373	37	193	482	32	46	28	57
contig#7393	670	814	756	1714	1021	656	1067	356	222	588	265
contig#7394	3	3	11	11	6	6	12	1	0	1	4
contig#7395	1124	622	1423	2153	766	869	2763	218	375	193	410
contig#7396	803	610	1592	2116	575	1074	3545	307	551	161	500
contig#7397	172	195	525	700	167	358	739	108	152	56	187
contig#7398	9	16	38	62	7	49	81	5	9	5	3
contig#7399	71	136	205	367	102	149	279	89	106	38	159
contig#74	107	22	722	551	90	1544	2056	337	279	7	49
contig#740	50	320	349	755	91	744	716	129	230	26	355
contig#7400	300	347	598	1112	310	749	1516	217	272	72	257
contig#7401	6	10	9	19	4	3	6	12	16	3	17
contig#7402	93	102	156	297	107	166	421	56	97	19	120
contig#7403	33	11	198	345	34	165	481	19	24	7	32
contig#7404	41	49	47	145	31	52	208	28	57	14	43
contig#7405	57	87	246	443	64	200	444	25	55	33	73
contig#7406	85738	112935	16961	31821	61777	30465	22209	82982	100973	126523	74806
contig#7407	42	69	360	551	64	208	486	39	60	12	99
contig#7408	116	237	468	681	91	323	553	96	155	69	143
contig#7409	77	164	266	410	63	253	411	84	99	59	154
contig#741	1272	1629	3321	5575	1397	2430	5370	748	924	579	1268
contig#7410	192	242	1488	1500	231	598	974	72	36	19	69
contig#7411	306	731	1695	2517	407	1714	2988	462	558	164	993
contig#7412	106	122	503	645	125	368	757	58	121	18	122
contig#7414	29	39	136	205	27	87	168	20	22	13	29
contig#7415	19	11	127	206	14	94	215	9	16	4	19
contig#7416	5	22	82	92	8	138	115	6	11	2	44
contig#7417	137	174	376	543	92	320	553	84	127	61	153
contig#7418	13	11	40	63	2	7	5	1	3	7	5
contig#7419	159	122	237	317	105	102	187	127	204	27	191
contig#742	547	585	2598	3318	494	2114	3831	283	448	150	717
contig#7420	15	42	369	351	20	282	480	17	49	9	68
contig#7421	111	167	422	550	170	237	667	81	127	36	212
contig#7422	157	221	658	743	102	550	923	144	278	52	197
contig#7423	86	279	173	336	106	129	219	210	228	105	312
contig#7424	566	666	1435	2366	619	857	2251	309	442	295	555
contig#7425	140	117	528	723	106	415	780	58	76	42	100
contig#7426	9	6	68	86	14	50	104	12	20	2	14
contig#7427	12	17	25	35	5	34	39	5	13	4	25
contig#7428	114	160	300	411	112	260	350	99	199	76	177
contig#7429	150	123	615	810	162	390	894	93	153	11	225
contig#743	1580	2901	9958	21845	3295	13940	30506	877	3789	600	5019
contig#7430	34	45	138	264	36	80	215	19	59	7	61
contig#7431	382	687	967	1504	584	525	1434	404	626	259	702
contig#7432	6	11	37	52	4	22	51	3	12	2	7
contig#7433	91	141	262	434	77	151	349	58	109	12	143
contig#7434	74	70	257	373	80	172	409	32	74	12	77
contig#7435	36	23	380	433	27	269	500	26	40	9	48
contig#7436	2	1	10	7	0	11	3	0	3	0	0
contig#7437	167	259	524	674	132	390	584	170	220	69	226
contig#7438	376	638	805	1363	461	619	1132	407	609	217	785
contig#7439	57	40	239	288	56	181	431	35	37	4	54
contig#744	120	188	646	806	102	388	660	125	110	55	143
contig#7440	248	116	143	405	301	408	1467	80	134	23	136
contig#7441	246	326	428	689	152	477	654	231	334	64	299
contig#7442	1	2	11	18	2	30	51	0	1	1	8
contig#7443	46	43	327	625	50	253	750	15	26	14	47
contig#7444	140	110	353	577	120	171	532	55	82	43	117
contig#7445	242	114	658	1151	256	437	1736	36	111	46	173
contig#7446	17	1	22	76	11	75	47	8	0	0	2
contig#7447	11	14	54	114	7	78	116	6	12	3	7
contig#7448	205	252	287	387	146	221	315	149	244	90	230
contig#7449	81	101	284	345	93	154	360	67	67	45	105
contig#745	1390	1056	1358	6434	6187	4994	14952	261	1036	404	2482
contig#7450	786	844	3495	4639	593	2037	4385	643	890	231	1136
contig#7451	15	0	9	30	8	30	23	0	1	0	1
contig#7452	2	1	12	17	0	9	30	1	2	1	3
contig#7453	152	174	139	261	144	139	236	75	179	36	190
contig#7454	524	804	1759	2636	548	1031	2355	378	468	323	581
contig#7455	825	996	1521	2302	622	1288	2246	632	1146	199	999
contig#7456	171	286	516	876	161	499	821	108	194	64	257
contig#7457	182	563	5135	4340	104	1868	890	737	156	59	341
contig#7458	19	25	162	233	16	109	222	14	29	5	34
contig#7459	6	16	52	52	2	75	84	8	6	1	22
contig#746	1764	2165	8506	11912	1676	3981	13228	976	1254	614	1877
contig#7460	257	590	1267	1629	197	1023	1276	312	426	149	530
contig#7461	39	27	56	84	28	83	186	4	15	5	22
contig#7462	180	255	338	550	210	305	642	129	156	50	245
contig#7463	6	1	24	46	2	35	53	8	1	0	1
contig#7464	135	199	330	503	152	247	664	84	132	66	198
contig#7465	12	53	44	59	8	30	23	21	26	12	20
contig#7466	2	5	12	25	1	6	26	3	6	0	8
contig#7467	13	14	172	222	14	150	317	5	11	2	18
contig#7468	22	32	105	194	12	107	216	22	27	7	77
contig#7469	158	233	182	371	123	279	271	160	244	52	241
contig#747	737	1507	3906	6276	1187	3615	5767	1036	1079	355	1934
contig#7470	47	85	147	198	40	106	203	53	57	23	81
contig#7471	294	595	874	1667	273	1035	1859	274	433	143	902
contig#7472	57	66	189	296	49	145	362	27	43	25	107
contig#7473	203	416	1661	2634	314	1460	2289	296	404	71	717
contig#7474	2	4	9	10	7	10	5	2	4	1	3
contig#7475	106	206	178	334	129	181	304	129	177	66	257
contig#7476	83	101	729	975	78	562	1336	77	118	34	142
contig#7477	2	5	4	5	2	6	3	0	6	1	8
contig#7478	15	18	18	23	6	26	29	7	13	3	10
contig#748	199	242	1379	1850	161	1228	1981	138	219	53	329
contig#7480	197	237	1060	1509	263	590	2043	99	122	68	201
contig#7481	71	3	34	57	32	253	45	56	67	4	33
contig#7482	103	91	221	401	90	135	234	88	31	24	72
contig#7483	374	461	612	976	399	432	909	200	177	203	277
contig#7484	23	55	80	53	38	393	135	103	52	3	35
contig#7485	6361	6544	3030	5376	6892	2402	4945	783	431	3802	642
contig#7486	66	97	179	290	77	144	314	54	91	39	99
contig#7487	55	133	344	462	45	565	305	63	74	15	90
contig#7488	12	1	21	35	0	6	48	1	0	0	4
contig#7489	137	180	433	607	149	208	633	112	200	44	232
contig#749	118	167	462	486	100	277	465	111	123	43	159
contig#7490	364	1181	1047	1818	234	1100	1017	815	776	275	1543
contig#7491	172	12	11	68	243	115	1249	4	49	8	47
contig#7492	152	167	579	631	108	436	897	59	95	11	115
contig#7493	28	26	172	197	27	82	175	31	19	12	37
contig#7494	132	148	521	662	99	366	872	110	124	34	141
contig#7495	287	328	933	1477	313	697	1585	143	200	144	331
contig#7496	78	84	63	83	55	47	82	62	79	23	115
contig#7497	34	55	106	204	23	101	143	56	39	18	87
contig#7498	7	15	10	46	13	37	33	3	30	3	63
contig#7499	43	39	150	164	39	56	123	20	30	5	27
contig#75	242	333	1564	1848	211	774	1627	243	288	70	352
contig#750	246	540	824	845	214	1231	800	320	260	42	477
contig#7500	44	61	170	290	67	198	433	22	40	19	81
contig#7501	16	24	36	34	14	25	41	16	14	6	38
contig#7502	460	669	1431	2061	422	1093	1972	257	505	162	565
contig#7503	231	350	850	1059	123	571	785	226	345	77	301
contig#7504	58	37	396	569	36	251	520	24	44	15	67
contig#7505	103	107	273	589	85	292	468	71	90	53	143
contig#7506	13	5	40	40	17	44	42	1	10	1	6
contig#7507	377	558	390	575	306	295	374	411	761	170	833
contig#7508	260	268	235	458	241	390	541	102	183	97	291
contig#751	2110	2334	4985	8091	2200	2588	8218	801	888	883	1457
contig#7510	77	26	842	1397	120	271	1054	16	31	6	55
contig#7511	156	213	458	801	137	453	770	122	226	61	309
contig#7512	197	183	337	764	240	450	1278	64	99	47	221
contig#7513	26	26	127	191	28	100	212	18	32	5	34
contig#7514	164	141	273	348	123	145	290	117	193	26	191
contig#7515	2	2	6	11	2	9	7	0	0	0	2
contig#7516	146	196	647	789	132	414	884	116	137	56	191
contig#7517	456	246	696	676	295	449	1595	92	72	57	92
contig#7518	60	62	257	291	43	106	275	36	63	5	50
contig#7519	42	29	24	50	83	41	124	1	10	15	23
contig#752	185	318	1011	1425	228	711	1715	111	172	75	267
contig#7520	109	129	716	958	126	536	1095	52	82	55	119
contig#7521	62	71	346	362	31	201	332	51	80	23	83
contig#7522	52	50	164	188	46	115	212	45	50	18	54
contig#7523	1326	1587	3543	4126	913	1945	3571	1203	1714	252	1835
contig#7524	117	203	412	490	136	285	575	91	165	58	193
contig#7525	91	191	368	565	74	273	382	97	132	58	150
contig#7526	1136	944	720	1261	691	463	1377	764	745	1098	476
contig#7527	192	212	297	399	177	194	330	144	276	62	280
contig#7528	323	157	280	355	69	173	275	92	141	63	149
contig#7529	173	192	906	1370	141	904	1468	102	197	43	244
contig#753	23	33	18	24	26	20	31	14	13	13	29
contig#7530	218	251	640	864	197	432	910	143	167	73	271
contig#7531	248	419	587	995	265	489	806	250	328	128	501
contig#7532	190	275	371	517	199	201	492	128	214	78	230
contig#7533	1	0	13	8	1	30	19	18	7	0	0
contig#7534	60	108	193	279	51	148	266	64	94	38	136
contig#7535	12	33	22	20	17	10	30	21	32	13	35
contig#7536	16	10	30	44	17	290	112	43	55	0	11
contig#7537	343	621	795	1081	297	389	688	390	296	169	379
contig#7538	88	67	286	422	77	231	411	57	86	43	75
contig#7539	53	76	538	556	49	219	709	50	85	19	100
contig#754	2	2	51	58	0	74	85	3	3	0	0
contig#7540	1596	2814	2848	5213	2132	1635	4274	1306	1782	934	2404
contig#7542	91	173	413	477	78	309	468	94	129	40	160
contig#7543	16	10	88	113	9	44	118	7	14	3	17
contig#7544	66	67	180	232	67	129	249	47	54	30	73
contig#7545	13	7	32	156	30	39	349	3	29	8	54
contig#7546	64	137	146	264	37	157	251	83	82	36	121
contig#7547	1	1	6	7	0	14	6	0	1	2	3
contig#7548	111	78	97	133	83	78	145	42	68	19	113
contig#7549	73	112	382	551	103	276	656	69	89	51	170
contig#755	1056	773	1553	2717	882	862	2712	204	345	366	402
contig#7550	72	122	281	472	56	207	354	71	91	37	124
contig#7551	98	193	139	240	102	116	142	89	112	70	203
contig#7552	99	130	74	117	109	86	229	36	39	32	79
contig#7553	12	12	35	19	0	75	102	8	8	5	15
contig#7554	31	37	88	153	13	97	108	24	51	13	42
contig#7555	95	20	430	254	11	766	667	328	134	3	49
contig#7556	81	84	142	288	59	117	258	68	59	19	78
contig#7557	12435	19282	2471	4792	8849	3861	3305	13490	15231	19226	10807
contig#7558	112	263	141	260	143	97	223	97	165	73	192
contig#7559	16	26	78	79	46	39	97	15	20	5	13
contig#756	534	379	510	1207	570	800	2534	252	470	187	495
contig#7560	33	13	4	11	15	132	26	52	145	95	58
contig#7561	11	0	1	9	10	4	30	0	2	0	4
contig#7562	46	81	117	198	45	72	147	57	59	33	64
contig#7563	4	5	13	28	7	15	25	4	9	0	8
contig#7564	201	411	553	688	181	422	793	202	318	61	416
contig#7565	1916	2723	3913	6089	1986	3061	5740	1121	1370	1325	1478
contig#7566	177	131	209	461	185	274	452	52	72	54	83
contig#7567	72	147	240	182	53	123	266	60	83	59	103
contig#7568	190	211	824	948	173	515	1133	137	142	52	200
contig#7569	4	15	97	207	9	197	252	3	12	1	36
contig#757	442	817	5531	9793	798	6869	11696	417	669	143	1449
contig#7570	164	142	364	576	167	152	462	113	195	70	178
contig#7571	835	1271	1724	2665	898	1526	2979	532	992	316	1159
contig#7572	528	422	893	1227	304	679	1396	350	618	136	528
contig#7573	183	236	568	897	134	507	837	113	204	88	286
contig#7574	74	98	297	416	73	180	460	52	62	32	97
contig#7575	194	151	285	385	172	188	402	102	75	115	111
contig#7576	40	37	477	588	31	419	753	21	30	4	58
contig#7577	93	151	166	286	78	122	227	69	133	62	159
contig#7578	34	56	237	297	43	169	352	31	59	9	75
contig#7579	36	55	66	106	31	51	91	37	37	25	62
contig#758	48	64	185	136	35	90	167	28	86	19	80
contig#7580	262	300	916	1283	219	635	1217	136	242	110	261
contig#7581	592	1282	842	1670	792	576	1292	622	862	473	1085
contig#7582	92	116	354	460	89	203	456	46	70	19	132
contig#7583	143	127	792	1003	127	499	937	74	115	27	114
contig#7584	15	14	20	22	11	27	53	3	3	8	8
contig#7585	47	54	246	427	39	231	442	22	62	16	54
contig#7586	168	174	743	937	138	526	1038	115	177	28	255
contig#7587	51	66	219	246	32	129	165	27	40	9	63
contig#7588	180	211	757	991	170	538	1034	112	178	63	223
contig#7589	115	140	181	284	117	113	352	36	54	28	78
contig#759	6156	11158	10980	19015	7099	7773	16863	4756	5250	4258	6422
contig#7590	4	12	18	27	15	38	19	7	20	3	6
contig#7591	66	94	131	195	46	112	222	40	68	32	96
contig#7592	15	23	153	203	10	142	236	22	58	5	40
contig#7593	532	1272	674	1065	518	473	640	485	956	325	1164
contig#7594	21	49	83	131	28	53	74	22	28	12	44
contig#7595	28	47	82	137	14	46	112	27	36	8	47
contig#7596	1	14	141	126	2	157	131	14	10	0	66
contig#7597	180	175	341	470	143	208	463	110	109	85	146
contig#7598	95	132	172	313	130	179	321	75	131	36	188
contig#7599	61	184	251	397	95	147	328	82	70	45	134
contig#76	8236	11213	14535	25864	8951	10444	23088	4906	6616	5490	7386
contig#760	39	80	233	372	34	173	284	26	49	16	69
contig#7600	175	367	238	547	255	352	661	124	148	91	183
contig#7601	70	63	240	274	42	139	334	35	48	24	60
contig#7602	23	57	57	54	28	53	72	33	42	7	43
contig#7603	6	39	63	76	14	38	62	16	15	11	44
contig#7604	459	591	1356	1882	488	980	2116	317	518	123	629
contig#7605	1187	2154	2596	4359	1497	1582	4130	1119	1208	924	1703
contig#7606	156	144	201	305	155	86	375	34	93	45	211
contig#7607	63	7	4	102	231	131	210	13	38	16	80
contig#7608	7	30	111	106	12	229	150	8	6	3	14
contig#7609	397	319	712	1084	271	579	1474	244	363	129	368
contig#761	773	966	3748	6151	1117	2675	6108	292	334	366	653
contig#7610	195	339	611	910	199	519	878	168	210	106	261
contig#7611	40	38	330	462	37	233	599	24	47	9	62
contig#7612	10	35	22	42	10	15	34	11	19	8	21
contig#7613	218	181	865	1315	197	854	2988	96	227	57	402
contig#7614	97	135	528	624	62	314	525	52	112	37	104
contig#7615	129	116	387	442	98	259	429	58	94	27	83
contig#7616	120	134	659	967	141	564	923	70	95	29	199
contig#7617	99	144	274	318	69	187	320	82	117	40	178
contig#7618	3	2	16	8	5	8	21	1	6	0	4
contig#7619	82	58	159	153	55	271	428	17	35	13	125
contig#762	376	644	1937	2767	287	2101	2766	377	549	98	620
contig#7620	113	224	1062	1582	143	716	1076	102	120	35	196
contig#7621	85	168	151	261	94	120	198	96	157	50	147
contig#7622	39	46	100	111	20	70	72	28	23	18	26
contig#7623	13	3	73	100	5	61	105	7	16	0	16
contig#7624	37	12	387	360	38	189	518	22	37	3	41
contig#7625	192	298	469	871	132	401	812	199	310	53	369
contig#7626	2	2	18	19	0	34	18	0	6	0	6
contig#7627	55	50	247	333	31	169	413	31	34	9	70
contig#7628	78	127	325	631	83	898	599	136	171	15	297
contig#7629	185	180	338	517	174	304	631	62	107	78	114
contig#763	331	659	813	2303	1075	1226	3212	186	500	216	1071
contig#7630	115	108	239	377	85	161	446	61	75	47	82
contig#7631	25	38	62	118	12	67	95	29	30	8	35
contig#7632	19	5	62	92	22	36	263	1	4	2	10
contig#7633	68	119	176	255	92	171	168	97	92	27	53
contig#7634	23	34	99	146	29	110	177	15	12	12	18
contig#7635	2	6	8	5	2	4	10	1	2	1	1
contig#7636	9	21	23	56	8	46	37	26	7	3	23
contig#7637	13	13	15	16	13	18	16	0	21	3	9
contig#7639	291	332	289	601	227	421	684	263	372	134	350
contig#764	335	508	2447	3776	645	3172	5793	252	363	93	654
contig#7640	18	26	172	261	35	149	367	25	57	11	88
contig#7641	30	22	28	39	25	31	119	5	11	5	21
contig#7642	10	18	48	60	8	69	122	9	17	9	20
contig#7643	35	12	74	78	17	194	146	58	35	2	33
contig#7644	157	219	487	726	191	360	794	135	249	88	271
contig#7646	74	75	71	228	105	173	323	30	88	33	130
contig#7647	385	312	752	1269	334	613	1283	208	286	81	377
contig#7648	169	286	443	737	131	383	565	124	266	52	267
contig#7649	214	171	396	585	176	390	578	106	113	82	74
contig#765	25	36	48	77	24	57	111	29	51	14	55
contig#7650	220	262	298	463	226	225	518	119	276	75	288
contig#7651	18	20	25	59	11	18	32	20	38	2	27
contig#7652	42	53	237	271	29	172	392	30	47	12	31
contig#7653	30	47	79	116	14	44	90	24	43	11	52
contig#7654	30	19	136	210	18	104	245	9	33	4	40
contig#7655	164	212	422	646	150	293	679	90	200	65	207
contig#7656	81	106	408	609	69	206	433	50	91	40	122
contig#7657	136	176	272	500	122	151	447	127	145	65	151
contig#7658	329	469	643	852	331	391	633	342	446	186	561
contig#7659	57	35	204	306	39	180	364	34	72	11	67
contig#766	120	166	660	832	120	442	910	74	90	62	155
contig#7660	138	164	323	426	124	208	504	116	142	44	232
contig#7661	23	7	20	47	15	47	51	1	10	12	3
contig#7662	3	0	14	23	1	11	8	4	4	0	0
contig#7663	63	53	190	303	33	210	325	54	74	7	84
contig#7664	36	49	39	62	34	54	68	28	43	17	38
contig#7665	374	316	369	390	201	354	529	609	553	309	352
contig#7667	64	66	67	117	37	52	105	29	46	11	58
contig#7668	88	102	122	139	70	82	166	48	68	16	114
contig#7669	627	966	2102	2993	753	1531	3166	541	614	345	991
contig#767	5	0	0	1	1	441	0	10	59	0	0
contig#7670	359	182	186	440	303	263	577	96	284	40	211
contig#7671	2	19	13	19	6	6	14	2	7	0	6
contig#7672	12	18	40	103	18	21	90	1	11	2	19
contig#7673	577	315	823	1006	317	190	1102	65	44	201	44
contig#7674	89	81	250	353	81	189	527	35	84	21	93
contig#7675	19	43	77	107	34	67	108	34	37	18	34
contig#7676	461	678	729	1056	340	538	827	279	596	158	786
contig#7677	62	105	223	288	61	115	219	49	58	31	28
contig#7678	403	349	447	936	545	507	1425	122	232	111	344
contig#7679	78	162	110	184	72	114	124	68	60	38	102
contig#768	205	266	678	926	199	577	951	101	159	30	246
contig#7680	185	241	398	554	197	253	620	119	123	86	215
contig#7681	224	155	259	524	240	162	605	15	42	146	46
contig#7682	64	113	400	589	70	217	478	68	67	32	108
contig#7683	65	60	216	337	52	183	330	57	63	16	93
contig#7684	175	349	503	871	254	287	771	174	219	162	306
contig#7685	11	9	10	13	5	4	12	3	21	6	18
contig#7686	29	60	246	251	29	135	230	33	52	9	63
contig#7687	33	29	64	105	35	34	128	5	36	7	42
contig#7688	54	95	1355	1613	72	1305	2077	138	70	38	110
contig#7689	115	180	928	1286	173	672	1249	88	95	42	194
contig#769	426	598	877	1355	352	712	1501	358	757	218	868
contig#7690	8	31	36	56	10	92	29	11	13	4	10
contig#7691	611	753	1298	1969	660	725	1889	317	424	306	553
contig#7692	114	220	348	439	112	249	387	101	190	77	212
contig#7693	40	4	19	242	314	275	689	8	29	23	139
contig#7694	144	193	471	550	108	255	598	74	170	69	178
contig#7695	183	324	611	719	188	379	587	148	329	102	364
contig#7696	60	74	578	603	39	366	652	55	80	15	58
contig#7697	212	406	326	550	222	306	480	217	394	114	459
contig#7698	160	170	1005	1492	154	891	1693	110	154	55	325
contig#7699	5	8	75	56	10	17	55	7	13	2	11
contig#77	532	483	6593	8310	586	4883	10239	277	496	187	747
contig#770	54	108	150	204	38	114	213	41	64	32	82
contig#7700	20	40	111	123	18	122	193	37	71	15	54
contig#7701	85	116	386	473	63	268	546	60	122	23	151
contig#7702	134	26	330	437	118	176	1228	5	24	9	59
contig#7703	9	3	50	49	7	26	65	6	9	1	8
contig#7704	1	0	6	4	0	9	8	1	2	0	0
contig#7705	1	0	1	9	0	18	16	7	5	0	5
contig#7706	12	19	12	118	15	12	10	13	8	22	11
contig#7707	26	46	268	303	31	153	309	14	32	14	50
contig#7708	4	2	4	12	0	7	12	3	2	1	6
contig#7709	130	151	223	364	173	135	327	61	67	102	79
contig#771	130	213	1344	1422	285	637	1704	93	150	22	277
contig#7710	141	124	398	456	70	252	432	58	119	10	136
contig#7711	3	2	5	7	3	15	5	6	8	1	2
contig#7712	205	312	382	809	312	214	775	159	233	57	327
contig#7713	75	18	30	69	565	112	176	8	21	4	28
contig#7714	63	57	367	467	54	224	450	38	89	23	78
contig#7715	281	529	1048	1735	238	1026	1451	239	505	86	613
