Contig	SRR5004095_bt2-counts.txt	SRR5004096_bt2-counts.txt	SRR5004097_bt2-counts.txt	SRR5004091_bt2-counts.txt	SRR5004078_bt2-counts.txt	SRR5004080_bt2-counts.txt	SRR5004093_bt2-counts.txt	SRR5004090_bt2-counts.txt	SRR5004082_bt2-counts.txt	SRR5004083_bt2-counts.txt	SRR5004085_bt2-counts.txt
contig#26208	8	10	22	20	10	15	34	8	7	2	16
contig#26209	18	19	103	116	16	51	152	26	27	5	19
contig#2621	81	112	123	141	72	101	127	25	38	22	44
contig#26212	16	25	33	56	15	23	39	16	13	4	19
contig#26213	5	4	39	33	5	21	23	5	8	3	1
contig#26214	9	0	3	0	0	81	28	1	3	0	4
contig#26215	38	19	26	75	112	69	153	7	24	7	16
contig#26216	4	8	38	26	10	17	31	12	2	2	5
contig#26217	10	10	31	16	9	15	11	8	4	1	15
contig#26218	3	2	43	24	0	41	36	0	7	0	2
contig#26219	13	10	19	27	12	8	35	9	8	3	11
contig#2622	44	46	199	281	40	207	396	30	34	15	64
contig#26220	4	1	10	14	12	9	51	0	0	1	12
contig#26221	4	8	50	55	2	33	56	0	3	0	2
contig#26222	85	144	212	373	140	210	425	75	105	36	183
contig#26223	15	3	12	22	7	12	17	3	1	0	2
contig#26225	54	69	48	76	61	46	88	22	49	14	45
contig#26226	88	124	37	59	86	18	37	140	176	70	169
contig#26227	320	99	5	45	208	64	577	9	79	13	85
contig#26228	2	0	2	6	0	4	8	1	3	0	2
contig#26229	14	24	79	68	15	65	68	5	16	3	25
contig#2623	206	257	598	817	173	469	803	154	200	70	266
contig#26230	3	2	7	10	1	7	18	0	8	0	5
contig#26232	391	448	819	1267	367	602	1492	160	256	257	255
contig#26233	2	1	26	24	0	18	36	0	0	0	1
contig#26234	14	8	15	20	6	16	48	11	17	1	4
contig#26235	20	11	21	49	19	18	74	0	4	4	10
contig#26236	14	6	14	23	13	14	14	4	14	3	18
contig#26237	32	56	82	121	19	58	83	26	31	22	45
contig#26238	1	0	11	4	0	32	18	7	0	0	0
contig#26239	22	39	86	103	23	79	76	35	81	13	36
contig#2624	62	75	74	107	39	49	99	28	47	22	81
contig#26240	7	7	97	104	15	30	94	25	15	2	12
contig#26241	1	1	7	4	0	9	13	1	5	1	1
contig#26242	49	73	71	86	43	82	77	42	73	18	79
contig#26243	8	9	8	21	5	9	10	6	3	2	17
contig#26244	21	24	61	57	14	38	75	18	27	1	18
contig#26245	15	18	24	39	12	39	39	7	23	1	17
contig#26246	126	265	170	275	126	140	257	150	211	108	207
contig#26247	5	2	11	16	0	12	20	4	2	0	6
contig#26248	12	7	36	32	6	25	37	4	15	7	13
contig#26249	4	3	1	0	1	1	2	1	3	3	4
contig#2625	532	822	1177	1833	723	1146	2240	429	605	217	883
contig#26250	1	8	2	1	4	22	3	4	27	2	11
contig#26251	5	6	7	13	0	6	17	1	9	2	6
contig#26252	26	16	94	178	15	48	165	10	13	6	26
contig#26253	13	18	68	58	25	76	116	9	5	5	27
contig#26254	7	11	25	36	12	19	50	4	7	3	11
contig#26255	25	76	82	104	45	76	179	26	45	9	72
contig#26256	5	9	9	17	3	4	14	2	3	0	12
contig#26257	119	85	41	77	79	78	262	66	82	18	79
contig#26258	8	14	76	88	6	58	172	8	12	3	8
contig#26259	3	9	19	12	7	27	34	48	12	0	0
contig#2626	359	532	1146	1516	326	985	1605	245	315	176	427
contig#26260	3	2	8	14	0	7	11	3	0	0	1
contig#26261	22	4	56	105	16	30	127	2	10	6	4
contig#26262	11	1	42	82	7	63	73	14	4	0	7
contig#26263	11	5	3	88	23	21	152	1	0	16	43
contig#26264	4	7	100	129	10	62	183	7	4	2	19
contig#26265	7	4	59	65	4	31	32	6	8	0	2
contig#26266	5	4	35	57	6	14	37	1	9	2	7
contig#26267	11	3	15	34	7	36	61	6	5	1	5
contig#26268	47	65	125	214	29	93	148	32	49	6	74
contig#26269	33	44	68	58	41	41	54	33	59	19	48
contig#2627	29	30	56	86	20	47	95	21	35	5	27
contig#26270	73	31	138	262	48	77	419	11	8	12	15
contig#26271	15	50	94	98	11	61	75	13	14	5	17
contig#26272	30	3	3	2	14	8	2	0	0	0	0
contig#26273	6	24	40	60	13	17	72	5	9	3	9
contig#26274	59	57	93	162	45	59	170	9	18	14	32
contig#26275	1	1	6	13	1	3	14	3	2	0	1
contig#26276	6	2	9	10	2	10	9	5	2	0	0
contig#26277	4	3	13	14	1	62	24	0	4	1	45
contig#26278	2	4	17	13	3	4	17	2	5	2	1
contig#26279	6	3	14	22	2	19	20	2	2	2	8
contig#2628	23	8	128	202	47	130	451	6	20	1	18
contig#26280	31	42	86	137	26	57	121	24	41	6	46
contig#26281	1	2	4	8	1	11	13	2	0	0	1
contig#26282	6	10	14	30	12	27	35	1	3	3	2
contig#26283	13	13	39	58	7	34	41	9	9	11	30
contig#26285	18	15	18	41	17	22	42	5	20	3	14
contig#26286	6	6	0	5	0	3	4	1	8	0	4
contig#26287	40	30	117	225	25	88	164	17	31	11	35
contig#26288	2	5	4	11	7	7	9	4	6	0	5
contig#26289	5	41	11	45	3	47	21	11	19	3	11
contig#2629	276	61	1039	495	266	1604	2470	848	449	5	156
contig#26290	14	14	42	47	13	20	70	9	5	2	15
contig#26291	59	71	72	87	33	32	30	31	67	44	37
contig#26292	38	50	37	18	41	55	6	70	97	35	88
contig#26293	13	18	42	60	16	35	72	17	18	9	49
contig#26294	4	10	20	22	5	5	10	3	11	1	5
contig#26295	21	48	230	329	32	132	296	23	26	10	51
contig#26296	26	46	184	337	33	149	281	25	29	3	57
contig#26297	4	0	1	2	2	3	9	2	3	2	5
contig#26298	7	10	18	40	7	17	27	5	9	4	9
contig#26299	23	13	52	24	11	16	103	149	16	0	8
contig#263	162	139	547	651	101	304	654	71	120	38	130
contig#2630	222	266	654	1165	287	476	2170	171	161	75	316
contig#26300	322	350	263	255	62	324	232	402	860	399	602
contig#26301	12	2	18	59	7	45	28	2	0	0	3
contig#26302	37	27	39	308	91	102	490	7	32	17	131
contig#26303	30	25	88	118	23	42	89	31	54	7	54
contig#26304	1	0	6	3	0	8	5	0	1	0	0
contig#26305	35	11	29	29	76	20	58	4	13	0	18
contig#26306	10	2	60	47	9	104	114	21	9	0	2
contig#26307	2	5	15	20	6	10	32	0	2	1	7
contig#26308	6	5	19	32	3	11	52	6	6	0	5
contig#26309	103	42	52	77	72	44	149	11	20	8	39
contig#2631	87	146	1158	1643	85	1530	2173	74	219	22	496
contig#26310	23	43	8	29	32	22	31	5	52	11	35
contig#26312	2	5	7	6	3	4	13	2	1	0	3
contig#26313	7	6	42	44	6	19	29	13	16	4	18
contig#26314	32	26	100	104	34	55	207	17	21	13	20
contig#26315	6	1	8	26	9	14	34	1	5	0	12
contig#26316	2	0	0	4	4	1	7	0	0	0	0
contig#26317	3	2	44	49	5	24	55	1	3	0	2
contig#26318	22	31	42	56	24	35	60	18	25	10	31
contig#26319	4	3	8	10	2	13	8	2	6	1	4
contig#2632	32	92	65	192	17	151	113	39	67	6	163
contig#26320	1	2	34	15	0	17	9	0	0	0	0
contig#26322	4	9	10	15	4	9	10	5	4	0	5
contig#26323	52	76	161	314	55	186	310	40	47	8	116
contig#26324	13	6	11	30	13	9	29	2	14	1	4
contig#26325	13	8	73	64	2	26	120	1	24	3	7
contig#26326	25	33	31	73	30	23	47	23	30	15	33
contig#26327	18	66	69	95	29	43	64	20	20	13	31
contig#26328	27	69	110	180	71	124	243	47	23	5	52
contig#2633	186	233	1061	1490	161	783	1757	121	276	40	354
contig#26330	4	2	14	7	3	17	5	2	3	3	6
contig#26331	142	73	192	355	101	35	497	15	36	25	41
contig#26332	56	54	302	313	47	115	260	33	47	20	54
contig#26333	55	59	116	169	46	100	275	59	70	13	89
contig#26334	14	31	43	47	8	32	39	15	13	5	22
contig#26335	40	68	35	40	39	43	25	43	87	15	55
contig#26336	18	11	48	71	12	29	51	11	9	4	7
contig#26337	7	3	18	33	14	11	49	2	3	1	3
contig#26338	13	12	50	51	7	50	60	9	7	3	22
contig#26339	25	11	58	48	30	137	124	76	31	0	28
contig#2634	109	65	58	59	59	33	86	31	40	16	55
contig#26340	7	0	3	17	36	18	64	3	7	1	11
contig#26341	5	21	23	45	9	32	38	13	30	10	28
contig#26342	26	33	60	68	15	41	66	20	16	15	49
contig#26343	18	24	17	34	18	15	29	11	23	5	29
contig#26344	37	9	21	51	29	11	95	9	16	7	1
contig#26345	9	7	7	126	26	34	314	6	14	13	54
contig#26346	3	6	7	14	1	5	11	5	4	2	2
contig#26347	3	2	43	42	2	24	47	4	2	1	5
contig#26348	12	18	19	16	15	14	28	6	8	2	19
contig#26349	36	58	73	111	35	42	105	23	33	11	48
contig#2635	21	28	166	185	26	94	176	26	21	14	41
contig#26350	10	10	17	28	25	13	29	4	17	2	14
contig#26351	5	41	28	38	11	19	19	6	24	11	15
contig#26352	10	6	30	61	43	19	90	7	6	3	6
contig#26353	53	139	67	152	58	106	157	60	103	23	128
contig#26354	3	1	2	8	3	5	6	2	2	0	11
contig#26355	268	448	84	154	220	83	90	388	318	449	328
contig#26356	16	18	50	63	14	31	50	8	22	2	16
contig#26357	8	23	17	37	9	21	38	11	14	6	14
contig#26358	4	4	5	7	2	7	8	0	0	1	9
contig#26359	14	22	14	19	9	11	13	10	10	5	9
contig#2636	343	521	473	870	306	459	547	293	463	123	579
contig#26360	28	10	47	74	18	32	119	1	4	8	5
contig#26361	16	20	64	93	11	87	117	9	30	5	21
contig#26362	22	16	31	25	13	26	18	17	10	0	18
contig#26363	14	16	114	122	6	43	137	1	8	0	15
contig#26364	80	105	269	325	37	103	175	66	103	23	106
contig#26365	2	0	151	31	0	57	187	16	23	0	4
contig#26366	6	34	134	175	14	23	53	38	9	0	5
contig#26367	3	0	2	17	3	12	23	3	1	2	5
contig#26368	2	1	8	11	1	4	5	2	0	0	2
contig#26369	47	28	41	58	33	38	55	10	32	9	17
contig#2637	782	502	3333	4756	581	2341	6028	410	696	162	776
contig#26370	7	6	10	3	7	9	6	6	10	4	3
contig#26371	21	18	23	23	7	31	43	36	34	1	21
contig#26372	1	1	11	10	2	8	40	4	0	0	0
contig#26374	6	1	13	32	3	42	28	1	0	0	0
contig#26375	18	33	42	35	10	25	28	10	34	7	28
contig#26376	9	25	18	23	6	30	28	39	33	2	17
contig#26377	13	1	13	19	2	13	21	11	10	0	13
contig#26378	4	2	7	9	1	4	2	2	1	0	8
contig#26379	25	26	95	115	9	61	105	18	20	8	22
contig#2638	173	171	505	711	157	461	763	93	110	57	158
contig#26380	10	23	17	27	14	19	24	5	25	6	17
contig#26381	24	48	69	107	44	47	102	41	32	10	59
contig#26382	48	58	101	101	21	99	116	12	38	9	37
contig#26383	1	0	10	8	3	4	9	2	3	0	7
contig#26384	118	8	9	10	152	58	896	2	19	0	11
contig#26385	1	2	14	5	2	9	12	1	7	1	2
contig#26386	6	8	3	4	4	2	2	14	22	15	12
contig#26387	10	43	26	1	5	14	32	0	22	5	1
contig#26388	19	14	40	66	20	44	52	7	20	4	19
contig#26389	5	16	9	7	4	10	11	6	10	2	22
contig#2639	7	26	10	20	8	8	19	2	11	5	25
contig#26390	109	70	64	114	105	44	204	25	40	25	76
contig#26391	136	9	57	33	55	33	274	0	14	2	17
contig#26392	35	49	117	201	26	93	208	23	19	14	28
contig#26393	27	3	0	15	109	66	34	2	18	5	86
contig#26394	38	122	145	198	43	235	182	89	60	32	126
contig#26397	123	131	244	340	70	158	275	79	164	24	170
contig#26398	22	12	12	13	19	17	64	5	13	0	9
contig#26399	84	28	143	272	49	47	418	5	23	8	15
contig#264	99	20	7	24	132	65	60	7	46	9	101
contig#2640	711	355	3651	5223	700	1471	5649	131	225	166	315
contig#26400	10	7	59	71	8	45	122	6	10	4	15
contig#26401	33	5	12	42	11	19	17	5	4	3	4
contig#26402	25	55	43	52	28	29	46	23	17	7	33
contig#26403	6	5	14	21	6	6	8	3	20	2	16
contig#26404	75	22	80	186	92	36	267	10	32	16	31
contig#26405	20	34	44	65	24	29	51	16	18	9	36
contig#26406	8	24	16	24	7	12	12	8	15	1	15
contig#26407	2	1	4	1	0	18	15	1	0	0	0
contig#26408	8	28	45	40	19	18	50	13	16	16	20
contig#26409	1	0	7	3	0	4	3	0	0	0	0
contig#2641	500	718	1681	2464	502	1012	2006	364	425	218	523
contig#26410	32	11	1	2	13	1	17	4	8	2	0
contig#26412	15	15	46	69	13	17	86	7	11	7	12
contig#26413	119	23	330	533	74	97	889	9	18	18	27
contig#26414	27	67	58	80	19	28	62	32	41	15	49
contig#26415	23	18	31	22	1	20	27	11	2	1	4
contig#26416	13	2	114	67	3	72	348	65	38	0	11
contig#26417	24	26	30	32	15	10	20	24	20	4	37
contig#26418	85	114	55	67	35	55	77	77	101	35	100
contig#26419	1	19	9	16	5	19	20	9	20	6	29
contig#2642	83	72	4905	4275	80	2113	6700	95	145	12	92
contig#26420	42	109	158	248	59	76	203	50	75	28	96
contig#26421	5	3	20	20	1	99	75	9	10	0	5
contig#26422	18	0	20	101	15	71	101	11	15	0	4
contig#26424	3	2	6	8	1	5	10	3	0	0	2
contig#26426	211	202	144	202	216	109	170	23	10	117	9
contig#26427	26	49	35	60	21	58	58	31	39	13	81
contig#26428	42	65	47	73	16	64	75	18	54	23	117
contig#26429	16	29	25	53	14	31	25	16	17	5	25
contig#2643	101	83	741	251	51	724	109	69	38	8	9
contig#26430	37	14	148	172	25	112	190	11	22	9	24
contig#26431	1	0	5	19	0	73	65	2	2	1	1
contig#26432	11	3	23	29	2	6	44	3	1	1	0
contig#26433	3	6	17	30	2	12	28	2	7	0	3
contig#26434	4	9	24	8	6	7	12	4	4	2	0
contig#26435	4	0	2	1	3	4	5	1	1	0	2
contig#26436	68	23	78	104	33	89	272	16	15	11	27
contig#26437	32	31	152	196	42	75	198	19	29	0	49
contig#26438	17	14	84	86	10	18	60	13	15	5	18
contig#26439	55	24	38	58	40	18	58	2	5	7	5
contig#2644	62	44	27	61	90	35	98	17	57	14	61
contig#26440	5	4	14	27	1	27	16	7	4	2	3
contig#26441	5	0	8	8	0	5	4	1	2	2	2
contig#26442	73	166	90	158	59	76	108	71	144	43	175
contig#26443	13	4	19	43	11	23	92	5	3	0	10
contig#26444	11	10	24	56	10	26	85	1	11	1	35
contig#26445	13	12	9	28	9	14	14	11	14	9	13
contig#26446	5	16	23	30	5	26	26	13	6	2	13
contig#26447	3	2	39	17	4	31	94	2	1	0	0
contig#26448	13	5	0	14	49	15	37	6	4	0	10
contig#2645	237	312	984	1361	195	554	1195	136	257	81	324
contig#26450	13	9	46	54	6	34	35	11	9	2	7
contig#26451	63	98	81	88	30	53	35	72	127	34	75
contig#26452	22	89	82	114	39	84	51	56	47	27	112
contig#26453	22	5	115	160	25	53	212	2	10	11	4
contig#26454	9	14	24	60	11	25	55	12	17	6	36
contig#26455	17	13	202	252	18	178	462	10	11	3	22
contig#26456	357	113	190	352	211	55	228	56	57	85	40
contig#26457	42	54	25	82	35	37	46	42	74	18	62
contig#26458	13	20	60	31	3	20	32	19	25	2	19
contig#26459	15	34	46	76	9	53	74	15	10	2	30
contig#2646	349	665	841	1619	355	1198	1239	199	379	154	566
contig#26460	6	12	18	38	5	24	48	5	3	0	15
contig#26461	4	2	5	6	2	4	14	0	2	0	1
contig#26462	20	27	55	75	34	25	80	10	15	4	29
contig#26463	21	44	27	50	26	31	67	29	49	21	95
contig#26464	5	6	24	17	3	12	17	1	6	3	0
contig#26465	10	12	63	73	10	36	65	9	9	3	21
contig#26466	17	11	77	154	6	65	95	11	11	1	12
contig#26467	23	23	142	200	37	117	244	17	19	12	35
contig#26468	3	5	32	17	8	21	30	6	2	2	1
contig#26469	4	2	22	18	0	11	23	1	3	0	1
contig#2647	8	11	4	15	11	11	20	5	7	5	6
contig#26470	47	52	65	88	34	46	109	44	71	11	119
contig#26471	6	7	8	7	4	4	4	6	12	5	1
contig#26472	2	3	13	9	0	6	2	3	2	1	9
contig#26473	15	21	46	74	19	44	64	11	22	4	13
contig#26474	9	19	53	87	10	47	85	3	16	9	23
contig#26475	9	2	6	10	9	9	12	0	4	1	4
contig#26476	55	64	203	188	62	62	166	18	29	13	44
contig#26477	25	34	39	47	30	43	50	28	39	5	47
contig#26478	34	64	94	100	34	96	111	19	70	8	98
contig#26479	65	61	217	304	73	102	286	55	87	12	75
contig#2648	43	80	77	218	23	142	144	65	53	22	122
contig#26480	56	44	230	251	49	98	225	34	26	19	26
contig#26481	24	13	24	42	7	22	30	8	4	5	5
contig#26482	52	46	40	26	16	23	60	40	38	7	29
contig#26483	15	9	33	47	19	58	79	8	9	4	18
contig#26484	2	9	41	30	1	14	14	5	6	4	5
contig#26485	23	18	38	74	12	41	178	3	5	3	15
contig#26487	40	56	191	249	117	214	425	26	53	10	103
contig#26488	9	9	60	62	9	31	56	7	12	1	10
contig#26489	52	187	127	259	68	126	246	64	131	34	208
contig#2649	12	5	96	92	8	49	148	10	7	1	6
contig#26490	23	42	96	111	27	37	115	22	29	7	20
contig#26493	2	4	7	9	4	8	2	0	0	1	0
contig#26495	55	76	69	131	33	86	100	51	59	13	57
contig#26496	9	6	25	14	4	6	24	7	13	3	11
contig#26497	44	75	58	68	42	28	45	39	93	25	62
contig#26498	20	23	48	129	31	50	121	26	20	2	18
contig#26499	44	46	27	38	33	30	50	34	40	11	51
contig#265	39	54	438	469	34	399	599	47	77	13	80
contig#2650	31	16	38	159	39	106	229	8	26	4	49
contig#26500	6	4	31	55	11	33	88	0	7	4	7
contig#26501	1	8	15	21	4	11	7	7	25	5	13
contig#26502	6	4	6	18	6	6	2	3	5	1	8
contig#26503	42	13	35	93	45	75	231	4	6	10	17
contig#26504	15	20	27	50	13	32	44	13	15	3	28
contig#26505	3	7	30	32	0	37	37	10	9	0	4
contig#26506	10	37	16	25	15	18	15	14	36	13	47
contig#26507	58	93	96	135	57	93	239	32	69	9	72
contig#26508	12	7	53	61	13	20	90	10	3	3	2
contig#26509	36	81	75	92	37	32	86	22	35	12	29
contig#2651	203	414	987	1502	161	625	1064	209	177	102	256
contig#26510	125	92	92	396	198	157	571	26	88	51	324
contig#26511	3	5	27	25	2	13	26	1	3	1	0
contig#26512	41	65	90	148	40	59	138	24	53	19	55
contig#26513	2	5	16	40	2	32	28	12	15	2	1
contig#26514	4	2	7	9	4	22	6	2	9	2	4
contig#26515	12	10	22	31	20	23	28	3	11	3	19
contig#26516	3	2	6	8	3	7	8	1	12	2	10
contig#26517	17	15	25	39	19	12	57	3	1	4	16
contig#26518	1	0	7	6	1	6	7	0	1	0	0
contig#26519	2	7	11	11	1	5	9	6	14	5	9
contig#2652	34	38	344	482	28	308	583	41	38	17	61
contig#26520	10	13	50	73	13	47	74	12	11	2	12
contig#26521	6	14	10	14	5	10	15	0	6	2	7
contig#26522	6	17	21	17	3	12	16	5	2	4	13
contig#26523	9	4	7	27	6	7	17	1	2	4	2
contig#26524	1	2	9	21	3	15	47	1	2	0	1
contig#26525	2	2	9	10	2	3	10	3	3	2	3
contig#26526	2	7	1	1	6	8	7	11	4	5	17
contig#26527	15	29	29	41	15	16	44	10	21	2	25
contig#26528	5	8	54	97	2	75	122	8	14	3	23
contig#26529	36	55	68	113	59	123	161	12	24	2	42
contig#2653	17	16	36	30	4	17	21	4	8	2	4
contig#26530	12	9	63	57	12	5	64	12	26	1	14
contig#26531	2	2	14	14	4	15	31	1	0	0	3
contig#26532	4	1	17	26	3	19	57	7	3	0	1
contig#26533	5	18	12	13	4	10	8	6	15	0	17
contig#26534	25	26	48	59	14	58	60	17	14	7	38
contig#26535	11	17	18	69	13	60	76	8	14	2	9
contig#26536	61	124	23	79	61	41	64	81	184	49	148
contig#26537	4	1	22	11	4	10	24	3	8	2	2
contig#26538	13	26	12	23	14	14	28	9	15	3	23
contig#26539	86	63	39	255	118	123	399	2	60	55	103
contig#2654	166	173	1760	2134	116	1214	2146	180	244	42	291
contig#26540	10	2	35	60	9	37	83	12	2	1	13
contig#26541	7	5	14	26	6	12	28	0	3	0	7
contig#26542	4	4	13	17	3	6	17	0	1	1	5
contig#26543	2	0	9	10	4	6	7	2	2	0	0
contig#26544	37	34	29	70	22	41	56	39	42	12	65
contig#26545	157	315	205	419	149	202	332	219	231	63	381
contig#26546	12	8	93	72	17	81	81	10	10	1	17
contig#26549	2	1	13	24	4	10	17	4	4	0	12
contig#2655	134	150	663	785	108	438	634	60	150	23	197
contig#26550	3	3	11	7	1	5	7	2	4	0	4
contig#26551	8	10	29	15	2	71	14	8	8	1	16
contig#26552	25	66	84	73	30	42	58	18	36	12	51
contig#26553	39	26	104	187	34	77	135	19	16	11	42
contig#26554	18	8	35	43	5	33	69	3	5	5	15
contig#26555	68	61	80	220	38	88	191	29	49	15	71
contig#26556	1	6	1	5	2	4	4	1	0	0	5
contig#26557	22	25	51	76	4	47	72	16	22	4	8
contig#26558	52	44	15	40	30	23	29	32	69	12	55
contig#26559	48	182	171	197	78	101	166	64	68	48	86
contig#2656	1419	1808	3771	6296	1424	2740	5303	1028	959	541	1401
contig#26560	25	23	85	180	36	110	179	13	24	3	29
contig#26561	27	20	25	33	16	36	51	17	22	9	35
contig#26562	29	38	127	122	20	78	88	28	25	15	27
contig#26563	3	4	37	35	7	11	25	4	15	7	10
contig#26564	4	13	20	2	3	10	11	2	16	1	4
contig#26565	59	24	218	243	45	146	436	17	45	6	44
contig#26566	1	0	9	13	0	9	13	0	1	0	0
contig#26567	2	0	25	37	18	6	37	8	7	1	9
contig#26568	26	29	49	74	39	35	57	15	23	8	40
contig#26569	10	16	31	53	3	31	47	8	24	2	34
contig#2657	465	372	1148	5793	1275	1854	10201	91	350	210	786
contig#26570	1	0	2	6	1	4	3	0	1	0	4
contig#26571	2	2	8	12	6	8	21	5	0	0	0
contig#26573	8	5	7	6	1	0	11	4	14	2	10
contig#26574	29	28	13	107	52	38	84	4	16	10	32
contig#26575	3	7	18	21	8	3	66	0	2	1	2
contig#26576	5	6	20	21	7	19	40	11	6	4	12
contig#26577	13	29	26	52	13	29	49	15	26	7	37
contig#26578	19	21	44	55	13	19	73	12	13	4	13
contig#26579	2	3	59	68	4	40	97	1	7	0	6
contig#2658	3	2	18	27	3	8	23	2	2	0	2
contig#26580	4	1	26	17	0	15	23	2	0	0	2
contig#26581	40	19	54	94	55	47	158	17	20	1	36
contig#26582	7	17	12	9	12	8	12	10	15	5	12
contig#26583	25	15	65	78	29	34	87	9	15	7	24
contig#26584	38	25	138	229	21	65	183	9	14	5	49
contig#26585	29	15	26	59	30	39	118	38	21	7	56
contig#26586	26	164	20	60	33	43	27	63	87	20	117
contig#26587	15	35	16	46	15	20	53	4	32	15	20
contig#26589	17	23	44	91	21	61	140	4	15	2	17
contig#2659	151	211	544	796	114	379	737	110	188	41	193
contig#26590	6	8	76	91	2	45	75	12	4	1	17
contig#26591	6	0	39	41	4	38	53	7	4	2	3
contig#26592	1	1	9	9	1	7	17	1	4	1	3
contig#26593	7	1	37	47	6	80	83	48	26	0	3
contig#26594	180	336	330	432	126	220	339	206	266	52	261
contig#26595	16	13	64	79	13	42	71	8	19	19	38
contig#26596	21	22	77	56	11	33	107	6	16	9	34
contig#26597	4	2	29	26	3	21	27	3	10	1	4
contig#26598	9	0	6	15	15	6	60	0	2	0	6
contig#26599	16	24	19	25	15	15	36	9	19	8	32
contig#266	29	23	271	337	24	208	527	14	18	7	27
contig#2660	20	9	8	61	32	9	91	4	8	4	28
contig#26601	14	18	320	201	19	73	469	4	8	2	33
contig#26602	58	51	124	139	65	57	142	55	102	21	105
contig#26603	1	2	3	14	0	4	17	0	5	0	6
contig#26604	99	33	22	155	80	42	273	14	38	13	51
contig#26605	46	133	59	104	47	33	70	77	87	36	116
contig#26606	4	4	9	8	7	4	4	3	8	3	11
contig#26607	5	7	8	10	8	6	3	4	5	0	9
contig#26608	53	45	71	69	32	40	96	16	32	7	68
contig#26609	43	87	62	73	33	55	56	61	101	22	83
contig#2661	30	50	41	81	35	65	245	14	16	3	26
contig#26610	8	13	23	30	4	12	25	12	4	2	4
contig#26611	7	19	33	36	14	11	28	13	16	2	16
contig#26616	1	3	16	10	5	8	19	0	5	0	5
contig#26617	51	101	128	127	65	74	163	62	96	28	103
contig#26619	6	13	5	20	14	7	18	5	16	2	20
contig#2662	176	254	366	574	96	340	445	196	363	31	276
contig#26620	28	37	90	131	25	65	125	20	34	15	30
contig#26621	42	57	138	139	22	68	122	34	48	31	36
contig#26622	29	83	68	59	46	44	98	57	78	13	66
contig#26623	62	2	0	3	32	0	207	0	2	0	4
contig#26624	1	3	6	17	6	13	16	3	4	0	3
contig#26625	5	5	18	23	4	17	27	7	9	4	29
contig#26626	5	3	29	24	3	31	73	6	8	0	2
contig#26627	3	9	48	57	3	22	59	6	7	6	10
contig#26628	18	14	35	63	9	33	61	17	16	2	36
contig#26629	228	72	296	249	102	67	435	32	25	38	43
contig#2663	226	348	839	1092	251	536	1011	163	227	71	356
contig#26630	6	2	18	22	2	25	38	6	11	1	7
contig#26631	20	3	28	27	13	26	160	6	46	4	8
contig#26632	18	12	6	7	5	13	10	6	19	2	9
contig#26633	229	156	279	347	216	117	398	43	74	92	80
contig#26634	12	11	14	18	8	7	10	3	10	1	10
contig#26635	4	13	6	8	3	13	14	8	14	4	20
contig#26636	1	2	26	26	5	9	24	1	1	0	3
contig#26637	24	11	82	92	11	15	50	9	12	1	23
contig#26638	11	9	6	13	10	8	19	4	7	2	15
contig#26639	3	0	0	4	0	68	0	1	48	0	0
contig#2664	134	152	458	586	94	266	615	68	121	72	150
contig#26640	13	0	0	0	41	17	1	0	21	0	8
contig#26641	63	41	32	78	85	56	127	23	40	17	67
contig#26642	44	87	37	127	79	35	132	47	97	63	88
contig#26644	6	12	14	16	8	10	22	10	10	2	11
contig#26645	13	4	43	41	8	31	38	8	6	2	12
contig#26646	42	80	119	124	33	58	82	43	55	38	60
contig#26647	1	18	4	37	20	8	49	6	27	13	48
contig#26648	12	18	15	32	25	17	50	1	19	7	31
contig#26649	15	11	25	41	9	30	22	3	17	4	10
contig#2665	3	4	26	37	5	26	46	5	3	0	7
contig#26650	5	0	2	5	1	0	3	0	3	0	0
contig#26651	10	9	10	4	4	8	12	6	9	1	4
contig#26652	37	40	66	35	22	28	83	5	6	6	9
contig#26653	8	9	27	55	4	47	77	15	16	4	9
contig#26654	9	14	38	37	10	26	39	5	2	2	23
contig#26655	23	37	28	25	16	17	22	20	39	6	32
contig#26656	55	62	81	131	38	57	105	48	47	14	50
contig#26657	35	76	57	69	16	43	90	32	36	10	50
contig#26658	13	10	25	34	7	39	25	6	15	1	21
contig#26659	1	3	12	43	3	24	29	0	0	1	1
contig#2666	43	39	219	340	42	237	419	34	34	12	58
contig#26660	2	4	41	66	5	44	49	10	10	0	11
contig#26661	1	1	9	16	1	9	12	1	1	0	8
contig#26662	1	3	6	21	2	10	10	4	6	0	7
contig#26663	12	6	29	44	10	41	58	13	16	5	7
contig#26664	7	11	3	15	10	15	14	16	42	7	45
contig#26665	48	68	72	82	34	27	55	51	88	30	82
contig#26666	1	3	12	22	1	17	14	3	0	0	2
contig#26667	9	3	6	9	3	16	33	4	4	0	10
contig#26668	10	12	41	62	5	53	69	9	9	1	28
contig#26669	11	1	12	4	3	30	13	21	12	0	13
contig#2667	24	14	38	57	36	45	75	11	15	1	37
contig#26670	29	34	22	40	21	30	28	23	22	10	34
contig#26671	28	84	57	100	46	39	71	66	75	50	72
contig#26672	9	0	8	22	5	8	15	1	0	0	0
contig#26673	8	16	38	51	8	31	44	7	12	6	9
contig#26674	1	0	16	7	3	5	8	2	0	0	3
contig#26675	57	67	93	162	80	67	196	12	23	16	30
contig#26676	18	3	15	48	27	56	88	5	11	5	12
contig#26677	6	1	9	13	3	2	3	0	0	3	0
