Contig	SRR5004082_1_trimmed.fq.gz.sam_counts.txt	SRR5004093_1_trimmed.fq.gz.sam_counts.txt	SRR5004080_1_trimmed.fq.gz.sam_counts.txt	SRR5004085_1_trimmed.fq.gz.sam_counts.txt	SRR5004091_1_trimmed.fq.gz.sam_counts.txt	SRR5004078_1_trimmed.fq.gz.sam_counts.txt	SRR5004096_1_trimmed.fq.gz.sam_counts.txt	SRR5004097_1_trimmed.fq.gz.sam_counts.txt	SRR5004095_1_trimmed.fq.gz.sam_counts.txt	SRR5004083_1_trimmed.fq.gz.sam_counts.txt	SRR5004090_1_trimmed.fq.gz.sam_counts.txt	SRR5004094_1_trimmed.fq.gz.sam_counts.txt
contig#15082	0	184	202	5	396	59	5	126	122	0	1	219
contig#15137	0	15	12	0	12	5	0	9	9	0	4	14
contig#15141	0	15	5	0	13	2	0	13	1	0	0	10
contig#15142	0	8	37	0	0	0	0	0	0	0	6	34
contig#15191	0	9	10	0	1	0	0	2	0	0	0	1
contig#15210	0	5	5	0	1	1	0	3	0	0	0	15
contig#15221	0	10	4	0	13	2	1	10	1	2	0	13
contig#15246	0	5	6	0	10	0	2	23	1	0	2	6
contig#15256	0	9	4	1	5	0	0	1	0	0	0	4
contig#15262	0	10	8	4	9	0	2	4	1	0	2	10
contig#15286	0	9	8	0	3	0	1	8	0	0	0	14
contig#15323	0	5	4	0	7	0	0	1	0	0	0	5
contig#15332	0	4	12	1	6	0	2	5	3	2	1	1
contig#15374	0	5	6	0	5	0	0	3	0	0	1	5
contig#15398	0	8	4	0	6	2	2	5	1	1	0	14
contig#15405	0	7	5	2	4	1	0	11	0	0	0	7
contig#15427	0	9	8	2	13	0	1	3	3	0	0	4
contig#15434	0	17	115	0	0	1	0	0	1	0	16	69
contig#15443	0	7	50	3	19	2	1	8	3	0	2	4
contig#15484	0	39	1	0	23	6	2	10	9	0	0	29
contig#15505	0	2	7	0	1	4	0	5	9	2	1	1
contig#15548	0	2	16	5	1	0	3	4	2	0	0	2
contig#1555	0	31	26	3	14	5	0	7	2	0	1	21
contig#15556	0	18	9	4	12	7	4	7	5	0	1	3
contig#15576	0	9	8	2	12	1	0	8	1	1	3	2
contig#15632	0	7	9	2	10	4	2	7	0	0	0	12
contig#15668	0	142	18	7	4	18	8	3	29	2	2	90
contig#15710	0	11	6	4	10	7	3	5	2	0	1	4
contig#15732	0	7	6	1	14	1	4	5	2	2	2	9
contig#15749	0	2	3	4	5	2	1	3	1	0	0	5
contig#15752	0	19	15	0	16	0	1	14	2	0	0	21
contig#15754	0	46	25	2	7	4	3	2	0	2	1	2
contig#15759	0	7	1	0	1	0	4	4	0	0	0	3
contig#15824	0	21	12	3	4	0	0	6	0	0	1	11
contig#15865	0	8	3	3	11	5	3	7	1	5	2	21
contig#15907	0	4	22	0	0	0	0	0	2	0	3	28
contig#15908	0	16	11	3	17	0	0	13	2	0	2	18
contig#15913	0	28	8	1	36	4	0	20	11	1	0	19
contig#15990	0	11	37	0	0	0	0	0	1	0	14	24
contig#15993	0	3	6	6	2	0	0	0	1	1	2	3
contig#16097	0	25	4	1	2	4	12	9	14	0	1	5
contig#16108	0	2	76	0	3	4	0	1	0	0	0	1
contig#16196	0	95	101	2	78	85	81	49	88	33	11	53
contig#16248	0	5	3	5	4	0	0	6	1	0	2	3
contig#16268	0	11	2	3	5	3	1	11	2	0	0	8
contig#1627	0	28	16	3	42	13	0	30	9	1	0	31
contig#16306	0	5	5	3	6	0	0	5	4	0	0	3
contig#16320	0	33	31	24	62	3	17	51	6	8	12	30
contig#16363	0	62	6	2	9	7	0	1	3	0	0	20
contig#1639	0	54	7	1	29	2	3	19	1	0	0	18
contig#16407	0	12	5	0	1	0	0	5	2	0	0	6
contig#16410	0	14	9	0	5	1	1	9	0	0	0	19
contig#16427	0	29	35	1	31	6	4	27	3	1	5	49
contig#16431	0	8	14	0	3	0	0	3	5	1	1	5
contig#16433	0	54	16	1	15	2	1	22	1	0	0	47
contig#16471	0	10	31	0	0	4	0	0	1	0	7	56
contig#16492	0	5	52	0	0	0	2	0	0	0	12	43
contig#16494	0	21	15	2	26	3	1	28	2	1	5	18
contig#16563	0	1	16	1	3	0	1	0	0	2	0	1
contig#16600	0	5	14	0	0	0	0	0	0	0	3	12
contig#16611	0	9	3	0	7	2	0	6	4	0	1	12
contig#16641	0	5	6	0	2	0	0	4	2	0	2	9
contig#16657	0	7	2	3	5	3	1	0	3	0	1	3
contig#16742	0	17	29	1	8	1	2	5	0	1	0	6
contig#16747	0	18	25	0	11	3	0	4	1	0	4	8
contig#16767	0	6	54	0	0	0	0	0	0	0	11	33
contig#16785	0	3	2	3	1	3	0	1	4	0	3	5
contig#16792	0	18	2	2	12	0	0	9	2	1	0	6
contig#16810	0	17	17	0	5	1	0	11	7	2	5	21
contig#16852	0	58	27	0	10	0	0	7	4	0	0	21
contig#16854	0	17	2	0	7	1	0	5	1	0	1	18
contig#16857	0	54	15	1	15	9	2	15	2	0	0	20
contig#16879	0	23	7	0	9	2	0	16	1	0	2	13
contig#16903	0	41	11	0	23	1	1	9	0	0	3	35
contig#16913	0	21	8	0	28	3	2	26	2	1	1	34
contig#16916	0	25	93	0	0	12	1	0	0	7	27	145
contig#16932	0	12	5	0	8	0	1	9	4	0	2	12
contig#16950	0	3	25	0	0	0	0	0	4	0	11	42
contig#16970	0	18	15	3	13	1	0	28	1	0	2	47
contig#1698	0	17	28	2	16	3	5	11	4	0	1	14
contig#16981	0	39	30	2	19	1	2	30	1	0	2	60
contig#17015	0	10	14	1	12	3	1	12	2	1	1	8
contig#17033	0	5	28	0	0	1	0	0	0	0	0	9
contig#17034	0	6	7	0	7	1	1	5	0	0	0	5
contig#17060	0	8	37	0	0	0	0	0	1	0	10	45
contig#17084	0	8	5	1	6	7	3	2	6	1	0	6
contig#17095	0	6	2	0	2	0	0	4	1	1	0	3
contig#17100	0	24	23	1	15	1	0	18	2	0	1	39
contig#17135	0	9	7	4	5	2	2	1	4	2	0	7
contig#17174	0	27	4	7	5	6	1	0	2	0	0	9
contig#17186	0	23	7	0	8	0	0	5	0	0	0	12
contig#17228	0	4	2	0	8	0	3	3	3	0	0	5
contig#17266	0	5	8	0	3	0	0	2	2	0	3	5
contig#17278	0	2	20	0	1	0	0	4	0	0	0	1
contig#17323	0	2	86	2	2	0	7	0	0	0	0	4
contig#17325	0	8	8	4	8	1	1	8	1	1	1	7
contig#17340	0	1	17	30	4	3	3	1	0	0	0	7
contig#17351	0	21	24	5	26	3	2	10	6	2	4	22
contig#17358	0	17	25	0	1	1	0	2	2	0	3	14
contig#17359	0	60	19	5	38	3	5	37	5	1	2	62
contig#17382	0	21	143	3	0	9	1	0	5	0	46	107
contig#17420	0	5	5	0	2	0	0	5	1	0	0	15
contig#17428	0	231	10	4	1	13	83	6	53	0	1	113
contig#17449	0	19	16	0	16	0	2	15	4	0	2	27
contig#17458	0	4	97	2	1	0	1	2	0	1	4	1
contig#17479	0	5	11	2	12	12	9	10	6	5	1	9
contig#17483	0	11	8	1	4	0	0	2	1	0	0	9
contig#17513	0	12	42	0	0	1	0	0	0	0	10	37
contig#17523	0	35	194	0	0	1	0	0	5	0	67	182
contig#17524	0	1	8	0	4	0	1	1	0	0	0	6
contig#17540	0	19	88	0	0	3	0	0	5	0	35	103
contig#1755	0	28	21	3	33	2	4	21	12	1	1	34
contig#17581	0	4	5	0	3	0	0	4	0	0	0	5
contig#17630	0	39	43	2	21	2	0	22	6	0	5	22
contig#17635	0	2	0	2	4	0	0	5	0	0	0	5
contig#17659	0	1	8	0	4	1	0	3	0	0	1	3
contig#17675	0	15	5	7	15	5	1	10	7	1	3	6
contig#17719	0	12	1	0	4	0	1	6	0	0	0	8
contig#17720	0	15	2	1	11	0	1	3	0	0	0	15
contig#17739	0	14	9	0	11	2	0	14	0	0	0	10
contig#17742	0	13	3	2	17	1	2	9	0	0	2	5
contig#17761	0	8	3	2	3	1	6	4	1	0	0	4
contig#17798	0	6	3	1	3	1	1	7	0	0	0	4
contig#17801	0	6	6	1	9	2	0	4	2	0	0	7
contig#17826	0	41	36	1	27	4	1	33	3	0	3	50
contig#17835	0	14	10	4	21	9	0	13	5	1	5	9
contig#17837	0	34	25	3	26	5	1	15	5	1	2	15
contig#17839	0	11	3	0	16	1	1	15	1	0	0	6
contig#17855	0	14	77	1	0	1	1	0	1	0	31	64
contig#17867	0	2	14	0	0	0	0	0	0	0	0	1
contig#17878	0	5	7	4	12	7	7	8	2	2	1	8
contig#17885	0	3	4	0	8	0	0	0	2	0	0	4
contig#17931	0	35	53	1	3	3	3	12	5	0	3	31
contig#17967	0	7	6	0	3	1	2	5	0	0	0	3
contig#17971	0	14	6	0	15	1	0	4	0	0	0	9
contig#17989	0	2	16	0	2	0	1	1	0	0	1	4
contig#18004	0	9	2	0	5	0	0	4	0	0	0	7
contig#18020	0	2	3	2	2	0	1	1	2	0	1	1
contig#18044	0	9	7	0	4	0	0	11	0	0	1	10
contig#18047	0	10	2	0	7	1	2	6	0	0	1	8
contig#18069	0	14	84	3	6	6	4	19	1	0	5	34
contig#18076	0	12	30	0	19	2	0	7	7	0	0	20
contig#18098	0	1	10	2	4	0	3	3	0	0	0	2
contig#18107	0	14	1	2	3	0	1	1	1	1	0	3
contig#18120	0	14	2	1	8	0	1	3	0	0	0	30
contig#18175	0	7	2	1	2	0	0	1	0	0	0	4
contig#18195	0	10	3	0	1	0	0	1	0	0	3	9
contig#18197	0	38	10	15	41	1	6	32	3	0	5	18
contig#18203	0	6	26	0	0	0	1	0	0	0	1	37
contig#18211	0	14	18	3	35	3	1	10	1	2	0	19
contig#18221	0	14	7	0	12	4	0	17	1	0	2	9
contig#18229	0	70	38	1	53	5	3	87	5	1	1	102
contig#18231	0	9	13	0	3	0	0	2	0	0	4	0
contig#18239	0	8	5	6	3	1	1	4	1	0	0	3
contig#18249	0	26	6	0	5	0	0	13	0	0	2	8
contig#18255	0	41	27	0	25	1	4	19	0	0	0	31
contig#18278	0	15	9	1	8	0	1	5	0	0	0	10
contig#1828	0	9	3	0	5	1	2	6	0	5	4	9
contig#18281	0	3	5	0	4	0	0	4	0	0	0	4
contig#18285	0	13	6	1	14	0	4	8	1	1	4	4
contig#18293	0	12	5	2	6	8	5	3	1	0	4	8
contig#18301	0	5	7	1	1	1	1	4	0	0	1	5
contig#18308	0	13	8	0	11	1	0	10	0	3	2	15
contig#18322	0	23	7	1	11	1	0	9	6	0	0	13
contig#18326	0	68	47	2	42	3	6	31	5	0	4	41
contig#18331	0	1	3	3	2	2	4	3	1	0	5	3
contig#18335	0	18	19	3	8	3	1	8	2	0	1	8
contig#18376	0	2	7	1	5	4	3	11	0	1	1	7
contig#18389	0	4	32	0	0	7	0	0	0	0	23	23
contig#18392	0	15	13	3	6	0	0	6	3	0	0	5
contig#18397	0	31	20	4	31	4	1	26	13	0	0	32
contig#1840	0	4	12	7	3	2	6	2	0	0	1	6
contig#18403	0	6	13	1	1	0	0	2	1	0	3	1
contig#18427	0	11	11	6	6	0	1	8	0	0	0	15
contig#18429	0	19	11	3	17	8	4	7	5	1	0	11
contig#18442	0	33	18	1	21	4	1	24	1	0	0	15
contig#18468	0	18	9	3	8	1	0	15	1	0	0	36
contig#18471	0	2	1	1	2	3	0	0	2	0	1	4
contig#18479	0	3	2	0	7	0	4	1	1	0	1	2
contig#18497	0	6	7	1	2	0	0	4	0	0	3	1
contig#18520	0	4	3	0	2	1	1	1	1	1	3	1
contig#18529	0	29	14	0	24	1	1	10	1	0	0	23
contig#18536	0	13	8	0	5	0	0	7	0	0	1	11
contig#18550	0	29	4	2	23	7	5	11	5	3	2	23
contig#18558	0	24	11	3	5	0	0	4	0	0	0	15
contig#18570	0	17	7	0	5	0	3	9	1	1	0	16
contig#18591	0	7	2	2	4	0	4	1	3	0	2	3
contig#18595	0	9	7	2	15	2	2	6	5	1	1	9
contig#18607	0	24	3	0	9	3	0	3	0	0	0	4
contig#18637	0	5	4	0	1	1	0	4	0	0	1	4
contig#18642	0	25	12	1	28	4	4	27	5	0	2	29
contig#18650	0	6	27	0	1	0	0	1	0	0	0	0
contig#18658	0	15	7	1	1	1	0	3	2	0	1	4
contig#18717	0	26	31	2	22	6	3	13	6	0	1	21
contig#18741	0	7	6	5	11	0	9	4	1	0	0	5
contig#18755	0	7	3	0	6	0	0	1	2	0	1	5
contig#18776	0	13	6	0	1	0	0	7	0	0	0	9
contig#18778	0	45	27	0	64	2	1	80	1	0	2	100
contig#18807	0	21	6	1	10	2	1	9	0	0	0	12
contig#18813	0	4	7	0	8	1	0	5	1	0	0	11
contig#18819	0	8	1	2	11	1	3	6	11	0	3	9
contig#18826	0	2	3	1	7	0	1	2	0	0	0	3
contig#18838	0	24	4	2	13	4	1	12	2	1	2	14
contig#18841	0	1	2	0	0	1	0	5	0	0	1	4
contig#18904	0	4	9	3	11	0	0	5	3	0	1	8
contig#18911	0	5	3	0	4	1	2	11	0	0	0	5
contig#18922	0	16	7	0	10	0	0	9	1	0	1	12
contig#18934	0	19	4	4	9	1	4	10	5	1	1	6
contig#1894	0	4	22	0	0	0	0	0	0	0	6	39
contig#18953	0	6	4	2	7	0	4	11	3	0	0	11
contig#18978	0	15	10	0	3	5	0	2	2	0	0	7
contig#1899	0	10	6	0	9	0	0	14	1	0	1	20
contig#18996	0	25	31	2	29	15	7	16	11	1	3	24
contig#19000	0	27	5	1	20	6	1	20	2	0	0	15
contig#19020	0	1	11	5	4	2	3	3	1	0	0	5
contig#19106	0	4	6	2	8	0	0	4	1	0	0	2
contig#19119	0	8	5	1	5	0	0	4	0	0	0	7
contig#19155	0	83	27	0	38	0	3	18	5	0	1	77
contig#19172	0	6	5	0	2	0	0	1	1	0	0	9
contig#19180	0	40	65	2	114	33	4	63	55	0	13	41
contig#19187	0	9	7	1	6	3	1	2	3	2	1	7
contig#19189	0	9	5	4	15	3	0	9	2	0	2	10
contig#19208	0	7	2	1	14	2	0	3	2	0	0	6
contig#19220	0	9	47	0	0	0	0	0	0	0	9	59
contig#19229	0	188	62	4	22	3	2	52	0	0	0	104
contig#19231	0	2	41	0	0	1	1	0	0	0	1	4
contig#19249	0	3	9	0	1	0	0	0	1	0	0	5
contig#19256	0	20	10	2	18	2	1	17	2	3	1	5
contig#19268	0	22	4	0	5	2	0	2	0	0	0	12
contig#19320	0	44	49	7	78	17	3	47	20	1	3	56
contig#19346	0	31	11	3	52	1	1	11	4	1	1	15
contig#19347	0	56	13	0	49	0	0	42	1	0	0	29
contig#19354	0	18	13	0	21	4	5	21	3	1	0	18
contig#19362	0	18	26	1	28	2	1	7	0	0	3	14
contig#19370	0	22	12	3	15	1	1	11	1	1	2	13
contig#19378	0	10	6	0	2	0	2	3	0	0	1	4
contig#19398	0	10	1	1	2	2	1	1	1	0	0	2
contig#19400	0	3	3	0	7	4	1	3	4	0	0	3
contig#19406	0	48	29	5	29	2	6	32	2	1	2	43
contig#19409	0	27	7	1	12	2	3	17	4	0	1	25
contig#19415	0	27	16	2	17	2	2	15	2	1	0	9
contig#19418	0	10	3	1	6	1	1	8	0	0	0	7
contig#19419	0	8	3	0	2	1	0	3	1	0	0	4
contig#19422	0	7	85	1	2	0	3	8	0	0	5	12
contig#19426	0	12	13	6	39	4	9	19	0	0	4	32
contig#19438	0	14	10	1	17	1	0	17	0	0	3	12
contig#19462	0	8	9	1	1	0	1	3	0	0	1	12
contig#19468	0	5	2	0	1	2	1	1	2	0	0	1
contig#19482	0	14	4	1	8	6	7	17	7	0	4	21
contig#19483	0	4	9	0	0	5	0	0	0	0	6	30
contig#19520	0	36	12	1	14	2	1	16	1	2	0	24
contig#19529	0	9	18	2	1	0	1	4	0	0	0	5
contig#19549	0	80	168	4	153	69	7	58	172	1	17	110
contig#19557	0	7	3	2	6	1	0	4	0	0	0	6
contig#19593	0	31	13	0	16	3	0	9	2	0	0	14
contig#19602	0	14	8	7	15	3	6	14	4	0	0	14
contig#19605	0	12	8	4	5	6	1	4	1	0	0	8
contig#19608	0	19	3	4	13	3	1	3	0	0	0	8
contig#19646	0	61	14	0	42	1	5	31	8	3	0	47
contig#19699	0	8	17	0	0	0	0	0	0	0	6	16
contig#19734	0	13	5	4	9	1	2	7	5	1	0	12
contig#19737	0	11	5	1	6	0	0	6	0	0	1	14
contig#19742	0	14	0	0	4	86	0	0	4	0	0	0
contig#19745	0	44	11	6	19	4	8	17	5	0	3	24
contig#19747	0	11	2	0	6	0	1	3	1	0	0	12
contig#19754	0	28	3	0	19	4	1	6	6	0	0	22
contig#19755	0	6	2	0	0	0	0	1	2	0	4	5
contig#19764	0	6	9	0	1	0	0	0	1	0	2	3
contig#19765	0	66	31	1	84	4	5	121	5	3	5	126
contig#19785	0	23	15	2	11	0	0	5	1	0	0	26
contig#19793	0	11	3	5	9	10	9	11	7	1	4	11
contig#19795	0	25	9	0	16	3	2	18	12	0	0	37
contig#19799	0	72	8	1	24	1	0	3	0	0	0	65
contig#19811	0	16	4	0	5	1	1	1	0	0	0	17
contig#19817	0	15	7	3	0	1	1	1	0	0	0	1
contig#19818	0	14	7	1	7	5	0	7	1	0	0	9
contig#19834	0	47	16	2	27	0	2	29	1	0	2	127
contig#19868	0	7	4	4	5	1	0	7	1	0	1	4
contig#19881	0	26	5	0	14	2	1	11	2	0	1	14
contig#19898	0	22	19	10	26	6	2	19	2	1	2	12
contig#19906	0	8	4	0	5	0	2	3	1	1	0	3
contig#19909	0	40	18	1	23	0	0	33	1	0	1	35
contig#19919	0	9	4	0	7	2	0	15	0	0	0	5
contig#19928	0	10	13	1	17	0	0	6	1	0	1	26
contig#19950	0	166	51	12	76	2	5	64	6	0	4	115
contig#19951	0	15	12	0	3	0	1	1	0	0	1	2
contig#19964	0	44	13	2	11	1	1	0	0	0	0	5
contig#19997	0	15	12	0	5	0	0	7	3	0	0	12
contig#20003	0	15	12	0	12	3	0	4	1	0	0	6
contig#20005	0	9	19	0	14	0	0	1	0	0	0	57
contig#20010	0	12	10	0	9	2	2	8	3	2	1	21
contig#20034	0	16	10	3	11	2	2	33	1	3	3	3
contig#20051	0	5	14	7	35	3	4	46	3	1	4	30
contig#20054	0	36	32	5	35	15	8	27	6	5	2	28
contig#20072	0	37	3	0	34	1	0	3	2	2	0	22
contig#20074	0	19	3	0	2	2	0	0	3	0	0	8
contig#20076	0	8	73	0	0	1	0	0	1	0	11	48
contig#2008	0	10	107	0	1	0	0	0	1	0	35	64
contig#20105	0	6	45	11	3	8	12	3	4	1	0	21
contig#20117	0	4	5	0	2	0	0	1	0	0	0	2
contig#20132	0	19	13	1	18	5	4	21	4	1	7	46
contig#20164	0	15	28	6	33	2	4	13	3	3	4	5
contig#20178	0	47	14	1	10	1	0	2	0	0	1	15
contig#20189	0	73	0	0	14	0	6	0	0	0	1	0
contig#20217	0	9	18	1	5	0	0	0	1	0	1	2
contig#20221	0	40	12	7	14	8	0	19	6	0	5	35
contig#20238	0	24	8	4	9	2	0	7	0	0	0	14
contig#20239	0	107	27	3	17	14	9	14	26	1	0	95
contig#20252	0	27	16	2	16	2	0	21	2	0	1	19
contig#20259	0	14	8	7	13	8	4	7	4	0	0	6
contig#20261	0	20	4	1	9	1	0	0	0	0	0	5
contig#20267	0	3	1	0	8	0	2	2	0	0	0	24
contig#20268	0	3	5	0	5	2	1	2	1	0	0	1
contig#20287	0	13	3	9	6	0	0	1	2	0	0	7
contig#20292	0	34	6	2	20	3	3	15	1	1	0	24
contig#2032	0	21	50	0	0	0	1	1	0	0	29	81
contig#20320	0	4	1	1	2	2	2	3	1	0	3	1
contig#20328	0	13	10	0	7	0	2	3	1	0	0	11
contig#20346	0	5	1	0	0	0	0	1	0	0	0	6
contig#20398	0	7	10	4	14	4	0	4	1	2	0	7
contig#20425	0	21	20	0	20	3	1	10	2	0	0	21
contig#20438	0	12	11	4	6	2	0	9	0	0	0	12
contig#20441	0	4	0	0	1	1	1	3	1	0	0	8
contig#20442	0	12	32	0	7	0	0	11	1	3	0	0
contig#20458	0	35	32	0	33	1	3	18	2	1	4	22
contig#20463	0	5	13	5	10	0	2	6	3	0	7	6
contig#20493	0	47	29	3	44	1	0	18	1	3	4	32
contig#20523	0	9	7	2	7	2	1	6	1	0	1	3
contig#20527	0	2	7	0	6	1	0	4	1	0	0	6
contig#20545	0	19	17	3	11	0	0	14	0	0	1	27
contig#20552	0	24	33	2	16	1	3	7	2	0	6	9
contig#20586	0	5	6	1	1	2	0	0	0	0	0	5
contig#20590	0	8	31	0	23	1	1	26	1	0	0	34
contig#20612	0	25	6	8	34	3	4	20	9	3	1	9
contig#20615	0	34	8	0	20	9	8	15	11	0	4	7
contig#20630	0	1	3	2	0	0	0	0	0	0	0	6
contig#20641	0	4	4	0	2	0	0	2	0	0	0	11
contig#20672	0	32	31	5	40	4	8	83	2	6	10	90
contig#20704	0	10	5	3	6	1	4	8	0	0	3	2
contig#20743	0	18	23	0	33	2	2	30	7	0	4	20
contig#20773	0	7	7	0	14	2	0	2	7	0	0	16
contig#20776	0	17	15	1	17	7	0	8	2	1	1	17
contig#20829	0	9	3	0	6	0	0	3	1	0	0	2
contig#20836	0	13	7	0	5	0	1	5	0	0	2	7
contig#20849	0	2	2	6	5	4	4	3	2	1	1	2
contig#20853	0	3	6	15	34	0	2	41	1	1	19	10
contig#20871	0	7	41	4	3	0	4	3	0	0	0	0
contig#20889	0	39	15	1	33	3	0	12	4	2	0	26
contig#20893	0	6	5	3	7	2	11	6	2	0	4	3
contig#20898	0	15	8	4	7	3	6	12	2	1	0	7
contig#20928	0	1	10	12	1	2	2	0	0	0	37	0
contig#20929	0	21	8	0	19	1	0	12	2	0	0	12
contig#20934	0	32	13	0	20	1	0	16	0	4	2	24
contig#20941	0	11	6	5	10	2	0	6	1	0	0	5
contig#20966	0	6	2	1	5	1	2	6	0	0	1	8
contig#20982	0	3	6	3	3	0	0	5	0	0	0	4
contig#20998	0	14	56	1	0	5	0	0	1	0	18	54
contig#21001	0	4	8	0	5	0	1	1	0	0	1	13
contig#21043	0	30	7	2	16	2	5	19	1	3	0	10
contig#21051	0	2	17	3	3	2	0	6	0	0	2	3
contig#21055	0	5	9	0	5	1	1	0	0	0	0	0
contig#21061	0	20	42	0	28	5	0	9	9	0	2	25
contig#21068	0	11	1	1	5	0	0	5	1	1	0	25
contig#21081	0	4	24	1	0	0	0	0	0	0	2	16
contig#21084	0	24	18	1	31	0	2	28	2	0	3	12
contig#21098	0	7	12	1	3	1	0	3	0	0	0	2
contig#21125	0	22	38	1	13	5	5	26	2	2	3	14
contig#21130	0	3	4	1	3	2	0	6	1	0	0	6
contig#21131	0	11	4	2	0	0	0	2	0	0	0	7
contig#21149	0	85	118	1	142	19	1	28	26	0	0	76
contig#21150	0	5	11	2	14	1	3	11	1	0	6	3
contig#21159	0	46	9	0	14	19	7	11	12	3	0	56
contig#21171	0	96	19	3	60	2	0	25	3	0	0	37
contig#21186	0	171	52	0	363	15	10	226	7	0	2	152
contig#21205	0	1	1	2	18	0	1	3	0	1	6	0
contig#21233	0	9	6	1	2	1	1	9	1	0	0	8
contig#21259	0	8	5	1	10	1	1	2	1	1	0	5
contig#21261	0	10	2	1	15	2	3	7	1	2	0	35
contig#21272	0	9	23	11	13	28	0	0	6	3	1	6
contig#21300	0	6	16	0	8	1	3	8	2	1	7	9
contig#21305	0	15	5	0	5	0	0	7	1	0	2	7
contig#21346	0	3	1	0	8	0	0	0	1	0	0	14
contig#21348	0	5	30	0	2	0	3	2	0	0	2	2
contig#21386	0	6	13	1	3	1	0	0	0	0	0	7
contig#21395	0	39	21	3	16	0	3	25	0	0	2	16
contig#21410	0	9	10	1	5	0	3	8	0	1	1	12
contig#21424	0	2	108	0	0	0	0	0	0	0	0	0
contig#21425	0	11	3	3	5	4	2	6	3	0	1	9
contig#21428	0	6	46	9	8	3	5	28	7	2	2	5
contig#21430	0	196	74	6	148	4	7	201	2	0	3	120
contig#21436	0	11	7	0	16	5	1	12	20	0	1	17
contig#21449	0	5	3	1	15	1	1	9	1	1	0	7
contig#21459	0	10	3	0	7	0	0	4	1	0	0	10
contig#21466	0	10	5	1	8	1	2	10	1	1	4	5
contig#21477	0	78	32	0	54	1	1	90	1	0	3	138
contig#21480	0	16	8	0	13	1	2	7	0	0	3	14
contig#21507	0	8	8	1	10	1	1	10	2	0	1	10
contig#21516	0	5	6	2	0	1	0	3	1	0	1	3
contig#21531	0	10	23	0	8	1	1	5	0	0	0	10
contig#21573	0	10	10	1	11	4	5	4	3	0	2	3
contig#21603	0	13	11	5	11	4	0	3	0	0	3	12
contig#21611	0	38	17	2	13	4	3	6	4	0	2	38
contig#21613	0	9	22	0	2	0	0	0	0	0	0	4
contig#21614	0	3	3	1	3	1	1	4	2	0	0	6
contig#21618	0	10	8	5	11	0	1	24	1	0	2	19
contig#21625	0	9	20	0	12	1	4	20	0	0	1	41
contig#21627	0	7	4	1	5	3	1	4	0	0	0	3
contig#21646	0	4	2	0	3	0	0	6	0	0	0	1
contig#21651	0	15	22	2	18	1	0	11	4	0	0	11
contig#21653	0	8	13	0	0	0	0	2	0	0	0	1
contig#21660	0	9	6	2	4	0	0	1	1	1	0	2
contig#21698	0	15	41	10	3	3	3	1	2	1	0	6
contig#21708	0	10	1	0	2	1	2	4	0	0	0	6
contig#21709	0	29	3	0	19	0	1	9	0	0	0	10
contig#21721	0	3	3	0	4	0	4	8	0	0	0	6
contig#21728	0	4	5	2	7	5	3	1	1	1	2	3
contig#21738	0	9	9	2	11	0	1	10	2	0	0	15
contig#21739	0	60	66	5	48	2	0	40	1	0	4	33
contig#21742	0	11	7	5	12	2	1	16	6	3	1	14
contig#21753	0	19	7	4	14	3	7	5	1	0	3	11
contig#21766	0	49	33	3	61	9	1	40	11	1	4	61
contig#21774	0	21	4	1	14	1	0	3	0	0	0	6
contig#21775	0	6	4	0	2	1	0	0	1	0	1	1
contig#21832	0	15	10	0	4	0	0	3	0	0	0	6
contig#21834	0	48	3	1	4	5	0	1	7	0	1	30
contig#21838	0	11	12	1	11	1	1	6	1	0	0	5
contig#21844	0	12	9	5	8	3	1	9	1	1	0	12
contig#21868	0	29	45	0	1	0	0	0	0	0	3	18
contig#21870	0	41	6	0	26	3	5	28	6	0	1	35
contig#21877	0	6	2	0	1	0	2	1	2	0	0	4
contig#21898	0	4	1	0	4	0	0	9	0	0	0	6
contig#21915	0	22	9	5	7	9	2	14	12	1	3	7
contig#21925	0	19	23	2	5	1	0	1	2	0	6	4
contig#21926	0	36	22	6	40	9	9	32	7	2	5	38
contig#21974	0	8	46	0	0	0	0	0	0	0	30	77
contig#21989	0	10	9	4	8	1	0	8	1	0	3	17
contig#21993	0	11	41	0	5	0	0	3	0	0	0	11
contig#22000	0	9	39	0	0	0	0	0	1	0	27	82
contig#22003	0	13	5	0	7	1	3	8	0	0	0	13
contig#22010	0	7	8	0	4	0	0	3	0	0	0	2
contig#22029	0	108	63	1	179	9	1	65	19	0	3	99
contig#22038	0	2	7	0	2	1	2	2	2	0	1	2
contig#22043	0	1	11	0	0	0	1	0	0	0	6	24
contig#22048	0	10	4	4	15	4	1	12	5	1	0	12
contig#22053	0	6	10	0	6	1	0	5	1	0	0	13
contig#2208	0	6	56	0	0	3	0	0	0	0	13	35
contig#22125	0	71	18	7	52	10	12	30	5	5	6	43
contig#22146	0	16	4	0	0	6	0	0	4	0	0	18
contig#22168	0	5	1	0	6	1	1	1	0	0	0	3
contig#22180	0	5	12	1	6	1	0	0	0	0	2	3
contig#22186	0	3	7	1	2	1	0	7	2	0	2	6
contig#22212	0	15	6	0	7	0	1	11	1	0	0	8
contig#22226	0	5	29	0	0	0	0	0	0	0	1	14
contig#2223	0	10	7	5	2	0	1	4	0	0	2	12
