Contig	SRR5004082_1_trimmed.fq.gz.sam_counts.txt	SRR5004093_1_trimmed.fq.gz.sam_counts.txt	SRR5004080_1_trimmed.fq.gz.sam_counts.txt	SRR5004085_1_trimmed.fq.gz.sam_counts.txt	SRR5004091_1_trimmed.fq.gz.sam_counts.txt	SRR5004078_1_trimmed.fq.gz.sam_counts.txt	SRR5004096_1_trimmed.fq.gz.sam_counts.txt	SRR5004097_1_trimmed.fq.gz.sam_counts.txt	SRR5004095_1_trimmed.fq.gz.sam_counts.txt	SRR5004083_1_trimmed.fq.gz.sam_counts.txt	SRR5004090_1_trimmed.fq.gz.sam_counts.txt	SRR5004094_1_trimmed.fq.gz.sam_counts.txt
contig#15224	49	151	88	58	192	36	59	146	57	10	30	130
contig#15225	81	151	118	118	225	59	149	172	45	48	76	128
contig#15226	83	131	108	73	218	29	91	160	64	36	43	167
contig#15227	28	79	63	44	94	29	25	50	31	5	26	74
contig#15228	21	89	80	42	121	7	44	76	12	10	6	59
contig#15229	169	548	289	240	567	171	325	402	190	81	101	481
contig#1523	34	77	58	24	98	21	36	63	29	13	13	74
contig#15230	296	191	174	258	278	137	320	151	175	71	200	134
contig#15231	10	200	63	30	154	8	7	88	8	3	6	131
contig#15232	13	96	51	19	87	10	8	51	15	0	8	89
contig#15233	3	48	30	14	36	7	6	21	3	1	1	27
contig#15234	52	376	194	50	296	44	15	290	30	5	43	307
contig#15235	97	235	127	151	288	66	133	199	93	24	69	161
contig#15236	37	96	42	43	67	17	23	42	27	6	37	52
contig#15237	37	36	57	17	33	8	18	55	9	5	34	47
contig#15238	40	679	279	55	583	46	43	380	41	13	22	492
contig#15239	72	313	130	71	326	70	104	231	92	55	64	249
contig#1524	37	206	350	29	232	15	34	200	29	4	26	216
contig#15240	45	86	78	63	106	40	88	57	39	16	34	54
contig#15241	100	392	111	119	363	115	133	175	85	52	54	268
contig#15242	8	10	7	5	9	4	7	8	2	1	4	7
contig#15243	31	167	136	71	150	28	68	117	43	10	20	139
contig#15244	13	121	78	19	125	11	9	73	8	6	6	107
contig#15245	47	97	71	190	141	29	121	48	38	21	74	62
contig#15247	197	695	347	198	761	114	167	450	128	66	158	574
contig#15248	40	77	79	56	67	23	43	50	55	18	30	68
contig#15249	4	18	10	3	7	2	1	13	2	0	6	12
contig#1525	556	2527	1150	731	2129	528	716	1723	574	212	285	1896
contig#15250	7	196	112	21	142	9	13	125	10	5	10	213
contig#15251	2	67	28	2	25	6	6	12	10	1	1	44
contig#15252	42	140	87	45	121	23	33	95	32	10	19	103
contig#15253	63	297	249	44	298	36	92	280	50	23	43	390
contig#15254	62	419	505	73	331	54	103	285	44	13	82	300
contig#15255	10	231	96	15	131	13	5	146	7	1	5	240
contig#15257	8	118	185	45	106	6	26	101	1	0	11	60
contig#15258	4	44	18	11	35	5	6	11	12	1	2	23
contig#15259	32	85	101	82	117	19	59	51	25	0	15	66
contig#1526	495	5013	1075	337	3789	1199	618	1851	1603	326	187	3222
contig#15260	8	29	27	3	35	2	1	17	12	0	0	28
contig#15261	3	35	20	12	33	6	4	16	9	2	1	12
contig#15263	325	581	433	320	608	166	307	412	198	46	215	514
contig#15264	2	2	11	0	2	1	5	2	1	1	1	25
contig#15265	73	556	291	55	396	155	127	248	181	68	84	461
contig#15266	77	144	91	97	149	42	70	89	37	29	54	121
contig#15267	9	26	13	4	8	5	8	8	6	0	3	30
contig#15268	14	130	143	7	227	79	12	121	136	2	18	179
contig#15269	371	1076	381	448	974	300	417	686	284	146	251	731
contig#1527	1328	4518	2586	2054	3974	1576	1521	1838	1385	366	974	3286
contig#15270	58	197	82	54	218	111	106	150	77	66	36	172
contig#15271	6	113	61	12	127	73	49	85	37	16	8	75
contig#15272	16	6	15	10	22	15	18	13	8	2	13	11
contig#15273	2	8	13	7	17	7	11	4	3	1	4	11
contig#15274	7	43	18	8	38	5	3	36	6	3	14	32
contig#15275	18	106	92	32	103	11	11	85	11	3	21	130
contig#15276	68	399	79	98	342	83	83	174	81	8	21	243
contig#15277	154	175	170	178	255	48	135	128	53	23	99	154
contig#15278	12	86	167	4	18	3	5	33	11	0	52	77
contig#15279	79	360	135	176	221	112	94	135	68	20	42	217
contig#1528	426	3050	1537	693	2163	301	419	1196	196	79	160	1354
contig#15280	8	47	60	2	21	2	1	23	6	0	4	36
contig#15281	44	447	297	61	331	39	27	276	47	13	23	358
contig#15282	18	17	18	39	35	23	35	10	12	9	21	23
contig#15283	50	243	128	81	283	43	88	157	55	44	58	203
contig#15284	59	436	176	120	428	110	121	354	122	31	56	344
contig#15285	112	2	59	37	13	13	22	2	15	110	23	1
contig#15287	30	197	55	19	341	45	80	307	101	29	23	182
contig#15288	58	126	39	51	151	28	53	115	34	13	28	76
contig#15289	209	2352	156	157	59	935	67	3	1226	29	10	1466
contig#1529	217	1784	919	348	1562	244	301	1094	238	71	154	1243
contig#15290	3	7	4	6	6	4	4	3	3	4	5	1
contig#15291	9	32	23	16	17	37	16	7	14	3	3	4
contig#15292	103	491	219	147	591	117	118	462	97	12	79	340
contig#15293	10	116	47	24	122	6	27	84	12	3	11	127
contig#15294	13	156	38	15	138	13	35	65	24	10	8	107
contig#15295	10	93	35	11	91	7	2	26	8	1	2	40
contig#15296	52	336	131	87	298	50	65	177	66	15	30	194
contig#15297	7	52	31	8	55	9	12	37	11	0	7	42
contig#15298	10	151	96	4	16	1	1	50	5	0	45	99
contig#15299	283	328	284	399	350	200	396	186	225	111	147	282
contig#153	8388	58057	26467	11088	56874	13963	18667	34243	13645	7923	7071	40379
contig#1530	453	1373	2058	600	1142	211	809	1241	109	52	168	669
contig#15300	52	68	85	76	100	34	71	80	63	20	42	53
contig#15301	1	8	5	0	4	0	0	1	1	0	0	6
contig#15302	33	518	350	50	503	20	17	362	20	7	22	576
contig#15303	36	21	58	29	46	16	35	53	23	5	22	32
contig#15304	47	201	81	47	196	35	32	162	35	18	18	182
contig#15305	1	8	0	1	2	2	0	0	2	0	0	1
contig#15306	13	203	103	13	170	5	10	131	6	0	7	168
contig#15307	3	48	54	3	69	29	2	23	43	0	8	36
contig#15308	2	4	1	3	5	1	3	4	2	1	0	4
contig#15309	60	284	138	69	157	131	40	72	127	17	12	162
contig#1531	197	338	188	180	300	90	188	220	143	123	164	303
contig#15310	63	364	136	119	286	98	77	156	72	29	63	174
contig#15311	13	114	113	15	54	8	7	60	19	0	26	96
contig#15312	6	42	16	11	57	1	7	30	16	3	3	32
contig#15313	5	77	31	13	20	41	0	2	11	1	0	15
contig#15314	23	60	46	36	106	22	33	65	39	5	23	95
contig#15315	7	25	17	16	18	10	12	23	7	3	12	21
contig#15316	66	395	180	77	355	50	60	266	36	13	33	332
contig#15317	10	10	8	4	22	1	8	22	3	3	5	13
contig#15318	38	178	102	48	160	11	13	104	13	2	17	171
contig#15319	24	66	76	49	69	20	40	61	41	5	28	45
contig#1532	396	5097	1906	522	3898	508	460	2665	447	147	234	3886
contig#15320	82	410	203	75	278	62	96	217	91	34	35	282
contig#15321	22	86	45	23	70	21	13	61	31	3	12	96
contig#15322	7	31	22	6	33	3	3	19	3	3	5	21
contig#15324	4	37	7	0	25	5	1	21	5	0	1	14
contig#15325	1	41	33	3	65	15	1	30	19	0	2	39
contig#15326	5	82	125	22	16	8	9	36	9	1	10	75
contig#15327	2	28	13	13	18	9	0	4	14	0	0	11
contig#15328	137	167	154	187	117	81	139	117	64	7	50	93
contig#15329	42	466	146	51	371	34	37	320	46	4	20	356
contig#1533	105	1978	778	110	1343	1054	502	926	994	263	59	1144
contig#15330	23	80	36	54	50	35	43	25	26	12	18	41
contig#15331	9	33	21	4	32	5	18	21	4	0	1	34
contig#15333	8	14	16	5	12	2	8	7	4	0	4	13
contig#15334	5	44	27	8	37	6	7	17	7	1	2	45
contig#15335	5	60	12	6	28	7	4	25	8	4	0	37
contig#15336	48	262	158	55	233	36	34	184	43	5	23	228
contig#15337	3	19	19	4	24	4	7	15	6	3	4	13
contig#15338	89	220	95	157	222	39	84	126	51	28	35	125
contig#15339	4	5	6	3	7	6	0	3	1	0	0	5
contig#1534	193	249	247	239	315	103	217	226	93	46	125	220
contig#15340	8	6	32	2	68	3	15	57	2	2	7	26
contig#15341	95	205	154	117	309	76	118	231	95	38	54	209
contig#15342	15	123	56	23	97	27	23	58	22	7	7	117
contig#15343	74	296	259	229	283	30	222	202	43	11	66	96
contig#15344	2	31	13	6	10	1	1	2	1	0	1	9
contig#15345	4	53	21	9	26	16	9	16	14	3	2	26
contig#15346	266	743	382	339	802	199	351	516	181	98	159	585
contig#15347	10	217	137	15	205	9	2	82	9	2	6	181
contig#15348	41	174	107	35	258	37	51	232	49	16	35	253
contig#15349	35	92	35	23	83	14	14	57	17	4	15	59
contig#1535	258	783	389	299	880	160	324	610	219	104	141	646
contig#15350	59	248	138	91	209	58	60	148	50	9	28	154
contig#15351	1	4	3	0	8	4	1	6	0	0	1	2
contig#15352	12	36	21	20	44	3	18	18	12	1	10	14
contig#15353	96	117	89	129	137	37	102	76	42	16	44	93
contig#15354	112	204	126	73	168	81	78	131	90	19	45	119
contig#15355	156	193	154	176	370	139	194	241	134	43	82	145
contig#15356	141	40	34	110	49	48	104	54	83	37	118	25
contig#15357	77	385	132	72	302	72	107	199	107	33	62	254
contig#15358	28	8	6	27	13	13	19	4	15	4	11	6
contig#15359	11	17	29	20	43	3	14	36	5	1	13	37
contig#1536	239	893	530	342	937	218	320	644	265	47	117	716
contig#15360	183	283	234	132	280	90	176	179	159	26	132	221
contig#15361	63	364	195	87	394	42	56	232	55	15	42	321
contig#15362	44	1022	52	45	18	143	1	1	93	7	2	595
contig#15363	17	149	38	17	124	27	37	148	46	15	5	87
contig#15364	10	29	23	19	39	4	17	30	4	3	8	42
contig#15365	25	84	43	32	107	16	19	86	15	7	10	95
contig#15366	11016	1974	3813	8201	2417	5444	8979	2487	12642	12015	12302	1497
contig#15367	12	31	71	97	41	28	44	40	23	4	40	28
contig#15368	8	155	72	14	124	11	7	135	13	3	2	149
contig#15369	100	802	407	107	669	52	62	482	84	18	90	657
contig#1537	88	240	121	134	284	81	137	210	86	31	56	180
contig#15370	77	147	60	72	155	74	88	88	66	28	54	94
contig#15371	8	67	25	1	53	15	8	27	27	4	2	52
contig#15372	39	341	109	52	332	48	71	203	28	35	39	242
contig#15373	79	84	70	90	148	58	128	111	59	3	34	65
contig#15375	46	129	74	41	214	46	52	137	40	19	37	157
contig#15376	162	251	197	117	361	124	145	258	113	32	88	196
contig#15377	75	729	114	79	129	222	78	46	162	16	16	454
contig#15378	5	34	28	18	49	10	20	14	11	1	8	37
contig#15379	30	48	26	45	53	16	40	34	27	14	27	43
contig#1538	77	42	75	35	71	23	33	47	11	22	22	59
contig#15380	220	183	172	208	294	132	160	213	223	33	136	157
contig#15381	105	282	172	101	280	77	132	221	72	40	81	280
contig#15382	93	330	144	94	348	69	91	271	76	18	60	234
contig#15383	6	48	19	11	36	5	14	36	13	2	6	29
contig#15384	136	614	463	294	631	127	246	375	71	38	81	513
contig#15385	84	289	124	136	356	101	127	224	89	18	45	221
contig#15386	19	426	101	37	216	13	5	118	13	5	5	253
contig#15387	8	33	39	9	34	9	10	31	5	2	6	24
contig#15388	57	356	114	99	312	177	253	251	176	128	53	296
contig#15389	70	645	224	110	268	124	111	216	166	20	59	404
contig#1539	3	17	18	6	13	4	7	25	8	5	5	18
contig#15390	21	36	26	23	50	27	19	24	19	3	15	21
contig#15391	142	540	339	208	498	88	143	259	87	43	98	383
contig#15392	12	549	195	51	279	44	23	326	26	9	15	268
contig#15393	82	220	66	87	226	58	125	177	61	24	41	123
contig#15394	31	787	104	49	185	36	21	77	62	4	14	275
contig#15395	172	440	194	147	329	115	190	174	122	74	143	365
contig#15396	7	15	20	13	5	2	8	7	2	0	11	1
contig#15397	33	67	37	22	100	18	69	56	15	11	28	67
contig#15399	39	491	233	89	443	51	50	364	49	36	32	360
contig#154	66	338	220	72	415	32	68	232	52	19	54	361
contig#1540	235	1056	540	505	876	447	367	568	437	71	125	737
contig#15400	11	7	4	9	8	4	7	6	6	4	3	3
contig#15401	59	310	136	79	327	56	79	211	52	24	34	257
contig#15402	16	45	17	23	45	6	8	22	12	2	3	36
contig#15403	38	127	71	61	152	45	61	94	32	9	24	146
contig#15404	1	33	29	3	22	2	5	31	1	0	1	31
contig#15406	15	306	87	44	120	49	30	22	35	9	6	356
contig#15407	29	190	36	29	162	41	76	74	45	26	16	82
contig#15408	1	52	18	2	41	4	3	23	2	0	3	16
contig#15409	18	108	173	12	15	6	10	10	13	5	45	55
contig#1541	91	493	255	118	537	83	118	394	104	68	72	443
contig#15410	97	645	237	124	531	98	120	384	134	60	64	435
contig#15411	33	278	135	55	338	52	63	176	46	24	18	261
contig#15412	127	430	137	188	644	229	167	217	111	63	68	310
contig#15413	160	498	519	250	738	130	307	512	145	66	210	537
contig#15414	11	69	35	25	39	15	22	28	19	3	6	45
contig#15415	299	526	326	337	630	192	372	311	254	146	155	353
contig#15416	2	66	65	5	119	26	8	36	60	0	5	58
contig#15417	3	90	58	3	91	8	10	96	22	2	5	61
contig#15418	9	78	54	12	54	9	5	48	8	5	8	56
contig#15419	3	1	2	2	1	4	1	1	6	2	1	0
contig#1542	4	67	52	4	123	16	0	36	30	0	12	114
contig#15420	13	158	135	24	180	22	26	95	15	0	18	140
contig#15421	2	228	112	2	154	7	4	172	5	0	4	153
contig#15422	7	1	6	5	2	1	10	2	5	5	6	2
contig#15423	43	129	80	64	174	34	70	70	29	17	37	97
contig#15424	90	66	63	130	112	65	93	86	77	43	64	55
contig#15425	59	157	195	17	48	16	9	57	21	0	56	183
contig#15426	29	96	50	25	133	23	21	98	29	17	12	103
contig#15428	50	1648	164	63	81	316	262	233	485	8	3	1001
contig#15429	5	4	3	8	6	2	1	4	4	0	3	8
contig#1543	358	710	374	413	893	250	489	863	277	93	163	501
contig#15430	53	91	56	82	114	37	61	66	25	27	37	58
contig#15431	116	96	85	165	151	73	151	102	63	15	76	76
contig#15432	191	938	332	159	492	125	115	335	202	27	88	625
contig#15433	5	78	48	13	13	32	11	4	28	2	6	43
contig#15435	10	58	39	18	60	7	6	60	10	10	15	96
contig#15436	16	76	61	7	75	0	4	56	15	0	7	98
contig#15437	11	97	17	5	43	24	15	33	32	5	4	52
contig#15438	1	114	32	8	92	1	2	65	2	0	3	87
contig#15439	137	322	479	165	620	75	265	453	103	55	113	354
contig#1544	257	1181	380	294	753	386	534	575	425	213	215	796
contig#15440	82	34	49	124	52	43	147	23	19	27	29	15
contig#15441	3	23	13	8	21	5	0	18	2	1	3	16
contig#15442	29	171	86	19	150	13	20	77	17	6	18	135
contig#15444	56	449	179	86	350	99	85	289	103	35	37	264
contig#15445	16	111	70	15	142	18	25	99	23	9	17	106
contig#15446	7	31	14	7	38	8	9	22	3	7	4	29
contig#15447	28	135	65	32	93	13	37	71	21	8	27	90
contig#15448	4	145	69	4	63	6	1	44	2	1	16	75
contig#15449	12	109	146	40	107	1	17	68	1	2	3	69
contig#1545	973	6572	3272	1570	6757	1331	1528	4144	1081	546	804	5281
contig#15450	25	25	42	16	42	7	22	33	10	2	10	33
contig#15451	13	95	115	6	40	9	5	136	2	3	3	44
contig#15452	120	146	108	188	229	87	140	116	81	34	58	123
contig#15453	81	120	50	103	65	69	96	49	64	50	37	44
contig#15454	33	306	66	40	266	64	60	134	104	18	13	189
contig#15455	212	448	154	235	346	280	351	195	282	128	96	264
contig#15456	31	324	57	13	299	47	23	148	28	6	24	190
contig#15457	191	155	96	217	255	110	214	179	105	62	138	107
contig#15458	33	114	60	36	113	31	35	98	20	9	16	93
contig#15459	5	16	8	2	16	2	2	10	1	2	0	14
contig#1546	210	2414	1096	347	2418	455	463	1547	433	135	203	1695
contig#15460	20	479	124	17	370	170	98	220	135	104	4	320
contig#15461	10	61	34	6	82	3	5	44	5	2	4	51
contig#15462	4	6	10	5	10	6	1	6	0	0	2	8
contig#15463	3	26	15	2	22	3	9	31	5	2	7	24
contig#15464	23	240	44	39	152	40	50	98	34	2	5	85
contig#15465	14	48	40	19	69	23	25	54	18	4	18	60
contig#15466	49	584	86	72	87	265	54	44	109	20	15	488
contig#15467	62	495	312	93	586	68	139	534	59	35	61	512
contig#15468	68	190	107	64	220	84	64	156	50	19	40	173
contig#15469	8	154	128	1	52	2	0	27	10	0	14	116
contig#1547	6	52	55	36	171	1	19	234	2	1	46	136
contig#15470	4	62	83	7	29	5	1	10	4	1	13	49
contig#15471	6	20	13	8	17	1	2	19	5	1	4	18
contig#15472	92	470	248	174	466	113	151	336	120	27	52	331
contig#15473	16	75	40	15	73	4	8	53	17	3	7	60
contig#15474	49	224	104	68	174	58	45	132	55	31	49	184
contig#15475	1	19	7	3	8	11	1	5	4	1	0	9
contig#15476	38	389	88	59	345	140	110	181	121	29	39	280
contig#15477	6	18	18	11	20	3	2	18	1	2	3	33
contig#15478	48	573	289	57	556	570	318	364	495	145	42	470
contig#15479	1	4	5	6	5	5	4	1	5	0	2	5
contig#1548	2	15	9	0	6	1	0	5	0	0	1	7
contig#15480	98	260	122	112	293	85	170	186	63	61	78	189
contig#15481	22	224	73	73	144	39	39	14	14	26	5	56
contig#15482	22	55	32	29	50	38	26	43	38	3	3	34
contig#15483	57	61	53	62	118	26	65	56	14	27	31	75
contig#15485	63852	9411	21838	29149	13982	23337	44461	10634	67075	61455	58749	7342
contig#15486	299	904	330	472	780	403	450	581	464	127	127	539
contig#15487	51	236	170	72	242	26	35	198	43	27	32	237
contig#15488	25	368	340	58	287	19	34	175	12	5	12	223
contig#15489	112	373	784	35	1095	493	298	577	450	603	113	1084
contig#1549	18	178	80	24	107	47	17	98	45	8	14	195
contig#15490	6	62	43	7	32	13	8	26	4	2	6	43
contig#15491	26	296	61	70	324	41	45	160	40	16	26	169
contig#15492	63	142	126	71	106	64	100	140	45	20	48	110
contig#15493	18	241	29	18	9	85	3	8	92	2	0	134
contig#15494	43	207	48	12	52	20	4	57	26	1	85	89
contig#15495	86	425	173	157	419	76	87	291	97	42	46	370
contig#15496	48	162	89	87	119	61	66	77	54	20	18	92
contig#15497	30	256	83	41	205	64	47	123	55	24	20	169
contig#15498	73	85	66	75	94	22	102	49	15	10	14	60
contig#15499	85	288	184	118	362	94	107	267	101	48	73	290
contig#155	193	3129	1167	179	360	1289	105	229	774	51	57	4155
contig#1550	84	964	621	108	866	70	106	723	87	36	52	996
contig#15500	12	467	66	17	105	83	9	56	33	3	2	120
contig#15501	22	64	49	12	46	16	6	58	16	2	8	54
contig#15502	10	46	39	24	55	18	15	28	14	4	7	32
contig#15503	81	269	95	119	196	108	116	82	94	32	42	185
contig#15504	2	8	12	0	2	0	0	1	0	0	1	8
contig#15506	2	3	9	0	6	0	1	4	0	1	0	11
contig#15507	19	21	72	63	43	7	38	17	5	3	25	18
contig#15508	60	120	62	118	105	78	64	24	48	14	21	55
contig#15509	95	185	95	92	272	127	118	171	111	22	68	127
contig#1551	173	1746	804	239	1432	178	172	1100	139	67	89	1371
contig#15510	1	3	76	8	33	6	2	11	17	0	0	0
contig#15511	65	403	196	94	383	73	83	249	64	27	58	323
contig#15512	50	192	103	53	200	51	64	151	51	30	36	164
contig#15513	8	56	32	15	78	8	20	34	22	9	8	34
contig#15514	194	555	284	238	639	201	309	397	201	77	133	467
contig#15515	3	29	26	3	26	3	2	17	0	0	0	15
contig#15516	17	113	41	35	99	25	35	71	16	8	9	74
contig#15517	96	357	272	99	310	66	62	219	71	18	51	342
contig#15518	5	162	73	5	95	4	8	96	12	0	5	101
contig#15519	144	197	56	146	173	120	141	120	96	36	87	127
contig#1552	66	85	54	57	115	32	66	93	34	10	28	91
contig#15520	30	37	36	29	53	36	75	29	42	34	28	27
contig#15521	7	24	27	2	27	4	10	14	2	0	4	24
contig#15522	15	234	44	24	173	34	13	97	56	8	5	125
contig#15523	355	720	349	482	759	241	414	519	214	156	302	564
contig#15524	12	43	23	1	14	0	1	15	3	0	8	20
contig#15525	42	334	228	45	278	72	60	192	95	19	35	311
contig#15526	2	5	2	3	6	2	0	6	0	0	1	3
contig#15527	104	140	107	134	261	52	134	160	114	50	105	158
contig#15528	70	180	114	59	199	37	68	149	50	24	21	150
contig#15529	37	404	128	53	374	39	35	464	46	9	19	334
contig#1553	304	1262	1328	723	1176	225	571	643	122	64	157	754
contig#15530	28	11	12	6	18	0	23	16	8	3	5	16
contig#15531	200	1261	173	150	681	101	172	242	122	56	77	374
contig#15532	22	150	80	17	152	15	12	127	11	0	12	141
contig#15533	17	10	25	24	14	7	14	2	6	2	16	7
contig#15534	1	12	8	6	5	8	10	2	6	4	4	5
contig#15535	48	270	170	40	201	21	52	121	31	12	29	196
contig#15536	1	12	36	11	13	1	4	15	0	0	0	16
contig#15537	67	313	200	122	319	57	102	291	62	32	49	266
contig#15538	214	699	282	371	636	295	308	345	145	111	165	417
contig#15539	96	386	208	92	376	60	69	192	80	18	40	285
contig#1554	66	553	213	122	345	126	157	324	166	35	53	399
contig#15540	267	410	224	251	422	149	303	223	113	65	163	216
contig#15541	10	46	39	13	30	8	9	41	8	0	5	42
contig#15542	10	124	30	18	82	39	20	68	54	7	7	121
contig#15543	13	155	40	12	65	64	24	34	99	6	7	59
contig#15544	88	298	153	101	337	32	88	249	46	20	57	250
contig#15545	1	26	6	2	15	1	1	7	2	1	0	7
contig#15546	48	131	122	74	177	61	82	115	49	21	52	139
contig#15547	21	205	88	67	162	27	22	80	15	6	3	86
contig#15549	77	333	143	76	271	49	56	209	62	26	35	223
contig#15550	5	46	14	12	37	4	18	30	8	7	3	26
contig#15551	63	514	249	115	594	76	108	422	75	34	43	551
contig#15552	65	148	85	54	140	74	52	81	64	19	35	111
contig#15553	39	315	161	54	314	63	58	316	74	41	29	301
contig#15554	30	555	93	41	457	77	41	199	145	15	10	406
contig#15555	2	42	24	6	24	21	13	21	16	8	2	34
contig#15557	4	16	9	1	12	4	1	13	7	0	0	43
contig#15558	1	12	3	0	5	2	0	3	1	0	3	12
contig#15559	20	134	27	24	89	29	34	41	19	3	4	44
contig#1556	42	101	59	73	159	43	60	97	50	20	46	94
contig#15560	125	257	188	118	246	57	69	112	72	9	97	173
contig#15561	19	12	28	14	16	9	10	1	13	5	1	15
contig#15562	20	83	28	37	80	24	16	51	28	20	16	67
contig#15563	26	117	119	12	63	9	6	51	14	4	22	93
contig#15564	2	73	68	0	133	28	4	33	62	1	6	53
contig#15565	104	60	40	90	98	40	53	78	47	6	40	48
contig#15566	4	24	6	0	15	5	6	7	6	1	1	19
contig#15567	11	21	21	6	23	7	8	22	3	2	4	18
contig#15568	1	11	6	5	6	8	10	2	4	2	3	11
contig#15569	6	74	42	3	39	4	4	34	7	0	3	71
contig#1557	36	929	550	26	830	78	39	435	43	8	19	469
contig#15570	74	440	194	55	342	40	41	249	43	19	22	425
contig#15571	9	85	32	13	47	7	3	56	7	1	2	65
contig#15572	13	123	80	22	81	7	10	86	20	1	14	147
contig#15573	5	34	18	54	6	23	8	5	17	5	0	6
contig#15574	174	474	219	201	439	146	179	361	129	38	84	314
contig#15575	1	40	36	2	93	16	0	27	39	0	4	38
contig#15577	39	929	174	23	642	149	45	294	267	20	20	738
contig#15578	58	114	67	38	156	39	66	108	40	31	35	86
contig#15579	12	326	165	70	320	32	40	214	39	11	15	232
contig#1558	1	8	5	6	14	5	4	7	6	0	1	3
contig#15580	1	16	9	6	9	3	3	7	0	1	0	9
contig#15581	27	57	32	56	52	16	35	19	18	3	23	41
contig#15582	124	356	67	116	151	188	273	73	209	59	78	243
contig#15583	159	244	149	142	260	110	174	193	124	41	98	172
contig#15584	159	195	73	201	177	90	150	100	94	61	111	103
contig#15585	7	0	4	1	2	2	2	3	2	4	4	3
contig#15586	1	24	13	6	12	2	6	7	2	0	0	10
contig#15587	51	243	119	80	340	55	86	206	61	39	55	213
contig#15588	65	705	244	174	408	138	61	91	52	37	23	253
contig#15589	10	97	33	16	119	11	7	63	17	10	8	107
contig#1559	26	89	39	39	119	18	50	75	18	5	15	82
contig#15590	5	28	89	5	25	1	5	34	2	0	2	38
contig#15591	12	103	84	11	33	7	9	18	6	4	18	39
contig#15592	86	728	352	130	520	190	171	361	158	16	61	618
contig#15593	115	423	207	142	450	66	166	395	116	52	69	350
contig#15594	26	462	80	29	190	55	15	94	36	3	18	292
contig#15595	228	321	339	292	417	145	385	257	200	94	209	237
