Contig	./SAMs/SRR5004095_trimmed_counts.txt	./SAMs/SRR5004082_trimmed_counts.txt	./SAMs/SRR5004080_trimmed_counts.txt	./SAMs/SRR5004093_trimmed_counts.txt	./SAMs/SRR5004085_trimmed_counts.txt	./SAMs/SRR5004091_trimmed_counts.txt	./SAMs/SRR5004083_trimmed_counts.txt	./SAMs/SRR5004097_trimmed_counts.txt	./SAMs/SRR5004090_trimmed_counts.txt	./SAMs/SRR5004096_trimmed_counts.txt	./SAMs/SRR5004094_trimmed_counts.txt	./SAMs/SRR5004078_trimmed_counts.txt
contig#20119	8	9	102	284	6	159	1	106	8	2	225	7
contig#2012	94	75	366	684	120	818	36	599	57	91	742	45
contig#20120	1	9	13	26	2	17	0	16	3	5	21	1
contig#20121	12	22	14	49	9	40	11	23	7	17	52	16
contig#20122	144	216	138	270	221	336	37	155	131	263	237	175
contig#20123	96	24	36	140	10	87	7	38	7	19	79	46
contig#20124	48	68	44	75	70	74	18	37	31	75	51	46
contig#20125	23	9	8	52	23	20	6	20	6	9	23	50
contig#20126	17	31	18	33	60	41	25	45	27	46	26	23
contig#20127	11	34	39	46	53	44	13	32	39	34	40	15
contig#20128	40	41	96	217	57	155	8	94	20	51	108	48
contig#20129	1568	878	2326	5874	1123	5923	986	3602	726	1892	4496	1498
contig#2013	233	265	591	572	356	602	53	668	153	365	487	208
contig#20130	56	120	95	63	102	70	22	65	57	87	98	43
contig#20131	4	14	40	52	10	42	2	50	5	6	50	4
contig#20132	4	0	13	19	1	18	1	21	8	4	48	5
contig#20133	24	30	40	24	44	67	19	39	30	62	33	17
contig#20134	87	139	181	277	156	383	10	210	70	114	278	71
contig#20135	102	76	70	236	185	177	47	75	20	120	104	89
contig#20136	12	8	12	13	15	26	4	22	5	22	25	12
contig#20137	17	48	100	248	31	84	0	97	100	9	95	39
contig#20138	6	9	31	60	12	56	1	39	13	9	60	12
contig#20139	37	50	80	182	87	146	7	124	19	55	109	43
contig#2014	583	740	2244	3790	877	3472	168	2264	494	801	2948	630
contig#20140	10	7	21	36	11	45	2	26	5	9	28	8
contig#20141	30	36	60	110	34	116	1	64	8	48	79	27
contig#20142	11	2	179	124	6	70	3	51	15	4	102	13
contig#20143	661	348	2126	4265	544	3157	310	2428	279	524	3192	696
contig#20144	62	61	100	182	81	228	28	114	39	114	121	57
contig#20146	9	8	11	18	16	8	5	2	5	12	7	11
contig#20147	5	1	2	19	1	14	0	12	0	5	16	6
contig#20148	114	174	45	122	219	140	33	114	108	150	49	100
contig#20149	7	7	70	125	5	91	0	88	5	14	68	7
contig#2015	176	173	417	721	196	770	73	667	135	254	916	139
contig#20150	22	8	48	282	4	85	3	11	1	9	205	41
contig#20151	47	61	82	179	140	168	31	82	38	91	109	65
contig#20152	6	16	13	6	17	24	6	19	3	18	14	8
contig#20153	5	6	30	92	5	45	0	20	7	3	30	3
contig#20154	19	24	56	71	13	61	4	53	16	21	72	23
contig#20155	30	7	19	39	4	79	3	12	3	10	30	7
contig#20156	1	2	11	8	0	6	0	4	5	1	4	1
contig#20157	31	51	104	184	51	193	7	162	43	66	198	38
contig#20158	2	4	13	19	2	14	0	14	0	1	19	0
contig#20159	28	38	104	233	64	257	11	257	15	26	212	18
contig#2016	295	347	304	499	379	575	95	342	219	335	348	203
contig#20160	27	10	26	62	8	62	2	86	10	10	47	6
contig#20161	20	46	22	79	38	111	12	76	20	43	57	19
contig#20162	25	27	85	123	18	159	15	196	12	29	114	17
contig#20163	22	28	17	26	10	22	2	7	6	14	17	9
contig#20164	3	0	28	15	6	34	3	13	4	4	7	2
contig#20165	12	8	17	98	17	51	1	60	4	12	48	10
contig#20166	42	36	83	212	32	187	15	73	27	30	126	77
contig#20167	102	61	105	468	90	346	24	250	39	74	302	99
contig#20168	18	34	72	78	28	129	9	45	18	28	62	16
contig#20169	136	111	215	315	148	374	57	302	80	174	279	83
contig#2017	132	147	211	581	213	574	44	334	79	191	390	107
contig#20170	13	11	46	104	22	95	2	38	10	15	139	14
contig#20171	3	3	27	18	4	23	0	5	0	9	60	0
contig#20172	58	46	73	98	80	137	22	103	49	91	74	51
contig#20173	12	9	28	28	18	47	7	36	9	12	35	10
contig#20174	37	11	146	469	14	141	3	68	13	14	376	23
contig#20175	141	80	196	533	138	552	90	334	85	158	352	121
contig#20176	5	7	15	2	0	9	0	11	2	1	3	0
contig#20177	15	28	39	58	35	71	8	50	31	31	32	33
contig#20179	13	18	125	157	11	156	6	165	15	8	248	10
contig#2018	992	1190	2910	6500	1240	5304	342	3673	782	1043	4809	966
contig#20180	11	16	24	4	34	25	3	13	16	25	15	6
contig#20181	6	17	4	4	32	5	6	5	6	21	2	9
contig#20182	16	16	8	19	28	38	9	20	15	26	14	13
contig#20183	4	3	22	89	2	43	0	28	3	2	46	11
contig#20184	3	6	5	12	2	14	0	12	1	2	10	2
contig#20185	17	13	62	157	19	104	12	57	7	14	83	26
contig#20186	19	28	85	123	29	150	5	96	7	30	124	23
contig#20187	33	24	118	118	30	157	9	139	17	41	123	19
contig#20188	4	1	1	15	2	16	0	4	1	2	8	7
contig#2019	516	370	849	1409	501	1790	286	1223	340	654	1058	516
contig#20190	7	49	133	227	67	215	12	139	29	33	191	31
contig#20191	45	2	47	66	4	137	0	30	3	1	61	21
contig#20192	33	20	40	60	17	120	12	150	19	6	202	4
contig#20193	44	96	41	33	76	77	21	47	57	93	41	43
contig#20194	90	89	171	333	139	478	58	381	83	134	374	51
contig#20195	18	20	46	135	38	112	10	79	12	29	77	15
contig#20196	20	10	33	89	29	70	2	47	8	15	49	7
contig#20197	53	33	80	181	54	106	12	100	21	48	121	54
contig#20198	35	577	74	29	449	83	156	40	174	120	21	52
contig#20199	54	53	20	17	69	23	86	11	78	66	10	30
contig#202	51	56	298	363	68	296	23	285	60	94	284	67
contig#2020	681	975	2213	4565	1311	3770	241	1772	592	1029	2638	768
contig#20200	12	20	16	31	13	30	3	35	3	16	32	3
contig#20202	10	2	38	31	2	57	0	23	5	9	12	1
contig#20203	174	143	170	389	207	360	88	206	80	233	200	186
contig#20204	6	4	23	28	3	18	0	18	5	3	27	3
contig#20205	43	71	32	39	48	47	12	33	30	79	20	62
contig#20206	2	4	2	10	4	6	0	5	2	4	10	9
contig#20207	18	20	115	175	47	262	13	209	41	40	134	23
contig#20208	35	14	30	67	20	134	10	129	16	36	107	25
contig#20209	6	3	6	16	13	19	2	9	5	10	12	8
contig#2021	151	98	168	513	112	615	98	342	107	200	344	162
contig#20210	4	0	2	0	0	1	0	0	0	0	14	1
contig#20211	2	9	13	24	5	14	1	26	3	1	18	3
contig#20212	142	143	249	350	204	300	37	226	75	177	245	122
contig#20213	115	73	60	144	72	109	17	45	27	59	56	76
contig#20214	31	10	37	97	7	96	6	59	17	23	86	25
contig#20215	11	30	19	93	1	141	0	41	16	1	72	77
contig#20216	6	1	19	276	12	117	2	13	1	2	73	14
contig#20217	1	0	20	9	1	5	0	0	1	0	2	0
contig#20218	4	2	8	3	0	0	0	0	0	2	11	22
contig#20219	19	7	29	58	18	8	3	1	3	7	18	27
contig#2022	2769	2218	3819	7433	2460	7734	1649	4847	1771	3796	5529	2981
contig#20220	25	25	110	222	4	102	0	70	35	12	185	28
contig#20221	6	0	14	41	7	14	0	19	5	1	36	8
contig#20222	49	63	185	476	105	398	13	202	42	82	246	91
contig#20223	24	9	34	81	10	61	4	38	9	24	58	25
contig#20224	64	41	83	244	66	222	24	187	34	54	211	32
contig#20225	235	247	302	621	358	751	137	458	255	438	431	288
contig#20226	100	132	149	206	210	323	66	263	91	245	159	79
contig#20227	31	25	213	514	34	428	5	495	21	20	580	25
contig#20228	24	24	42	75	41	106	3	55	10	45	55	31
contig#20229	34	34	14	33	32	39	8	23	15	14	29	31
contig#2023	160	271	911	1329	174	895	69	596	125	161	821	202
contig#20230	31	66	124	103	113	153	5	88	52	77	124	18
contig#20231	37	94	17	44	62	69	21	51	37	71	24	37
contig#20232	2	2	18	38	4	35	0	36	3	5	34	4
contig#20233	27	10	58	96	15	106	0	78	11	8	111	8
contig#20234	5	25	9	8	13	13	9	15	3	31	9	4
contig#20235	27	56	32	35	66	62	19	41	39	70	39	18
contig#20236	57	23	105	252	61	194	11	92	9	22	173	65
contig#20237	42	9	7	300	6	3	1	0	3	3	183	186
contig#20239	26	0	27	117	3	18	1	14	0	10	107	15
contig#2024	708	1274	1458	2910	1830	3695	464	2326	1015	1697	2030	847
contig#20240	11	16	8	27	18	13	5	6	3	11	16	13
contig#20241	28	30	69	97	55	125	6	87	30	49	110	29
contig#20242	43	36	56	95	36	117	10	117	18	44	109	21
contig#20243	1	12	24	55	2	55	0	48	8	0	36	4
contig#20244	23	20	31	34	21	52	12	43	9	21	56	17
contig#20245	46	45	109	173	54	168	7	187	68	71	141	28
contig#20246	35	25	46	116	22	75	19	52	6	27	77	15
contig#20247	58	28	105	214	52	222	14	178	21	47	170	53
contig#20248	6	9	37	15	25	22	2	10	3	17	29	11
contig#20249	110	28	43	181	11	134	8	147	13	18	117	73
contig#2025	157	175	452	884	198	884	49	617	117	199	777	142
contig#20250	17	12	75	127	37	109	6	91	19	16	84	18
contig#20251	13	21	98	159	19	92	0	94	16	10	152	10
contig#20252	3	0	16	29	2	17	0	21	1	0	19	2
contig#20253	2	10	2	4	19	0	3	4	4	3	6	13
contig#20254	28	3	35	20	14	44	0	21	12	6	36	18
contig#20255	78	82	147	261	78	289	23	193	58	120	226	69
contig#20256	19	16	56	111	33	101	6	105	15	27	119	21
contig#20257	15	25	42	78	25	85	4	65	19	32	63	31
contig#20258	31	74	107	226	52	218	8	180	45	50	160	39
contig#20259	4	0	9	14	7	14	0	6	0	4	6	8
contig#2026	327	265	1516	2607	459	2861	129	2131	218	497	2818	293
contig#20260	10	13	23	11	10	13	5	23	8	31	8	2
contig#20262	600	64	604	7324	37	3039	53	1350	9	61	5442	332
contig#20263	15	6	31	41	9	48	3	57	9	18	47	18
contig#20264	5	7	8	2	1	11	3	12	2	18	5	2
contig#20265	65	87	185	232	98	242	28	186	49	124	187	65
contig#20266	10	4	26	68	16	85	4	25	2	8	54	16
contig#20268	1	0	5	3	0	5	0	2	0	1	1	2
contig#20269	9	11	37	9	4	36	4	31	18	20	30	3
contig#2027	349	850	3339	3177	146	1274	3	1739	1444	55	2247	352
contig#20270	70	123	69	64	101	100	23	71	92	95	53	60
contig#20271	3	3	104	68	12	85	0	125	12	7	223	10
contig#20272	67	74	176	415	112	330	34	140	31	68	235	53
contig#20273	11	7	11	36	5	15	2	11	1	4	17	19
contig#20274	14	13	8	11	14	8	4	3	4	6	0	1
contig#20275	121	38	145	559	39	485	27	305	28	44	326	89
contig#20276	97	146	79	101	179	178	83	97	80	192	106	91
contig#20277	26	35	21	23	40	30	15	30	16	44	8	22
contig#20278	33	41	127	381	60	250	14	119	25	40	259	47
contig#20279	9	21	49	36	5	40	1	47	7	21	35	6
contig#2028	38	79	13	21	159	79	47	57	100	64	35	38
contig#20280	15	54	113	109	85	134	16	63	12	70	53	21
contig#20281	76	102	141	193	105	236	32	161	59	149	155	77
contig#20282	6	9	8	23	17	20	3	15	10	17	25	8
contig#20283	60	117	103	209	146	237	25	192	91	94	205	44
contig#20284	115	93	235	522	91	495	42	342	101	114	450	132
contig#20285	2	2	15	9	2	11	2	12	0	1	15	1
contig#20286	1	1	5	19	3	12	0	10	2	1	20	0
contig#20287	2	0	3	14	9	6	0	1	0	0	7	0
contig#20288	8	11	281	337	12	479	1	491	13	5	948	6
contig#20289	46	8	38	316	7	48	2	12	4	2	234	29
contig#2029	317	304	573	1082	410	1038	206	771	204	476	788	393
contig#20290	52	82	66	89	124	118	43	69	81	137	71	50
contig#20291	7	1	12	27	4	8	0	10	4	4	12	6
contig#20292	2	0	6	39	2	20	1	16	0	3	29	3
contig#20293	9	15	37	28	42	33	3	34	2	19	15	6
contig#20294	27	21	61	77	46	121	9	71	25	34	60	36
contig#20295	38	16	43	178	48	84	4	37	4	19	76	55
contig#20296	86	44	49	96	71	106	16	50	24	82	66	38
contig#20297	53	16	78	30	31	55	13	8	25	23	46	22
contig#20298	25	47	24	45	51	61	19	52	16	30	40	14
contig#20299	9	37	16	23	7	16	5	21	9	30	14	2
contig#203	152	150	527	1204	177	1015	58	670	97	216	891	204
contig#2030	530	532	1355	2680	586	2738	116	2543	300	552	2523	354
contig#20300	11	10	19	37	5	32	7	35	8	10	43	4
contig#20301	57	60	45	343	36	309	27	254	39	42	519	71
contig#20302	11	4	39	43	9	63	4	46	21	10	55	11
contig#20303	3	1	11	18	1	8	0	15	1	1	7	3
contig#20304	74	116	248	432	172	468	33	275	55	159	367	73
contig#20305	59	49	61	60	92	131	19	114	47	53	95	21
contig#20306	4	2	15	22	0	8	0	6	2	2	22	1
contig#20307	65	123	113	196	147	284	35	183	128	165	188	90
contig#20308	67	78	130	383	65	397	30	215	74	57	251	54
contig#20309	2	12	3	8	7	10	3	7	6	19	5	9
contig#2031	107	121	340	604	156	638	41	478	80	151	552	88
contig#20310	33	40	137	84	17	87	33	46	4	99	48	53
contig#20311	10	18	30	30	31	30	3	20	13	15	32	10
contig#20312	219	225	227	350	269	455	54	246	92	254	284	182
contig#20313	113	35	121	195	41	337	50	166	48	113	260	103
contig#20314	5	11	33	114	34	65	3	43	8	13	53	13
contig#20315	82	66	86	156	76	192	24	126	41	71	139	37
contig#20316	32	126	89	42	55	54	51	49	38	57	42	47
contig#20317	3	2	50	29	18	29	0	35	9	24	27	10
contig#20318	49	17	64	196	15	141	7	105	1	16	166	16
contig#20319	6	8	22	20	2	29	1	22	3	11	13	2
contig#20320	1	0	1	4	1	2	0	3	3	2	2	2
contig#20321	1	0	10	0	0	7	0	0	0	0	3	0
contig#20322	33	20	37	47	25	63	4	43	7	18	49	19
contig#20323	29	74	40	62	65	44	27	23	26	62	28	27
contig#20324	12	16	21	15	32	35	10	13	9	13	17	18
contig#20325	22	1	15	60	9	36	2	20	1	7	29	26
contig#20326	11	5	17	49	14	20	1	18	4	4	29	13
contig#20327	18	23	25	108	8	87	7	63	21	26	79	18
contig#20328	1	0	10	13	0	7	0	3	0	2	11	0
contig#20329	36	34	61	125	69	116	5	77	25	47	63	34
contig#2033	352	685	1148	1377	1021	2258	181	1218	738	713	1094	350
contig#20330	16	11	114	167	15	160	4	145	11	17	144	9
contig#20331	68	37	70	381	33	246	5	35	7	28	114	75
contig#20333	31	28	153	399	47	325	4	275	18	20	374	44
contig#20334	47	25	17	76	11	26	2	14	7	9	98	86
contig#20335	46	56	42	52	38	68	6	45	12	48	40	19
contig#20336	71	76	112	172	141	173	26	104	35	149	142	55
contig#20337	35	45	79	129	48	206	14	93	28	50	137	42
contig#20338	47	4	26	97	4	2	0	0	1	0	144	140
contig#20339	26	38	69	147	24	144	9	104	11	31	115	31
contig#2034	17	23	493	1835	52	804	3	661	14	17	1194	40
contig#20340	67	114	57	150	181	147	25	82	58	95	63	89
contig#20341	15	24	31	53	23	47	11	48	13	12	54	10
contig#20342	15	18	25	44	18	53	5	46	7	20	39	10
contig#20343	7	10	16	23	19	25	1	41	4	18	15	3
contig#20344	2	4	8	0	8	1	3	3	0	1	0	1
contig#20345	4	1	64	12	12	4	1	5	1	14	6	2
contig#20347	11	8	86	100	28	129	3	118	5	19	120	13
contig#20348	1	5	16	20	5	15	0	22	3	1	30	2
contig#20349	58	104	235	373	118	417	13	281	69	82	361	40
contig#2035	9	2	15	12	0	6	1	6	0	3	12	0
contig#20350	17	19	83	151	27	149	7	81	10	18	129	10
contig#20351	36	17	76	124	58	141	11	50	22	30	94	30
contig#20352	3	25	79	74	7	18	2	40	78	5	29	3
contig#20353	49	9	46	261	7	261	3	115	0	7	227	12
contig#20354	14	11	27	65	4	19	1	24	0	2	53	7
contig#20355	6	2	19	77	6	39	0	28	1	1	36	9
contig#20357	3	5	2	4	6	3	2	3	2	1	1	3
contig#20358	8	8	34	64	19	42	5	43	6	8	46	3
contig#20359	50	56	58	179	57	195	18	99	27	89	98	69
contig#2036	154	91	418	685	206	715	48	490	141	133	530	134
contig#20360	1	1	12	9	1	6	0	1	0	0	7	8
contig#20361	5	6	25	46	10	36	4	11	2	16	32	2
contig#20362	2	1	3	8	2	9	0	4	3	3	10	2
contig#20363	12	12	36	97	18	49	4	21	13	9	56	26
contig#20364	30	57	19	43	107	60	25	36	46	66	32	28
contig#20365	19	25	98	145	71	151	8	122	19	36	141	21
contig#20366	46	29	73	221	39	166	17	102	19	75	164	54
contig#20367	9	23	127	248	29	187	7	97	21	29	172	17
contig#20368	4	7	15	29	5	23	0	24	2	3	34	1
contig#20369	31	52	74	155	58	77	13	80	17	44	84	34
contig#2037	156	313	561	777	541	810	85	576	354	378	630	217
contig#20370	9	2	8	11	5	16	2	14	0	5	11	2
contig#20371	3	3	52	12	3	20	0	14	2	1	15	2
contig#20372	22	19	13	21	35	38	14	17	20	22	15	23
contig#20373	14	38	90	102	8	38	0	90	43	2	71	7
contig#20374	5	6	10	11	3	14	2	14	2	7	10	3
contig#20375	14	13	41	102	33	119	12	43	5	26	83	46
contig#20376	13	8	119	113	12	207	5	70	9	6	141	21
contig#20377	80	116	198	411	112	481	21	342	58	106	362	61
contig#20378	15	13	17	16	10	17	2	29	14	23	9	7
contig#20379	53	48	69	205	73	221	28	152	39	77	160	40
contig#2038	941	1090	1321	3516	1481	4103	239	2684	539	1233	2751	799
contig#20380	43	19	48	80	49	108	5	94	13	50	88	36
contig#20381	13	10	53	67	16	105	8	98	10	19	92	13
contig#20382	51	17	18	74	17	59	9	18	9	23	37	30
contig#20383	13	14	33	64	13	80	5	49	4	17	64	11
contig#20384	73	47	157	183	54	190	12	151	31	77	150	54
contig#20385	24	51	65	52	37	82	13	39	24	63	30	29
contig#20386	29	26	100	204	19	127	0	181	5	93	263	13
contig#20387	82	107	76	89	109	168	19	121	59	75	96	36
contig#20388	225	479	290	1375	331	1573	97	774	184	282	1240	346
contig#20389	36	16	44	40	18	139	9	93	15	31	145	10
contig#2039	7	3	10	13	1	13	0	15	0	0	9	4
contig#20390	8	9	32	51	13	44	2	32	3	4	47	3
contig#20391	92	78	169	417	108	364	23	255	32	85	271	67
contig#20392	5	6	51	41	14	56	3	35	7	15	44	6
contig#20393	45	41	42	105	44	108	9	77	32	67	87	45
contig#20394	34	54	41	53	65	55	6	42	25	36	34	32
contig#20395	9	29	57	112	15	90	4	56	5	30	89	7
contig#20396	29	12	36	69	8	34	9	40	3	6	46	17
contig#20397	6	3	35	113	5	69	0	27	0	3	35	0
contig#20398	1	0	10	7	4	14	2	4	0	0	7	4
contig#20399	4	1	16	15	4	16	0	18	2	4	18	0
contig#204	618	374	933	2887	372	2066	132	1635	232	440	2173	531
contig#2040	252	21	173	248	39	197	90	116	31	181	144	259
contig#20400	25	17	63	293	14	180	5	90	19	33	146	16
contig#20401	94	120	184	288	122	323	20	215	46	102	211	76
contig#20402	33	1	55	56	6	103	48	57	2	62	72	86
contig#20403	6	16	23	6	18	13	1	9	25	15	5	2
contig#20404	16	31	81	146	47	131	4	90	16	20	99	16
contig#20405	4	3	20	47	11	40	2	29	2	2	39	7
contig#20406	4	5	11	8	8	8	1	12	4	10	10	2
contig#20407	24	27	110	272	38	210	13	163	10	26	231	28
contig#20409	2	1	5	10	5	7	0	4	0	3	4	3
contig#2041	510	484	1021	1835	415	2042	124	1350	302	405	1649	347
contig#20410	7	28	39	0	17	3	53	3	18	16	1	2
contig#20411	51	47	74	126	77	130	37	82	33	87	110	59
contig#20413	6	8	24	48	3	51	2	42	1	4	51	5
contig#20414	1	12	7	14	15	18	3	24	6	7	4	7
contig#20415	4	13	47	6	6	121	1	33	8	27	53	6
contig#20416	2	2	14	75	8	30	1	12	0	1	39	7
contig#20417	13	7	39	18	4	13	1	6	5	32	17	3
contig#20418	16	5	32	58	8	57	5	28	11	15	41	13
contig#20419	28	24	19	9	17	43	44	40	25	32	70	19
contig#2042	13	10	84	104	12	95	3	74	7	17	99	13
contig#20420	43	10	116	386	19	41	2	3	1	2	277	108
contig#20421	11	20	22	35	25	35	6	14	13	18	20	3
contig#20422	61	34	265	946	48	341	5	310	15	27	830	80
contig#20423	4	40	11	6	10	4	5	3	13	8	1	2
contig#20424	56	31	42	68	49	99	17	69	22	84	73	27
contig#20425	2	0	19	20	0	21	0	10	0	1	22	3
contig#20426	3	2	24	61	2	26	2	26	1	5	29	4
contig#20427	1	1	6	9	2	6	0	8	3	0	4	1
contig#20428	82	20	36	147	31	141	21	91	23	40	79	45
contig#20429	20	31	79	82	26	108	8	62	13	23	86	17
contig#2043	6	2	13	28	5	29	1	25	0	8	29	6
contig#20430	12	6	28	90	18	62	0	70	7	19	64	30
contig#20431	4	8	36	52	10	26	0	40	0	3	35	2
contig#20432	19	22	70	167	38	132	9	158	15	22	136	10
contig#20433	3	11	5	1	2	1	6	1	4	4	2	2
contig#20434	86	79	113	347	83	274	18	181	28	61	230	60
contig#20435	96	81	295	495	71	578	46	374	63	130	568	84
contig#20436	51	77	40	92	38	127	33	136	32	56	103	51
contig#20437	17	23	118	136	49	121	2	106	14	30	100	21
contig#20439	41	60	77	234	44	162	19	126	39	44	141	45
contig#2044	469	348	1186	2481	586	2389	110	1739	299	599	1976	395
contig#20440	66	3	95	40	16	93	0	54	8	8	81	30
contig#20441	1	0	0	5	0	1	0	3	0	2	11	1
contig#20442	1	0	32	12	0	7	3	11	0	0	0	0
contig#20443	10	16	19	30	8	35	3	25	3	12	43	12
contig#20444	33	19	13	42	8	28	5	23	5	8	17	19
contig#20445	21	5	62	101	10	120	12	73	6	42	56	55
contig#20446	29	24	147	121	23	101	3	104	10	20	140	9
contig#20447	10	4	9	22	5	21	2	23	1	6	17	1
contig#20448	5	13	21	30	17	44	6	37	5	9	16	7
contig#20449	7	12	5	4	9	9	9	5	5	4	4	2
contig#2045	59	14	37	324	22	49	16	3	1	9	109	45
contig#20450	21	31	30	51	88	24	2	32	15	28	8	11
contig#20452	7	32	21	12	31	16	5	20	17	23	11	5
contig#20453	80	79	164	299	114	358	41	325	52	96	386	57
contig#20454	10	6	6	39	6	14	7	15	4	10	67	12
contig#20455	79	15	118	825	6	773	16	433	0	20	410	56
contig#20456	7	1	10	53	0	17	1	36	4	5	66	7
contig#20457	34	20	67	86	25	66	8	67	14	28	52	31
contig#20458	2	0	32	37	0	33	1	18	4	3	22	1
contig#20459	41	19	71	279	29	92	1	101	25	20	157	21
contig#2046	231	246	831	1253	313	1165	94	708	140	288	947	232
contig#20460	9	11	95	146	2	34	0	100	40	2	104	0
contig#20461	2	1	14	26	0	4	0	4	0	1	5	0
contig#20462	33	33	109	167	90	115	6	85	13	68	58	30
contig#20463	3	1	13	5	5	10	0	6	7	2	6	1
contig#20464	1	26	34	16	4	6	0	5	3	0	7	1
contig#20465	62	89	113	108	88	119	12	90	84	74	96	27
contig#20466	5	1	17	55	9	31	1	9	4	29	32	8
contig#20467	7	22	27	31	13	25	9	14	8	29	17	13
contig#20468	85	86	147	313	138	337	42	285	64	96	282	50
contig#2047	157	113	413	977	153	815	63	630	107	200	829	147
contig#20470	17	24	28	67	17	42	4	42	11	20	53	17
contig#20471	71	38	119	242	75	298	17	204	45	60	204	54
contig#20472	2	10	16	43	8	34	0	20	1	11	26	4
contig#20473	49	38	75	196	68	147	14	99	29	48	124	47
contig#20474	5	3	30	35	0	34	3	27	7	17	29	6
contig#20475	87	93	187	384	108	246	22	141	61	101	224	98
contig#20476	2	1	7	9	7	5	0	0	0	0	0	1
contig#20477	45	20	33	138	32	92	9	56	6	30	73	28
contig#20478	11	9	29	67	8	82	5	69	7	11	80	6
contig#20479	32	35	46	152	34	129	12	90	33	51	118	42
contig#2048	371	711	3340	3598	1967	4066	98	2233	741	1217	2848	460
contig#20480	97	201	178	357	115	401	56	229	110	143	247	73
contig#20481	1	20	6	6	7	3	1	9	4	6	3	0
contig#20482	6	5	19	27	4	20	0	24	2	2	31	4
contig#20483	74	67	89	245	114	226	15	152	35	87	126	70
contig#20484	9	4	44	77	6	65	0	85	5	5	94	6
contig#20485	186	125	209	1321	210	1404	51	632	72	196	770	170
contig#20486	17	16	17	38	34	89	4	33	10	31	27	21
contig#20487	10	2	22	60	2	23	1	4	1	1	48	1
contig#20488	11	2	5	23	0	6	2	9	0	2	10	9
contig#2049	52	51	485	938	93	549	18	323	40	52	525	86
contig#20490	3	1	8	15	0	17	0	18	1	4	17	4
contig#20491	4	1	17	8	2	16	0	15	2	1	14	1
contig#20492	12	8	26	54	18	61	4	34	13	13	47	8
contig#20493	1	0	29	47	3	45	3	19	4	1	30	1
contig#20494	48	43	117	342	42	320	22	258	33	37	271	31
contig#20495	133	107	185	374	189	456	61	317	108	195	275	124
contig#20496	23	6	14	35	7	21	2	25	2	20	15	13
contig#20497	55	80	72	120	77	151	40	138	72	63	135	28
contig#20498	12	25	108	103	7	52	0	36	42	6	44	9
contig#20499	1	4	6	6	0	8	3	4	2	4	8	1
contig#205	47	62	219	362	73	302	27	245	31	66	305	68
contig#2050	614	1408	1374	935	1935	986	791	558	1048	1036	539	661
contig#20500	50	15	58	330	30	137	3	102	10	9	196	48
contig#20502	9	18	13	25	19	25	12	17	9	14	29	11
contig#20503	101	44	110	479	57	239	6	251	28	70	284	66
contig#20505	19	34	14	18	17	27	10	26	12	31	10	15
contig#20506	109	67	285	527	94	416	35	272	68	120	427	135
contig#20507	53	78	57	122	111	92	53	54	61	99	91	87
contig#20508	13	29	23	100	13	137	6	77	6	15	93	21
contig#20509	38	60	65	119	85	190	38	120	62	125	118	37
contig#2051	348	723	5284	11709	1481	8897	170	5656	506	608	8614	481
contig#20510	2	4	18	29	5	34	0	20	2	4	44	5
contig#20511	131	261	149	264	302	224	83	113	94	307	121	132
contig#20512	144	136	109	478	162	198	91	41	31	86	287	218
contig#20513	35	49	33	54	71	80	11	38	42	87	39	36
contig#20514	240	82	204	875	137	845	77	616	56	166	745	177
contig#20515	31	33	82	199	51	118	15	88	9	30	92	52
contig#20516	29	35	208	236	22	326	19	236	26	47	286	23
contig#20517	20	26	30	49	33	33	12	28	45	58	46	21
contig#20518	7	8	6	16	6	14	1	9	3	9	8	4
contig#20519	93	93	211	515	71	449	34	367	39	58	469	54
contig#2052	312	306	976	2160	336	2131	109	1694	205	355	1914	263
contig#20520	5	42	15	21	54	22	3	7	11	6	30	9
contig#20521	2	3	35	129	1	70	0	60	6	0	108	8
contig#20522	113	26	115	1487	28	62	2	44	3	6	2405	171
contig#20523	1	0	8	11	2	7	0	6	1	1	3	2
contig#20524	30	27	184	424	30	351	12	308	13	27	459	28
contig#20525	27017	25028	7417	4141	11945	5763	20692	4222	24602	19931	3181	8813
contig#20526	21	16	75	214	16	95	6	72	12	8	103	17
contig#20527	1	0	7	3	0	8	0	4	0	0	6	1
contig#20528	5	8	5	0	10	19	1	14	9	7	9	8
contig#20529	8	1	16	14	3	12	1	8	6	2	18	3
contig#2053	67	74	636	1828	60	733	15	382	36	40	1734	98
contig#20530	30	35	36	58	64	80	7	61	42	66	46	26
contig#20531	3	2	22	40	2	32	2	21	4	3	40	5
contig#20532	58	67	40	67	79	50	22	29	20	66	49	47
contig#20533	10	10	21	29	17	46	4	51	9	18	23	12
contig#20534	6	17	49	43	12	33	6	27	9	8	19	12
contig#20535	59	59	84	181	88	126	3	75	20	68	122	41
contig#20536	12	8	42	115	23	125	4	65	6	27	81	19
contig#20537	2	1	5	10	2	15	3	9	1	0	10	2
contig#20538	4	13	21	12	7	14	5	7	8	49	24	7
contig#20539	37	33	31	53	34	83	19	55	33	39	37	31
contig#2054	4	18	101	259	13	196	0	66	11	8	118	4
contig#20540	2	7	14	24	6	26	2	6	3	5	17	3
contig#20541	78	116	98	181	97	193	26	151	48	94	157	52
