Contig	./SAMs/SRR5004095_trimmed_counts.txt	./SAMs/SRR5004082_trimmed_counts.txt	./SAMs/SRR5004080_trimmed_counts.txt	./SAMs/SRR5004093_trimmed_counts.txt	./SAMs/SRR5004085_trimmed_counts.txt	./SAMs/SRR5004091_trimmed_counts.txt	./SAMs/SRR5004083_trimmed_counts.txt	./SAMs/SRR5004097_trimmed_counts.txt	./SAMs/SRR5004090_trimmed_counts.txt	./SAMs/SRR5004096_trimmed_counts.txt	./SAMs/SRR5004094_trimmed_counts.txt	./SAMs/SRR5004078_trimmed_counts.txt
contig#55437	1	2	1	7	4	1	0	0	0	0	2	2
contig#55438	1	0	0	4	0	8	0	7	1	1	2	0
contig#55439	14	6	4	54	27	43	1	57	1	9	36	9
contig#5544	54	54	264	634	110	557	40	416	48	110	548	71
contig#55441	3	8	2	3	7	6	2	1	2	6	2	4
contig#55443	2	3	2	10	4	12	0	11	0	3	7	3
contig#55444	1	0	3	6	0	2	0	3	1	2	8	2
contig#55447	1	1	2	6	0	4	0	3	3	0	3	3
contig#55448	3	0	7	6	0	3	0	10	3	1	2	1
contig#5545	3	1	6	122	1	2	0	5	0	0	178	5
contig#55450	2	1	5	16	0	2	0	0	0	0	25	13
contig#55452	1	1	4	3	6	4	0	1	2	3	2	2
contig#55454	8	5	1	0	2	0	7	1	2	9	2	2
contig#55455	2	1	2	9	0	4	1	2	1	0	3	1
contig#55456	1	0	1	5	1	10	1	4	0	0	1	0
contig#55457	6	4	3	4	8	18	1	1	3	12	10	2
contig#55458	6	14	2	3	9	7	0	1	1	6	1	4
contig#5546	7	1	15	33	4	30	0	14	2	3	22	5
contig#55461	2	0	0	10	1	6	0	2	3	2	1	1
contig#55462	17	6	3	19	7	28	0	19	2	6	30	6
contig#55463	1	1	0	7	1	5	0	1	2	1	6	1
contig#55464	1	0	1	14	0	4	0	2	0	1	6	0
contig#55465	4	0	1	1	3	4	0	2	2	3	1	1
contig#55466	7	6	10	10	14	24	6	16	19	12	16	6
contig#55468	4	4	1	4	3	9	1	17	2	5	9	2
contig#55469	9	13	5	12	14	5	2	6	4	7	5	3
contig#5547	80	92	125	382	81	343	9	231	75	90	307	68
contig#55471	2	2	2	0	7	0	0	0	0	2	0	0
contig#55472	2	1	2	14	1	8	0	2	0	2	6	0
contig#55474	4	8	1	3	3	8	0	12	2	3	9	1
contig#55475	4	4	0	3	2	9	0	9	1	0	6	3
contig#55476	5	3	1	0	2	4	1	0	4	4	0	2
contig#55477	1	2	1	2	1	1	0	4	1	3	2	3
contig#55478	1	1	2	5	1	3	0	3	1	1	10	1
contig#55479	7	6	4	6	13	4	0	2	2	3	5	4
contig#5548	429	121	268	1481	244	461	48	233	93	245	743	1622
contig#55481	2	0	1	20	5	19	0	4	0	3	2	0
contig#55482	5	2	2	13	8	6	4	2	0	0	1	2
contig#55483	1	0	2	7	0	3	0	1	0	0	9	1
contig#55485	2	0	0	2	0	3	0	6	0	0	8	1
contig#55486	5	3	3	13	2	5	0	2	1	1	5	5
contig#55487	2	0	1	9	0	1	1	0	0	0	2	3
contig#5549	234	221	732	1609	286	1045	42	702	99	182	1133	186
contig#55490	4	0	5	5	0	12	0	12	0	4	4	0
contig#55491	1	0	3	10	2	3	0	11	0	0	11	0
contig#55492	3	0	2	1	0	4	0	3	0	0	3	1
contig#55493	2	15	1	4	12	0	4	2	4	6	2	6
contig#55496	1	1	3	3	1	6	0	3	0	0	7	0
contig#55499	8	0	1	68	0	0	0	0	0	7	48	10
contig#555	160	169	890	1217	240	1521	89	1274	137	243	1502	113
contig#5550	2	7	20	6	1	6	3	4	3	5	6	3
contig#55500	4	6	3	6	3	3	1	2	0	2	2	1
contig#55501	4	5	5	9	3	9	0	12	9	0	4	4
contig#55502	1	1	0	0	3	2	3	1	2	4	1	2
contig#55503	21	44	6	16	36	29	14	28	20	29	12	18
contig#55504	2	5	2	10	5	3	0	4	3	4	2	10
contig#55507	3	0	1	5	1	2	1	0	0	0	1	1
contig#55509	1	0	3	3	1	4	2	2	6	6	2	1
contig#5551	26	132	135	335	11	66	1	103	78	3	163	8
contig#55510	5	17	6	8	7	6	18	2	16	6	1	3
contig#55513	12	4	3	3	7	3	9	6	4	2	0	5
contig#55514	4	0	5	8	6	15	2	9	2	0	6	3
contig#55515	2	0	17	104	8	125	0	53	2	1	53	18
contig#55516	144	110	33	48	79	40	115	27	121	112	16	65
contig#55517	4	6	3	18	9	18	3	10	2	7	9	7
contig#55518	3	5	2	1	1	5	0	4	0	3	1	1
contig#55519	1	6	1	3	7	2	6	6	2	6	1	2
contig#5552	66	64	193	359	96	398	26	272	57	86	302	46
contig#55522	5	14	4	14	13	26	1	19	4	3	13	9
contig#55523	3	3	2	0	3	1	1	1	0	4	1	3
contig#55525	1	11	2	3	3	1	1	2	3	1	1	0
contig#55526	10	1	2	30	3	8	0	3	0	0	24	0
contig#55527	2	0	3	2	0	11	0	0	0	0	3	0
contig#5553	1	3	9	22	1	19	1	18	5	2	17	0
contig#55530	4	1	3	3	5	4	0	2	5	1	3	0
contig#55531	3	3	1	22	1	6	0	4	0	0	17	2
contig#55532	6	13	1	1	7	4	7	2	4	3	0	3
contig#55534	5	1	1	4	7	3	0	15	0	0	8	4
contig#55535	1	0	1	3	0	5	0	6	0	0	3	2
contig#55536	11	1	1	18	1	1	0	2	0	9	0	2
contig#55538	13	13	3	12	14	23	6	16	6	13	5	15
contig#55539	1	2	2	3	5	3	1	3	2	0	3	5
contig#5554	250	161	804	1351	257	1451	72	1121	112	214	1401	193
contig#55540	5	5	1	1	8	14	6	4	3	5	4	3
contig#55542	4	2	4	5	5	7	6	8	4	8	6	4
contig#55543	3	1	0	15	0	6	0	3	0	0	10	1
contig#55544	1	3	1	2	2	2	0	2	0	1	2	1
contig#55545	1	2	3	2	1	3	0	1	1	1	3	4
contig#55546	4	0	1	4	0	0	0	0	0	0	6	5
contig#55547	2	7	6	3	10	18	5	9	1	8	6	6
contig#55549	1	6	2	7	7	8	4	2	2	10	12	2
contig#5555	134	181	444	706	179	728	33	535	106	165	627	133
contig#55550	3	1	1	1	0	2	0	5	0	4	0	1
contig#55551	2	4	1	3	9	5	5	7	8	10	2	10
contig#55552	1	0	6	4	0	3	0	3	2	3	3	1
contig#55553	27	20	6	215	17	59	6	17	0	8	88	17
contig#55554	2	1	1	4	0	7	0	6	0	1	4	0
contig#55555	2	2	1	19	0	12	0	3	0	1	12	1
contig#55556	2	3	1	11	0	3	0	1	0	0	8	0
contig#55558	7	2	2	10	1	5	1	8	0	0	10	1
contig#5556	296	337	920	1946	383	1795	114	1527	257	412	1608	252
contig#55560	3	3	1	5	10	3	2	4	0	10	0	1
contig#55561	5	11	2	8	2	13	2	13	2	4	5	2
contig#55563	2	2	3	4	5	1	1	7	8	2	3	4
contig#55564	7	4	5	49	0	4	1	1	0	0	52	5
contig#55565	3	3	1	5	6	7	1	3	3	4	4	1
contig#55566	4	1	3	10	0	0	0	4	1	2	13	5
contig#55569	2	0	1	7	3	3	0	0	2	2	9	5
contig#5557	98	344	3118	1810	574	1767	38	1667	281	610	1222	191
contig#55570	2	0	1	12	3	3	0	6	0	0	1	1
contig#55571	2	0	1	5	0	10	0	8	3	1	1	0
contig#55572	6	2	6	18	2	22	2	11	2	0	32	1
contig#55573	5	3	6	10	10	7	5	6	2	9	4	2
contig#55574	5	4	0	3	2	6	0	5	1	0	6	0
contig#55576	6	4	2	3	4	6	0	2	8	2	0	0
contig#55577	2	4	2	14	1	14	2	7	0	3	10	5
contig#55578	4	0	1	9	0	5	0	3	0	0	0	0
contig#55579	7	10	1	6	7	5	4	3	5	20	11	4
contig#5558	104	222	424	800	106	737	40	574	82	116	747	107
contig#55580	5	7	1	0	10	4	1	0	1	2	0	0
contig#55581	7	7	1	4	4	5	6	4	2	6	2	3
contig#55582	2	4	1	5	0	5	0	1	3	3	0	1
contig#55583	2	1	2	3	0	10	0	8	2	0	1	0
contig#55584	6	3	3	22	0	23	1	4	4	2	7	1
contig#55585	15	17	7	13	9	21	25	10	16	45	6	24
contig#55587	7	1	3	7	3	11	0	6	2	1	7	1
contig#5559	722	410	864	1449	482	1654	435	1134	296	941	1105	899
contig#55590	9	1	3	13	0	9	9	18	3	5	6	6
contig#55592	1	1	3	7	0	1	0	5	0	0	4	0
contig#55593	14	7	24	165	6	20	1	1	0	0	139	45
contig#55594	1	0	2	5	2	4	0	6	2	0	6	1
contig#55597	1	0	2	11	2	11	0	9	1	2	4	0
contig#55598	3	0	7	15	4	18	1	18	2	2	21	1
contig#55599	1	0	0	3	1	1	0	2	1	0	2	0
contig#556	476	360	1285	2992	568	2834	182	2027	281	615	2108	469
contig#5560	281	445	1083	1417	333	1081	95	774	308	307	1264	184
contig#55600	5	21	5	1	7	7	7	4	6	15	0	3
contig#55601	1	0	2	3	1	3	2	1	0	0	1	3
contig#55602	5	0	1	5	0	3	0	3	0	0	11	0
contig#55603	3	0	0	6	0	17	0	8	0	2	34	1
contig#55604	1	0	3	2	0	5	0	4	1	0	7	0
contig#55605	8	7	3	2	2	14	5	19	7	5	4	4
contig#55606	6	4	2	3	6	4	2	5	1	2	1	1
contig#55607	3	0	1	15	3	10	4	0	0	0	3	0
contig#55608	37	3	2	0	11	13	20	7	0	4	13	2
contig#55609	1	2	2	10	0	5	0	6	1	0	11	0
contig#5561	836	344	1791	3760	490	3976	328	2439	291	617	2788	802
contig#55613	1	6	2	9	9	6	1	3	8	6	4	3
contig#55614	3	8	3	3	9	4	1	3	5	2	1	3
contig#55615	7	10	4	11	11	7	2	8	5	10	20	9
contig#55616	2	0	2	2	5	4	0	6	1	1	1	2
contig#55617	1	5	0	5	9	6	3	2	1	4	0	6
contig#55618	3	0	1	3	3	2	2	2	3	3	3	4
contig#55619	1	0	2	4	4	5	0	7	2	2	4	1
contig#5562	90	45	204	449	109	298	14	111	35	79	213	153
contig#55620	1	6	1	3	5	8	3	3	0	1	3	0
contig#55622	15	8	3	19	9	17	2	12	1	11	12	27
contig#55623	3	1	1	4	4	6	0	4	1	1	3	0
contig#55624	2	6	1	5	2	7	2	5	7	6	3	6
contig#55626	2	3	2	7	2	5	0	5	1	1	6	1
contig#55627	1	3	0	0	3	0	3	0	1	0	0	1
contig#55628	7	0	1	9	0	1	0	0	0	0	14	11
contig#55629	9	2	3	14	5	7	0	2	0	0	8	1
contig#5563	85	63	296	791	92	715	36	468	47	86	600	110
contig#55630	2	0	2	3	2	1	0	0	0	0	1	1
contig#55631	4	3	3	6	3	4	0	5	4	5	3	7
contig#55632	4	1	3	8	0	10	0	9	0	1	7	3
contig#55633	1	1	0	12	0	2	0	2	0	1	3	1
contig#55636	1	0	1	11	0	4	0	3	0	1	8	0
contig#55638	4	1	1	2	1	3	0	3	2	2	2	1
contig#55639	2	15	6	1	9	11	6	4	9	3	3	0
contig#5564	799	138	322	1823	157	1492	286	835	64	348	1272	480
contig#55641	1	4	1	0	1	7	1	3	0	2	1	0
contig#55642	18	24	3	7	17	8	16	15	13	11	1	7
contig#55643	3	2	1	0	0	0	2	4	1	6	0	2
contig#55644	5	16	3	3	17	6	2	4	8	9	3	3
contig#55645	1	2	0	2	1	0	1	2	0	2	2	2
contig#55646	6	3	1	13	8	5	2	3	2	1	6	21
contig#55647	1	3	1	3	3	4	1	3	0	0	1	1
contig#5565	76	103	210	350	119	371	34	272	77	158	293	82
contig#55651	3	0	2	6	3	2	0	9	0	0	3	0
contig#55654	2	4	2	24	0	5	1	2	0	1	32	7
contig#55655	3	3	2	4	1	6	1	18	2	0	1	1
contig#55656	5	5	1	0	3	9	0	2	3	6	1	9
contig#55657	3	5	5	18	6	14	0	12	2	3	7	4
contig#55659	5	4	1	3	5	3	0	6	2	0	6	0
contig#5566	937	549	2116	4554	862	4940	254	3536	644	1024	3995	1076
contig#55660	1	0	2	1	2	11	0	8	0	1	9	1
contig#55661	7	0	3	11	3	13	0	0	0	0	5	2
contig#55662	2	4	1	5	8	1	1	0	0	4	1	4
contig#55663	1	0	1	1	0	5	0	6	0	0	2	4
contig#55664	4	4	2	11	12	11	0	6	0	8	5	4
contig#55666	5	6	4	13	8	16	3	7	9	8	10	4
contig#55667	3	4	1	2	10	9	2	1	1	16	1	1
contig#55668	9	7	0	15	7	2	0	1	3	11	4	11
contig#55669	1	1	1	2	0	11	0	5	2	0	7	0
contig#5567	1024	562	1623	3868	996	2827	350	1471	458	1303	2399	1604
contig#55671	1	0	1	0	65	3	3	0	0	0	0	1
contig#55672	4	0	3	11	1	3	3	1	1	3	8	3
contig#55673	2	0	0	8	0	12	2	7	0	2	18	2
contig#55674	8	14	3	3	6	6	0	3	2	4	2	3
contig#55675	4	0	4	12	2	6	1	5	0	1	12	2
contig#55677	4	3	1	1	1	1	0	1	0	3	1	2
contig#55678	1	5	1	0	2	6	4	4	10	6	0	5
contig#55679	3	1	2	5	1	7	2	3	0	3	2	7
contig#5568	29	17	68	200	19	137	6	130	17	16	139	20
contig#55680	5	0	1	6	0	1	0	0	0	3	38	1
contig#55681	1	0	3	4	2	6	0	10	3	0	8	0
contig#55682	3	0	2	2	0	7	0	3	0	0	4	2
contig#55683	2	0	0	9	1	9	0	5	2	1	6	1
contig#55685	7	4	1	3	3	7	5	4	1	1	2	11
contig#55686	1	0	2	18	1	5	0	8	0	2	6	0
contig#5569	115	76	262	251	87	250	19	183	37	67	318	79
contig#55690	8	9	0	1	5	0	3	2	5	5	2	5
contig#55691	1	0	1	3	0	4	0	5	1	0	3	1
contig#55692	1	10	1	9	1	8	0	3	0	3	6	2
contig#55695	7	14	3	8	16	12	7	5	1	8	4	0
contig#55696	1	3	1	4	0	15	0	0	0	1	13	4
contig#55697	1	2	2	11	1	6	0	5	2	0	6	0
contig#55699	1	11	1	2	2	3	0	5	9	4	6	0
contig#557	20152	9169	17154	58468	6125	44345	13935	40429	8451	15570	65469	13792
contig#5570	329	393	571	1165	498	1288	172	903	220	538	760	287
contig#55700	1	0	2	5	0	3	0	13	0	2	7	2
contig#55701	16	7	51	145	22	107	7	62	9	13	125	21
contig#55702	1	9	6	12	8	20	2	9	14	12	11	3
contig#55704	2	5	1	3	5	4	1	3	2	4	2	6
contig#55705	2	8	1	5	3	1	0	1	5	1	0	1
contig#55707	3	3	2	6	4	5	0	5	0	1	8	2
contig#55708	13	5	2	3	3	9	5	9	0	7	2	3
contig#55709	2	1	3	5	3	8	3	10	2	0	3	1
contig#5571	233	358	770	1300	422	1301	97	1058	214	393	1072	195
contig#55711	2	3	1	1	3	4	0	1	0	1	1	6
contig#55712	1	0	2	2	2	2	0	4	0	0	5	1
contig#55713	12	0	1	20	0	4	0	8	0	6	10	0
contig#55715	1	0	1	1	2	3	0	5	0	2	15	0
contig#55716	1	0	1	8	0	4	0	15	1	1	2	1
contig#55717	8	2	1	2	6	23	2	0	2	1	6	12
contig#55718	3	1	4	9	5	9	0	11	0	2	11	1
contig#5572	519	531	670	1322	474	1127	227	761	362	533	1001	398
contig#55721	5	6	1	1	4	3	10	1	2	2	2	0
contig#55725	1	2	4	10	5	16	0	12	1	0	8	5
contig#55728	4	29	1	2	18	7	3	4	4	2	8	2
contig#55729	2	14	2	0	5	16	5	3	9	1	4	0
contig#5573	729	725	1988	3467	1065	4157	413	3038	683	1290	3570	673
contig#55730	2	0	1	8	4	10	0	18	0	2	6	0
contig#55732	6	8	1	0	0	4	5	2	10	6	0	0
contig#55736	1	1	1	7	0	4	2	2	0	1	7	2
contig#55737	2	2	3	2	6	6	0	4	2	0	7	4
contig#55739	7	6	3	2	5	7	4	2	1	8	3	2
contig#5574	179	285	1037	1396	469	945	76	857	338	379	1208	220
contig#55742	2	2	6	5	2	3	0	6	1	0	5	2
contig#55744	1	2	5	0	6	11	0	7	0	1	4	1
contig#55745	2	0	1	20	0	13	3	10	0	2	4	4
contig#55746	6	4	1	3	1	4	0	2	1	2	2	2
contig#55747	4	5	1	21	2	8	3	3	1	1	10	0
contig#55748	2	3	0	1	1	1	1	1	2	1	2	1
contig#55749	2	0	1	6	0	6	0	5	1	0	3	1
contig#5575	428	299	603	1314	388	858	54	616	163	274	813	338
contig#55751	5	7	1	13	5	5	5	8	8	5	13	6
contig#55754	4	3	1	1	3	6	2	4	3	4	1	4
contig#55755	1	0	2	6	0	2	1	2	2	1	2	0
contig#55756	1	2	0	5	0	3	0	4	1	3	4	0
contig#55757	1	1	2	3	1	0	5	0	0	5	1	6
contig#55758	2	1	5	5	1	6	1	4	0	1	2	0
contig#55759	1	0	5	4	0	12	2	11	0	0	4	0
contig#5576	142	291	105	97	279	180	57	160	141	263	74	102
contig#55760	2	2	1	2	3	1	0	3	3	4	1	2
contig#55761	3	16	6	1	26	5	6	2	9	16	2	5
contig#55763	3	0	1	9	0	1	0	0	1	0	4	4
contig#55764	1	5	11	13	3	9	0	13	3	4	5	4
contig#55765	4	4	1	1	7	3	5	1	2	3	0	0
contig#55767	14	11	8	11	18	7	5	7	4	9	3	10
contig#55769	5	3	1	6	3	4	4	2	0	3	1	2
contig#5577	123	128	65	121	131	164	40	71	84	110	73	98
contig#55770	2	7	1	4	16	9	2	6	1	7	6	2
contig#55771	2	3	1	10	3	7	0	10	1	0	11	1
contig#55772	2	1	1	2	5	8	9	3	6	10	3	2
contig#55774	12	0	1	103	0	1	0	4	0	0	44	5
contig#55775	1	0	1	11	1	98	0	0	0	0	27	5
contig#55776	2	1	2	2	0	4	1	2	0	1	2	0
contig#55777	1	6	2	5	3	6	0	4	8	10	2	5
contig#55778	3	4	1	10	3	13	1	24	2	7	3	7
contig#55779	2	2	2	5	1	2	0	3	1	2	3	2
contig#5578	670	651	1906	4295	980	4123	193	3052	482	1000	3717	617
contig#55780	1	0	1	31	0	8	0	2	0	0	29	2
contig#55781	4	2	1	21	0	1	0	0	1	1	12	3
contig#55782	3	1	1	13	0	1	0	3	1	0	31	2
contig#55783	2	0	2	4	2	5	0	7	0	0	6	2
contig#55786	3	7	2	0	3	5	2	1	0	0	0	2
contig#55787	1	1	0	1	3	3	0	0	1	4	3	0
contig#55788	3	0	1	1	0	8	1	7	0	0	1	2
contig#55789	3	4	6	15	0	6	1	7	1	2	13	4
contig#5579	347	285	695	1863	450	1202	96	800	203	347	1510	297
contig#55791	10	1	1	19	7	0	2	1	0	0	12	12
contig#55792	8	2	2	12	0	4	1	9	1	5	15	11
contig#55793	2	0	1	20	0	3	0	16	2	0	28	2
contig#55794	1	3	1	0	3	3	1	0	0	1	0	2
contig#55795	1	2	3	9	3	8	1	2	0	3	3	3
contig#55796	1	2	1	7	0	6	0	5	0	1	10	0
contig#55797	5	6	1	4	0	7	0	7	1	5	4	0
contig#55798	5	1	1	17	2	2	0	1	0	1	3	1
contig#55799	1	1	1	4	1	5	1	11	0	2	6	0
contig#558	17078	1742	2306	49504	1134	1232	262	1064	219	2498	28096	8664
contig#5580	2	0	3	1	1	3	0	1	2	2	1	0
contig#55801	3	1	2	3	3	7	0	9	4	0	3	0
contig#55802	3	0	1	19	0	0	0	2	0	0	12	5
contig#55803	5	1	1	5	2	2	1	3	1	2	7	7
contig#55805	1	0	1	1	0	5	0	3	0	1	5	0
contig#55806	1	0	2	5	1	5	0	1	0	2	4	0
contig#55808	2	6	2	9	11	10	2	8	2	4	6	8
contig#55809	3	5	2	3	5	2	0	5	0	3	3	1
contig#5581	128	214	1076	874	310	1640	37	1067	206	242	1467	81
contig#55810	4	7	4	9	2	10	1	9	2	4	9	5
contig#55812	2	1	1	0	3	3	2	7	5	0	8	3
contig#55813	5	4	0	12	0	0	0	2	0	0	53	4
contig#55814	2	6	3	3	1	0	0	0	4	2	1	3
contig#55815	4	8	3	4	0	5	1	3	5	5	4	1
contig#55816	6	2	1	9	5	6	0	6	4	3	0	4
contig#55818	7	15	6	5	24	12	4	18	15	23	6	2
contig#55819	6	10	1	2	4	2	1	1	1	3	2	2
contig#5582	41	24	34	69	58	78	12	59	20	43	52	38
contig#55820	4	7	0	0	4	3	0	4	3	5	3	1
contig#55821	1	0	1	5	2	4	2	4	2	0	7	1
contig#55822	2	4	1	5	10	3	2	5	5	6	2	4
contig#55825	3	4	1	15	0	6	4	3	4	1	9	1
contig#55826	6	4	1	1	1	3	0	6	0	2	5	0
contig#55827	1	0	1	13	6	6	0	3	1	5	14	3
contig#55828	1	1	0	5	0	4	0	3	1	0	2	0
contig#5583	69	197	649	654	49	199	1	352	344	22	354	53
contig#55830	2	2	1	9	0	7	0	6	1	1	7	4
contig#55831	3	3	18	26	5	18	2	15	3	7	12	7
contig#55832	1	4	1	32	4	10	0	12	2	3	18	2
contig#55833	3	4	1	3	5	8	0	12	4	1	4	0
contig#55836	1	0	1	5	0	1	0	0	0	0	3	2
contig#55837	2	1	2	2	0	5	0	7	1	2	4	0
contig#55838	3	3	3	28	3	15	0	9	0	0	16	0
contig#55839	1	1	1	1	0	3	0	0	0	6	2	3
contig#5584	237	327	365	603	419	778	114	492	234	336	457	235
contig#55840	1	2	3	7	9	6	0	2	0	8	3	3
contig#55841	3	1	0	2	0	13	0	1	0	0	0	1
contig#55842	1	0	5	9	9	3	1	8	1	5	4	1
contig#55843	15	2	1	25	11	0	0	0	0	0	22	25
contig#55844	2	2	2	0	2	1	3	2	3	2	0	1
contig#55845	2	3	3	0	6	3	3	1	11	3	1	1
contig#55847	8	9	1	5	5	10	2	1	0	2	9	1
contig#55848	2	0	2	4	1	4	1	7	0	5	4	3
contig#5585	106	159	583	986	164	926	26	706	103	105	794	97
contig#55850	5	0	4	9	4	8	2	8	1	2	7	2
contig#55851	1	0	2	3	0	4	0	10	0	1	5	0
contig#55852	1	3	1	0	3	1	1	0	4	3	2	2
contig#55853	1	5	1	1	2	2	0	1	3	0	0	0
contig#55854	2	0	1	2	0	0	0	7	0	0	5	1
contig#55855	2	5	4	7	5	8	2	3	2	0	6	1
contig#55856	1	4	1	1	0	0	5	1	0	1	1	1
contig#55857	1	2	3	6	1	9	1	3	5	2	4	1
contig#55858	3	2	1	3	0	2	0	4	0	1	1	1
contig#5586	269	301	655	1068	422	1214	105	814	236	434	893	280
contig#55860	6	0	1	1	1	5	4	5	4	9	2	3
contig#55861	2	0	1	6	2	3	0	5	0	0	2	1
contig#55862	6	0	6	9	1	21	2	12	0	3	9	3
contig#55863	1	7	1	2	1	5	0	2	0	0	3	0
contig#55864	4	4	1	2	4	1	8	0	0	0	1	1
contig#55865	3	1	1	11	3	7	0	7	2	3	5	1
contig#55866	4	1	1	9	1	11	1	8	1	4	4	6
contig#55867	9	1	3	22	0	24	1	13	3	0	25	6
contig#55868	8	0	3	63	1	4	0	4	0	10	28	11
contig#55869	4	11	2	3	12	1	6	0	5	8	5	2
contig#5587	18	12	39	43	14	38	10	55	32	8	61	8
contig#55870	1	0	2	4	0	5	0	7	1	1	8	0
contig#55873	1	0	2	0	1	2	0	8	4	1	2	0
contig#55874	2	12	6	3	7	10	1	2	4	7	1	8
contig#55875	1	12	0	3	8	0	4	1	5	2	1	2
contig#55876	3	7	4	24	9	21	1	13	4	5	10	18
contig#55877	1	0	2	6	0	6	1	8	3	0	6	4
contig#55879	4	2	7	7	10	11	0	4	2	0	7	4
contig#5588	11	23	40	43	13	69	0	62	9	17	40	6
contig#55880	5	4	1	11	3	1	0	2	1	2	1	3
contig#55881	2	2	1	1	5	4	1	2	2	3	1	0
contig#55882	2	5	3	8	5	4	1	1	2	7	4	0
contig#55883	9	2	11	131	8	8	0	1	0	1	162	30
contig#55884	1	1	1	1	0	1	1	2	0	2	1	0
contig#55885	2	4	3	5	5	8	0	5	0	9	3	2
contig#55886	4	0	0	3	0	6	0	3	1	2	5	3
contig#55887	1	1	3	6	2	3	2	5	0	2	5	3
contig#55888	6	12	4	3	8	2	1	4	8	5	2	2
contig#55889	1	1	2	11	7	7	0	1	2	0	0	4
contig#5589	76	63	251	464	81	376	9	282	48	78	428	54
contig#55890	1	2	1	2	3	0	0	0	2	0	4	2
contig#55893	7	6	1	1	3	12	3	4	4	5	3	0
contig#55894	2	1	2	10	5	8	0	2	0	1	7	2
contig#55895	1	3	1	86	1	4	0	4	0	0	112	7
contig#55898	2	3	1	24	0	0	0	1	0	0	34	6
contig#55899	4	0	0	30	0	47	3	0	0	2	1	1
contig#559	2	5	48	119	14	50	0	86	3	3	77	15
contig#5590	404	501	926	1991	508	1613	68	1209	272	367	1425	357
contig#55900	4	8	3	7	9	10	2	10	3	16	16	2
contig#55901	69	48	14	9	26	21	69	14	53	42	5	17
contig#55905	1	1	1	0	0	0	0	2	1	1	3	0
contig#55906	4	2	1	3	6	7	0	11	4	2	3	2
contig#55907	3	1	1	3	1	7	0	2	0	2	9	2
contig#55908	2	4	0	0	2	15	1	3	0	1	0	3
contig#55909	2	6	1	9	4	8	0	21	1	2	13	2
contig#5591	257	297	450	749	352	867	84	681	172	352	669	208
contig#55911	2	1	2	4	4	3	0	0	1	0	7	2
contig#55912	2	2	1	7	0	4	2	10	0	0	1	1
contig#55915	2	0	2	0	0	2	0	2	1	0	2	0
contig#55916	6	20	5	3	10	13	2	9	4	12	7	1
contig#55917	1	0	1	22	0	17	0	11	0	4	25	3
contig#55918	3	2	1	4	7	2	0	2	3	2	4	8
contig#5592	13	48	52	57	54	63	3	25	33	41	33	8
contig#55920	1	2	1	4	7	6	1	2	4	5	3	6
contig#55921	42	8	8	170	0	8	1	3	1	0	128	20
contig#55922	2	1	2	3	3	5	0	0	1	2	9	14
contig#55924	2	4	0	2	6	9	2	9	1	3	5	4
contig#55925	2	0	4	4	1	3	0	1	0	0	6	0
contig#55926	3	1	0	5	4	6	2	6	1	2	3	3
contig#55927	2	2	2	11	7	10	4	6	4	11	9	6
contig#55928	1	0	1	7	1	6	0	7	1	2	3	0
contig#5593	107	155	1599	822	271	886	14	817	110	339	578	166
contig#55930	7	12	1	7	10	4	1	4	0	10	6	13
contig#55931	6	1	2	9	0	9	1	11	0	0	6	0
contig#55932	1	2	1	8	2	4	0	5	0	1	4	1
contig#55933	4	2	3	10	3	12	0	7	1	0	5	3
contig#55934	2	1	4	10	4	11	0	12	0	1	6	0
contig#55935	4	0	1	6	0	0	2	1	0	2	3	1
contig#55936	2	11	2	9	7	1	1	0	0	8	13	42
contig#55938	2	0	1	4	4	6	0	3	1	1	5	0
contig#55939	1	28	1	0	0	0	0	0	7	0	0	2
contig#5594	43	114	170	109	184	211	22	65	73	118	124	29
contig#55940	7	10	3	9	6	7	5	0	4	6	8	13
contig#55944	5	4	1	3	1	3	4	4	3	2	0	1
contig#55945	13	15	1	2	5	7	4	5	3	1	2	7
contig#55947	2	5	2	1	8	2	3	1	0	0	0	0
contig#55949	3	4	4	5	9	1	6	2	0	7	3	1
contig#5595	26	30	163	100	40	116	10	27	14	39	46	19
contig#55951	3	0	2	0	0	6	0	3	1	0	4	0
contig#55952	1	8	1	1	2	1	4	1	4	1	1	0
contig#55953	14	8	3	4	6	12	13	14	3	9	0	7
contig#55954	10	12	17	23	12	24	2	7	3	10	19	9
contig#55955	4	8	1	3	4	6	0	1	3	2	3	2
contig#55956	1	2	1	10	1	0	0	3	5	0	4	1
contig#55958	5	8	1	11	8	12	5	6	2	1	7	5
contig#55959	7	2	1	9	5	2	4	3	5	4	10	4
contig#5596	508	664	1620	2863	949	2896	174	1796	385	859	2103	595
contig#55960	2	1	1	10	0	5	0	3	0	1	5	1
contig#55961	4	0	2	19	8	14	1	17	1	3	19	0
contig#55962	1	2	1	32	4	16	0	3	0	1	6	0
contig#55963	3	7	1	2	5	1	0	2	2	4	2	1
contig#55965	1	0	2	11	0	10	0	0	0	0	9	0
contig#55967	4	6	1	5	1	7	3	5	0	7	6	4
contig#55968	11	10	3	16	14	3	0	1	5	4	5	10
contig#55969	1	1	0	1	2	8	0	3	0	0	5	2
